clade_name	NCBI_tax_id	CA01	CA02	CA03	CA04	CA05	CA06	CA08	CA12	CA13	CA14	CA15	CA16	CA17	CA18	CA19	CA20	CA21	CA22	CA23	CA24	CA25	CA26	CA27	CA28	CA29	CA30	CA31	CA32	CA33	CA34	CA35	CA36	CA37	CA38	CA39	CA40	CA41
s__Odoribacter_splanchnicus	0	0.0	0.0	0.5449	0.0	0.0	0.0	0.50913	0.08536	0.04677	0.06669	0.02586	0.0	0.09217	0.40123	0.0	0.0	0.0	0.0	0.0	0.02328	0.05658	0.12334	0.0	0.01289	1.58852	0.0	0.03804	0.42933	0.04263	0.0	0.01961	0.01906	0.0	0.0	0.07759	0.00622	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.0	0.53304	1.73908	0.00404	0.0	0.0	0.0	1.65093	1.28935	1.05033	1.53812	5.12516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58191
s__Eubacterium_ventriosum	0	0.0	0.0	0.40726	0.5623	0.26208	0.33859	0.0	0.00713	0.04536	0.06198	0.0	0.0	0.0	1.37184	0.0	0.03202	0.0	0.0	0.18727	0.0	0.02151	0.0	0.0	0.7172	0.0	0.85019	0.0	0.0	0.01564	1.1949	0.0	0.0	0.0	0.0	0.06126	1.4283	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.0	0.38389	0.0	0.14105	0.0	0.0	13.34461	0.0	0.0	0.00205	0.0	12.84932	0.49693	0.0	0.0	0.0	0.0	0.0	0.20746	0.0	0.0	36.87927	0.01547	0.0031	0.00429	0.0017	0.02493	6.4886	0.00333	27.25302	0.00254	0.00354	0.0	1.06636	0.0025	0.17567
s__Oscillibacter_sp_CAG_241	0	0.0	0.0	0.34278	0.10663	9.28645	0.17701	0.0	0.0	3.70567	2.35736	0.0	0.0	1.17434	2.63615	0.0	0.30721	0.0	0.0	0.0	16.76215	0.59393	0.0	0.04634	1.57477	3.5398	0.0	0.0	0.0	0.21693	0.00066	0.00126	0.45078	0.01437	0.00796	0.30512	0.01278	0.0
s__Bifidobacterium_bifidum	0	0.0	0.0	0.24011	0.0	0.0	4.75712	1.60192	0.0	0.12929	0.09525	0.00067	11.04681	0.0	0.0	0.0	1.486	0.0	0.0	0.0	9.30047	0.00492	0.0	0.0	0.0	0.0	5.39965	0.0	5.4718	4.56382	0.0	4.35554	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_274	0	0.0	0.0	0.13817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.0	0.0	0.13188	0.05811	0.0	0.0	0.0	0.0	0.00164	0.00023	0.00083	0.0	0.00125	0.00192	0.01257	0.00914	0.0	0.00757	3.22435	0.0051	0.00206	0.0	0.0	0.00182	0.00232	0.00149	0.0	0.00423	0.00039	0.02217	0.0027	0.0	0.0	0.0224	0.00044	0.01463	0.01396
s__Coprococcus_eutactus	0	0.0	0.0	0.09682	2.32502	0.0	0.0	0.0	0.0	0.88419	0.56391	4.51596	0.05618	0.57858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_330	0	0.0	0.0	0.08668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_ruminis	0	0.0	0.0	0.07651	0.69478	0.0	0.12337	0.0	0.0	0.02041	0.02474	0.08463	2.13128	3.91641	0.0	0.0	0.0767	0.0	0.0	0.0	0.0	0.06653	0.0	0.23465	3.46114	0.0	0.0	0.0	0.0	0.37505	8.334	0.0	0.0	0.0	0.0	0.0	0.0	6.13206
s__Coprococcus_catus	0	0.0	0.0	0.06641	0.08979	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.03463	0.00797	0.13314	0.0	0.02678	0.0	0.53048	0.05007	0.0	0.4488	0.0	0.01871	0.0	0.76613	0.0159	0.0	0.0	0.03918	0.0	0.11721	0.0	0.0	0.0	0.09356	0.25888	0.04946
s__Methanobrevibacter_smithii	0	0.0	0.0	0.06125	0.0	0.14082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48118	3.30044	0.0	0.0	0.0	0.0	0.0	10.21731	0.0	0.0	0.0	0.0	5.98043	0.00072	0.0	0.0	6.02143	0.0	0.0	0.0	0.0	0.0	2.90803	0.0	0.0
s__Bilophila_wadsworthia	0	0.0	0.0	0.05706	0.03284	0.0	0.01203	0.0	0.0	0.0	0.0	0.06323	0.0027	0.01057	0.0	0.02247	0.0324	0.0	0.03119	0.0	0.0	0.0	0.0	0.0	0.02399	0.0	0.0	0.0	0.06723	0.0	0.14257	0.0	0.00292	0.0	0.24195	0.06249	0.0	0.0
s__Alistipes_finegoldii	0	0.0	0.0	0.02344	0.50897	1.69012	0.11807	0.36024	0.01266	0.24254	0.25783	0.02761	0.20468	0.00342	0.06115	0.59311	0.49058	0.0	0.2239	0.0	0.09493	0.32366	0.20149	0.00039	0.01839	2.42422	0.03541	0.0	1.02007	0.34849	0.00112	0.0486	0.0	0.0	0.0	0.00575	0.0	0.0
s__Firmicutes_bacterium_CAG_95	0	0.0	0.0	0.01376	0.03711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06669	0.01069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00654	0.0	0.0
s__Paraprevotella_clara	0	0.0	0.0	0.01328	0.0	0.00295	0.0	0.0	0.04042	0.0	0.0	0.0	0.0	0.00358	0.00799	0.00219	0.00948	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.00577	0.00066	0.0	0.0	0.0	0.0	0.0	0.05127	0.0	0.07731	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.0	0.01262	0.06454	0.0	0.02638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12798	0.1101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26054	0.0	0.0
s__Parvimonas_sp_KA00067	0	0.0	0.0	0.00768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_520	0	0.0	0.0	0.00509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0
s__Gemella_morbillorum	0	0.0	0.0	0.00487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0485	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00304	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.0045	0.0	0.0	0.0	0.0	0.00908	0.0	0.0	0.0347	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.00456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45594	0.01489	0.0	0.11922	0.0	0.0072	0.0	0.01228	0.0	0.0	0.0	0.02791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.00237	0.01127	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09508	0.0	0.0	0.14122	0.0	0.0	0.0	0.05672	0.0	0.0	0.00968	13.31349	0.18949	0.00712	0.0	0.00799	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.00218	0.03664	0.0	0.03206	0.01829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01311	0.0	0.0	0.0	0.00119	0.0	0.0
s__Gemella_haemolysans	0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.0	0.04502	0.0	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00632	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_110	0	0.0	0.0	0.00061	0.10579	0.34011	0.0	0.0	0.0	0.09213	0.12297	0.0	0.0	0.07033	0.58275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07305	0.0	0.05202	0.0	0.0	0.0	0.0	0.0	0.10788
s__Butyrivibrio_crossotus	0	0.0	0.0	0.0	2.19155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis	0	0.0	0.0	0.0	1.20347	0.0	0.0	0.0	0.0	0.04195	0.0498	0.0	0.0	0.02114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00729	0.0	0.0	0.0	0.0	0.0	0.0408	0.0	0.0	0.0	0.0	0.0	0.0	0.34339	0.0
s__Butyricimonas_synergistica	0	0.0	0.0	0.0	0.33657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_rogosae	0	0.0	0.0	0.0	0.32584	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.01428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05336	0.0	0.0	0.21495	0.0	0.00099	0.0	0.0	0.00176	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.0	0.06785	0.0	0.0	0.0	0.0	0.05588	0.0284	0.0006	0.0	0.13307	0.00414	0.0	0.2174	0.0	0.0	0.0	0.0	0.69586	0.0	0.0	0.10283	0.0	1.32584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07338
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.06622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.03393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_virosa	0	0.0	0.0	0.0	0.04252	0.0	0.0	0.01112	0.00424	0.0	0.0	0.0	0.0	0.00151	0.65742	0.0	0.0	0.0	0.0	0.0	0.0	0.06216	0.0	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0011	0.00503	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.0	0.0	0.02277	13.15064	0.86822	0.0	0.0	1.70923	1.15656	0.0	0.16348	0.0	0.057	8.07171	0.44324	0.15773	0.00079	0.00244	0.0	5.2663	0.0	0.00832	0.3461	0.0	0.00503	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.19534	1.37133
s__Bacteroides_faecis_CAG_32	0	0.0	0.0	0.0	0.01489	0.0	0.0	0.0	0.0	0.17815	0.11363	0.0	0.0	0.04315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01916	0.0
s__Bacteroides_galacturonicus	0	0.0	0.0	0.0	0.01345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.0	0.0	0.0	0.0	0.0	0.0	0.01951	0.00837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.0	0.01312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcaceae_bacterium_D5	0	0.0	0.0	0.0	0.00975	1.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parasutterella_excrementihominis	0	0.0	0.0	0.0	0.00368	0.0	0.03196	0.71144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05221	0.0	0.0	0.0	0.0	0.0	0.06341	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.04847	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19645	0.0	0.01552
s__Anaeromassilibacillus_sp_An250	0	0.0	0.0	0.0	0.00196	0.0	0.0	0.0	0.00456	0.02924	0.0275	0.0	0.00378	0.03024	0.2675	0.01885	0.03322	0.0	0.00142	0.0	0.0	0.04036	0.0	0.0	0.03936	0.21914	0.0	0.0	0.0	0.0669	0.05939	0.03709	0.0	0.20789	0.00178	0.0023	0.02982	0.10335
s__Veillonella_atypica	0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1558	0.0	0.0	0.28345	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01738	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_CAG_933	0	0.0	0.0	0.0	0.0	1.03557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_johnsonii	0	0.0	0.0	0.0	0.0	0.52459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptococcus_niger	0	0.0	0.0	0.0	0.0	0.47922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alloscardovia_omnicolens	0	0.0	0.0	0.0	0.0	0.37758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03041	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_cellulosilyticus	0	0.0	0.0	0.0	0.0	0.23606	1.79705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1416	0.32869	0.33578	0.0	0.0	0.0	0.12577	0.0	0.08959	0.0	0.00419	0.0	0.0	0.0	0.0	0.02309	0.0	0.0	0.0	0.0	0.0	2.11656	0.0	0.0
s__Bacteroides_massiliensis	0	0.0	0.0	0.0	0.0	0.16828	0.0	2.10832	0.00471	0.12931	0.07612	0.49534	0.00121	0.0	0.30918	0.0	0.0	0.0	0.0	0.0	0.00905	0.12766	0.0	0.0036	0.08414	0.55116	0.08965	0.98024	2.43232	0.0	0.26802	0.0	0.05065	0.16251	0.0	0.18492	0.0	0.0
s__Eubacterium_callanderi	0	0.0	0.0	0.0	0.0	0.15189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_indistinctus	0	0.0	0.0	0.0	0.0	0.14638	0.07231	0.0	0.02443	1.12141	1.00904	0.12782	0.06021	0.0	0.62653	0.0	0.0	0.0	0.0	0.0	1.06575	0.0	0.0	0.0	0.01648	0.0	0.0	0.0	0.00154	0.0	0.03699	0.0	0.09221	0.0	0.0	0.0673	0.05488	0.01272
s__Bacteroides_thetaiotaomicron	0	0.0	0.0	0.0	0.0	0.11546	0.03585	1.54395	0.0254	0.05294	0.04309	0.09136	0.0	0.31653	0.24997	0.0	0.08501	0.0	0.0	0.10438	0.18645	0.0621	0.11882	0.0	0.12436	1.28396	0.02545	0.5448	0.46421	0.01335	0.14841	0.08352	0.23828	0.03205	0.28112	0.30224	0.0	0.0
s__Lactobacillus_plantarum	0	0.0	0.0	0.0	0.0	0.06495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_sp_An249	0	0.0	0.0	0.0	0.0	0.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnoclostridium_sp_An131	0	0.0	0.0	0.0	0.0	0.03301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00586	0.0	0.0	0.0	0.0	0.02292	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_fermentum	0	0.0	0.0	0.0	0.0	0.02481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12276	0.0	0.0	0.0	0.0	0.03703	0.0	0.22052	0.0	0.0	0.00173	0.0	0.0	0.00908	0.0	0.0306	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_finegoldii	0	0.0	0.0	0.0	0.0	0.00967	0.0	0.0	0.0117	0.0	0.0	0.0	0.00284	0.0	1.07417	0.54755	0.53135	0.0	0.0	0.09577	0.0	0.24956	0.02574	0.03353	0.0	0.0	0.0	2.00019	3.78706	0.00731	0.0	0.0	0.57389	0.19042	1.12351	0.0091	0.01332	0.0005
s__Clostridium_scindens	0	0.0	0.0	0.0	0.0	0.00612	0.00686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.01034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01637	0.0	0.0	0.0	0.0
s__Massiliomicrobiota_timonensis	0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00323	0.0	0.0	0.03646	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.0	0.0	0.0	0.0	0.00373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10777	0.03377	0.03962	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnoclostridium_sp_An138	0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01306	0.0	0.0
s__Clostridium_methylpentosum	0	0.0	0.0	0.0	0.0	0.00157	0.01053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacter_sp	0	0.0	0.0	0.0	0.0	0.0	0.18568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerofilum_sp_An201	0	0.0	0.0	0.0	0.0	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_ICM47	0	0.0	0.0	0.0	0.0	0.0	0.00504	0.00402	0.01919	0.0	0.0	0.0	0.01531	0.0	0.0	0.0	0.0	0.0	0.00901	0.02585	0.02178	0.0015	0.0	0.0	0.0	0.0	0.0	0.11926	0.0	0.0	0.02921	0.0	0.0318	0.0067	0.01753	0.0	0.00911	0.0
s__Clostridiales_bacterium_1_7_47FAA	0	0.0	0.0	0.0	0.0	0.0	0.00502	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	0.00763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51208	0.0	0.0	0.00639	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicimonas_muris	0	0.0	0.0	0.0	0.0	0.0	0.00252	0.13196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acidaminococcus_intestini	0	0.0	0.0	0.0	0.0	0.0	0.0	7.90439	0.29544	0.0	0.0	1.06101	0.09617	2.20114	0.0	0.0	0.0	0.0	1.89732	0.0	0.18853	0.33401	0.0	0.3643	0.0	0.0	13.17653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31182	0.0	0.00752	0.0
s__Megasphaera_sp_MJR8396C	0	0.0	0.0	0.0	0.0	0.0	0.0	1.65797	0.0	0.12907	0.11434	1.2551	9.11506	5.72961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	0.0	0.0	0.0	0.0	0.00713	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_faecium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.10576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89544	0.0	0.0	0.0	0.76428	0.0	0.0	8.41643	0.0	0.0	0.24473	3.18246	0.0	0.0	0.0	0.0	0.55268	0.0	0.04668	0.0	0.0	0.0	0.0
s__Streptococcus_lutetiensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1025	0.0	0.13206	0.13519	0.0	0.0	0.0	0.0	0.0	3.99898	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae_CAG_59	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06105	0.00105	0.0	0.0	0.02843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.00459	0.0477	0.0	0.0	0.00074	0.0	0.02621	0.00159	0.0	0.0	0.0	0.0	0.00631	0.0
s__Candidatus_Stoquefichus_sp_KLE1796	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5048	0.0	0.0	0.0	0.0	0.0	0.0	6.64927	0.0	0.0	0.0	0.0	0.4839	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_891	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7215
s__Prevotella_copri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92813	38.80847	44.00439	51.88134	0.13941	3.10834	0.39643	0.0	0.0	0.0	0.0	0.0	1.33283	0.68944	6.80799	0.0	0.0	0.0	3.49382	0.0	0.0	0.94343	0.0	0.0	15.72287	0.0	0.0	0.0	0.21596	0.99175
s__Desulfovibrio_piger	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99463	0.0	0.0	0.0	0.0	0.15161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51254	0.0	0.01173	0.0	0.0	0.04791
s__Bacteroides_salyersiae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07887	0.0	0.0	0.01814	0.0	0.0324	0.20884	0.0	0.0	0.0	0.10922	0.0	0.0	0.09124	0.33155	0.0	0.0	0.59018	0.0	0.0	0.79508	0.0	0.0	0.0	0.58156	0.0	0.0	0.0	0.0	0.0
