clade_name	NCBI_tax_id	SID5411-1	SID5411-2	SID5411-3	SID5411-4	SID5412-1	SID5412-2	SID5412-3	SID5412-4	SID5413-1	SID5413-2	SID5413-3	SID5413-4	SID5414-1	SID5414-2	SID5414-3	SID5414-4	SID5415-1	SID5415-2	SID5415-3	SID5415-4	SID5416-1	SID5416-2	SID5417-1	SID5417-2	SID5417-3	SID5417-4	SID5418-1	SID5419-1	SID5420-1	SID5420-2	SID5420-3	SID5421-1	SID5421-2	SID5421-3	SID5421-4	SID5423-1	SID5423-2	SID5423-3	SID5423-4	SID5425-1	SID5425-2	SID5425-3	SID5425-4	SID5426-1	SID5427-1	SID5427-2	SID5427-3	SID5427-4	SID5428-1	SID5428-2	SID5428-3	SID5428-4	SID5429-1	SID5429-2	SID5429-3	SID5429-4	SID5433-1	SID5433-2	SID5433-3	SID5433-4	SID5434-1	SID5434-2	SID5434-3	SID5434-4	SID5435-1	SID5435-2	SID5435-3	SID5435-4	SID5438-1	SID5438-2	SID5438-3	SID5438-4	SID5439-1	SID5439-2	SID5439-3	SID5439-4	SID5440-1	SID5440-2	SID5440-3	SID5440-4	SID5441-1	SID5441-2	SID5441-3	SID5441-4	SID5442-1	SID5442-2	SID5442-3	SID5442-4	SID5443-1	SID5443-2	SID5443-3	SID5443-4	SID5444-1	SID5444-2	SID5444-3	SID5444-4	SID5445-1	SID5445-2	SID5445-3	SID5445-4	SID5446-1	SID5446-2	SID5446-3	SID5446-4	SID5448-1	SID5448-2	SID5448-3	SID5448-4	SID5449-1	SID5449-2	SID5449-3	SID5449-4	SID5450-1	SID5450-2	SID5450-3	SID5450-4	SID5451-1	SID5451-2	SID5451-3	SID5451-4	SID5452-1	SID5453-1	SID5453-2	SID5453-3	SID5453-4	SID5454-1	SID5454-2	SID5454-3	SID5454-4	SID5455-1	SID5455-2	SID5455-3	SID5455-4	SID5457-1	SID5457-2	SID5457-3	SID5457-4	SID5458-1	SID5458-2	SID5458-3	SID5458-4	SID5459-1	SID5460-1	SID5460-2	SID5460-3	SID5460-4	SID5461-1	SID5461-2	SID5461-3	SID5461-4	SID5462-1	SID5462-2	SID5462-3	SID5462-4	SID5463-1	SID5463-2	SID5463-3	SID5463-4	SID5465-1	SID5466-1	SID5466-2	SID5466-3	SID5466-4	SID5467-1	SID5467-2	SID5467-3	SID5467-4	SID5468-1	SID5468-2	SID5468-3	SID5468-4	SID5469-1	SID5469-2	SID5469-3	SID5469-4	SID5470-3	SID5470-4	SID5473-1	SID5473-2	SID5473-3	SID5473-4	SID5474-3	SID5474-4	SID5476-1	SID5476-2	SID5476-3	SID5476-4	SID5477-1	SID5477-2	SID5477-3	SID5477-4	SID5478-1	SID5478-2	SID5478-3	SID5478-4	SID5479-1	SID5479-2	SID5479-3	SID5479-4	SID5480-1	SID5480-2	SID5480-3	SID5480-4	SID5481-1	SID5481-2	SID5481-3	SID5481-4
s__Lactococcus_lactis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04046	0.00603	0.00181	0.01948	0.06647	0.06832	0.07681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23133	0.0	0.0	0.04923	0.00889	0.00282	0.0	0.0	0.0	0.0	0.01941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02823	0.01665	0.0	0.00848	0.0	0.01365	0.00398	0.1469	0.08443	0.07866	0.07011	0.0	0.0	0.06765	0.0	0.0	0.00196	0.01748	0.0	0.0	0.00217	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.00179	0.08637	0.01838	0.0	0.0	0.0	0.0	0.0	0.08861	0.01121	0.08802	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01614	0.0	0.12273	0.02003	0.0	0.0	0.09547	0.01054	0.05885	0.02277	0.0	0.03007	0.0042	0.02053	0.0	0.0	0.0	0.00517	0.13001	0.16904	0.0	0.0	0.0	0.0	0.0	0.02161	0.18365	0.01709	0.00027	0.0	0.00363	0.00324	0.0029	0.0	0.00368	0.0	0.00483	0.09866	0.0	0.0	0.0	0.00763	0.0	0.0	0.0	0.0	0.09951	0.28464	0.0	0.01225	0.01383	0.0	0.01806	0.07085	0.09085	0.0	0.09865	0.0	0.01666	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.0	0.0	0.0	0.00655	0.0	0.00801	0.0	0.03647	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.01902	0.28604	0.41748	0.01152	0.00514	0.03331	0.0
s__Actinomyces_naeslundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parascardovia_denticolens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mitsuokella_multacida	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05231	9.67965	2.98338	12.81967	6.58168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14025	0.0025	0.07672	0.0	2.14019	1.60306	0.0	0.0	0.0	0.0	0.00666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1343	0.0	0.0	0.0	0.0	1.42987	0.29825	0.58793	0.14193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_HPA0247	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0109	0.00489	0.03052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.00159	0.0	0.0	0.00358	0.00315	0.00288	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.00271	0.00618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.00048	0.0	0.0	0.0	0.00224	0.0	0.00062
s__Lactobacillus_fermentum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98058	0.29988	0.22489	2.13979	0.0	0.0	0.0	0.0	0.24507	0.27433	0.5842	0.95093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01489	0.21968	0.11583	0.12466	0.0	0.0	0.0	0.0	0.0	0.07382	0.34641	0.10129	0.91583	0.0	0.0	0.0	0.01286	0.0	0.0	0.0	0.0	0.37329	3.09373	1.30356	0.39325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.0	0.0	0.0	0.0	0.0	0.0	0.33853	0.38133	0.04996	0.0	0.0	0.0	0.0	0.65936	1.0654	0.73936	0.40899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13245	0.24137	0.40466	0.54963	0.0	0.0	0.0	0.0	0.65636	1.38451	0.59705	0.27357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60138	0.30518	0.0	0.02971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09281	0.14265	0.48221	0.01621	0.0	0.0	0.1009	0.00913	0.0	0.0	0.0	0.01764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_253	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04235	0.0	0.01078	0.0	2.0018	0.57187	0.3647	0.01279	0.0	0.0	0.0	0.0	0.05678	0.03521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.02184	0.108	0.01269	0.0	0.0	0.0	0.0	0.0	0.0	0.32214	0.00331	0.23952	0.42283	0.04672	0.05355	0.07874	0.13861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2661	0.16843	0.22779	0.20357	0.05418	0.0154	0.20207	0.09919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03474	0.00149	0.02341	0.0	0.0	0.0	0.0	0.0	0.0	0.25916	0.13982	0.78498	0.34924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21368	0.3591	0.02276	0.03425	0.20103	0.39268	0.36976	1.02748	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0	0.0	0.0779	0.04007	0.28039	0.85913	0.05242	0.0317	0.20437	0.0	0.0	0.0	0.20955	0.56599	0.00423	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.11009	0.0	0.03516	0.16401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18178	0.0	0.0	0.0	0.0	0.01195	0.0	0.0	0.02219
s__Mitsuokella_jalaludinii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01507	0.00659	0.02852	0.01927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61286	0.02367	0.48512	0.00383	0.01367	0.01339	0.0	0.0	0.0	0.0	0.06561	0.01616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.07923	0.02736	0.02622	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alloscardovia_omnicolens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.01018	0.00104	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01379	0.00635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01092	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01154	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02972	0.0	0.0	0.00047	0.00046	0.0	0.0	0.0	0.0155	0.0	0.00555
s__Phascolarctobacterium_sp_CAG_266	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00444	0.00802	0.0065	0.04917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01727	1.1572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56776	1.68252	1.31744	0.78364	0.06863	0.2328	0.06866	0.0746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03873	0.01471	0.0	0.0	0.0	0.0	0.2331	0.18039	0.32423	0.04593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72179	2.31153	5.0721	2.75019	1.46342	3.0147	0.33648	1.83852	0.0	0.0	0.0	0.0	0.0	1.28266	1.31784	2.23002	0.84066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72444	0.26531	0.36802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91388	4.79113	5.93084	7.07845	0.00127	0.11708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02972	1.3186	2.41879	1.28241	1.34843	0.01094	0.12587	0.0	0.03082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_graevenitzii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.00645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04022	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.00925	0.0	0.00299	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.00093	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709	0.0	0.0	0.00102	0.0	0.00216	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.00117	0.0	0.0	0.0	0.0037	0.00037	0.0	0.0	0.00828	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_capillosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06168	0.0238	0.0	0.00667	0.0	0.0	0.00333	0.0	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.00033	0.0	0.0	0.0	0.003	0.0031	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01541	0.00432	0.00197	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00396	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01861	0.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00474	0.00506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leuconostoc_pseudomesenteroides	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.16778	0.23411	1.61547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.05561	0.0	0.13737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01232	0.0	0.0	0.00346	0.03218	0.0	0.0	0.05543	0.06242	0.0	0.09773	0.0	0.0	0.0	0.0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03298	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01919	0.0	0.0	0.0	0.0	0.0	0.0	0.01014	0.0	0.0	0.0	0.0	0.0	0.01417	0.02086	0.03456	0.11204	0.0	0.00253	0.0	0.01102	0.01245	0.0	0.0	0.0	0.0	0.0	0.0	0.23335	0.0	0.0	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.01372	0.00271	0.0	0.0	0.0	0.01086	0.0	0.0	0.0	0.0	0.0	0.00258	0.05682	0.0	0.03484	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.00038	0.0	0.0
