clade_name	NCBI_tax_id	NCS-003-I-ORAL1_microbiome	NCS-003-Meconium_microbiome	NCS-004-I-ORAL3_microbiome	NCS-005-I-ORAL3_microbiome	NCS-005-Meconium_microbiome	NCS-005-Stool-maternal_microbiome	NCS-006-Stool-infant_microbiome	NCS-006-Stool-maternal3_microbiome	NCS-008-I-ORAL3_microbiome	NCS-008-Stool-infant_microbiome	NCS-008-Stool-infant2_microbiome	NCS-009-I-ORAL3_microbiome	NCS-009-Stool-infant_microbiome	NCS-011-I-ORAL3_microbiome	NCS-012-Stool-infant_microbiome	NCS-012-Stool-infant1_microbiome	NCS-012-Stool-maternal1_microbiome	NCS-012-Stool-maternal3_microbiome	NCS-013-Stool-infant_microbiome	NCS-014-I-ORAL1_microbiome	NCS-014-Stool-maternal_microbiome	NCS-016-Meconium_microbiome	NCS-018-I-ORAL3_microbiome	NCS-018-Stool-infant_microbiome	NCS-020-I-ORAL3_microbiome	NCS-020-Meconium_microbiome	NCS-020-Stool-infant_microbiome	NCS-020-Stool-maternal1_microbiome	NCS-020-Stool-maternal3_microbiome	NCS-022-I-ORAL3_microbiome	NCS-022-Stool-infant_microbiome	NCS-022-Stool-maternal1_microbiome	NCS-022-Stool-maternal3_microbiome	NCS-023-I-ORAL3_microbiome	NCS-023-Stool-maternal_microbiome	NCS-025-I-ORAL3_microbiome	NCS-026-I-ORAL3_microbiome	NCS-026-Stool-infant_microbiome	NCS-027-Stool-infant_microbiome	NCS-028-Meconium_microbiome	NCS-029-I-ORAL1_microbiome	NCS-029-Meconium1_microbiome	NCS-030-Stool-infant_microbiome	NCS-032-I-ORAL1_microbiome	NCS-032-Stool-infant_microbiome	NCS-034-Stool-infant_microbiome	NCS-036-Stool-infant_microbiome	NCS-037-I-ORAL3_microbiome	NCS-037-Stool-infant_microbiome	NCS-039-Stool-infant_microbiome	NCS-040-Stool-infant_microbiome	NCS-041-Meconium_microbiome	NCS-041-Stool-infant_microbiome	NCS-042-Stool-infant_microbiome	NCS-044-I-ORAL1_microbiome	NCS-044-Stool-infant_microbiome	NCS-045-I-ORAL1_microbiome	NCS-047-I-ORAL1_microbiome	NCS-047-Stool-infant_microbiome	NCS-049-I-ORAL3_microbiome	NCS-049-Meconium1_microbiome	NCS-049-Stool-maternal3_microbiome	NCS-050-Stool-infant_microbiome	NCS-051-Stool-infant_microbiome	NCS-051-Stool-maternal1_microbiome	NCS-053-Meconium_microbiome	NCS-054-Stool-infant_microbiome	NCS-054-Stool-infant3_microbiome	NCS-058-Stool-infant_microbiome	NCS-062-Stool-infant_microbiome	NCS-064-Stool-infant_microbiome	NCS-064-Stool-maternal1_microbiome	NCS-064-Stool-maternal3_microbiome	NCS-067-Stool-infant_microbiome	NCS-071-Meconium1_microbiome	NCS-072-Meconium1_microbiome	NCS-072-Stool-infant_microbiome	NCS-072-Stool-maternal1_microbiome	NCS-072-Stool-maternal3_microbiome	NCS-074-Stool-infant_microbiome	NCS-075-I-ORAL3_microbiome	NCS-075-Stool-infant_microbiome	NCS-076-Stool-infant_microbiome	NCS-077-Stool-infant_microbiome	NCS-077-Stool-maternal1_microbiome	NCS-078-Stool-infant_microbiome
s__Lactobacillus_iners	0	99.4963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	63.35743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.37991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candida_albicans	0	0.5037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79501	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06157	0.0015	0.0	0.0	0.0	0.0
s__Streptococcus_mitis	0	0.0	11.63637	64.56493	79.54708	0.0	0.0	0.0	0.0	41.65569	0.0	0.0	89.6247	0.01712	55.50077	0.0	0.0	0.0	0.0	0.0	23.33043	0.0	0.0	38.72446	0.01276	71.65547	0	0.0	0.0	0.0033	45.16115	0.00245	0.0	0.0	17.72763	0.0	22.69754	75.19055	0.0	0.00073	0.00084	0	0.08882	0.0	0.0	0.01136	0.0	0.0	61.36727	0.0065	0.0	0.05675	0.0	0.00399	0.01118	0	0.0	51.29315	55.95386	0.03352	22.47573	0.0	0.0	0.00341	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01522	0.02912	0.0	0.0	0.02711	0.0	0.0	68.96219	0.00446	0.04549	0.0	0.0176	0.0
s__Prevotella_melaninogenica	0	0.0	10.93461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24567	0.0	0.0	1.30995	0.0	0.0	1.36443	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.94072	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.05048	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.11322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32889	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_ICM47	0	0.0	6.7944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62704	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.02733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01785	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_histicola	0	0.0	6.29532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76047	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	4.20736	0.0	0.0	0.0	0.0	0.31754	0.02149	0.0	0.0	0.00259	0.0	1.93849	0.0	0.0	0.0	0.0	0.0	3.98492	4.89769	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0191	0.01483	0.0	0.08909	0.0	0.0	0.52119	0.0	0.0	0.0	11.6259	0.41182	0.0	0	0.0	0.0	0.0	4.60463	0.0	0.0	0.0	0.0	13.72758	0.00414	0.0	0.81537	0.02093	0	0.00551	12.0329	0.0	0.0	0.07308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.54528	0.0	0.0	0.03741	0.0	0.84753	0.0	0.0	0.0	0.0	0.0	0.00468	0.03153	23.29031	0.10373	0.03922	0.0	4.76246
s__Streptococcus_salivarius	0	0.0	4.12441	0.0	2.54192	0.0	0.0	0.0	0.22163	1.90544	0.11536	0.09336	0.0	3.33881	0.03304	0.05314	0.04047	0.01323	0.0	0.00506	0.13341	0.09993	0.0	0.06775	0.0	0.0	0	0.04746	0.17253	0.00276	10.41655	0.11901	0.0	0.0	14.80046	0.0	0.99049	0.0	0.0	0.00811	0.0	0	0.0	0.00558	0.0	0.00176	0.12177	0.12026	0.24104	0.0	0.60991	0.01126	0.0	0.00474	0.0	0	0.01669	0.0	0.0	0.07621	14.6255	0.0	0.0	0.05759	0.01807	0.20897	0.0	0.04334	0.01286	0.0	0.06047	0.26249	0.38446	0.00876	0.08008	1.97003	0.0	0.0	0.01056	0.0	0.0466	0.16974	0.01036	0.04829	0.03998	0.0	0.0
s__Neisseria_flavescens	0	0.0	3.59142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.08293	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46652	0	0.44563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_haemolyticus	0	0.0	2.90457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.50461	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71286	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.08877	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1.78148	0.0	0.04624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05944	0.0	0.0	0.0	0.0	0.0	2.49909	0.0	0.0	0.0	0.02186	0.0
s__Veillonella_dispar	0	0.0	2.6693	0.01482	0.0	0.0	0.0	0.01669	0.0	0.0	0.02445	0.02219	0.0	0.37777	0.11032	0.0	0.0	0.0	0.0	0.14116	0.87966	0.0	0.0	10.66849	0.00537	0.29714	0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.06204	0.0	0.01529	0.0	0.0	0.00325	0.0	0	0.0	0.0	0.0	0.01085	0.0	0.7464	0.0	0.0	1.70996	0.70942	0.0	0.0	0.41437	0	0.02989	0.0	0.0	0.03632	2.57358	0.0	0.0	0.0	0.2106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.01117	0.0	0.0	0.0	0.0	0.0312	1.92109	0.5235	0.0803	0.0	0.0	0.18854
s__Veillonella_infantium	0	0.0	2.61901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.00574	0.0	0.13813	0.0	0.0	0.0	0.0	0.0	0.08257	0.21843	0.0	0.0	3.93254	0.0	0.32565	0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.00949	0.0	0.0	0.01013	0.0	0	0.0	0.0	0.0	0.0	0.0	0.04837	0.0	0.0	1.70746	0.21608	0.0	0.0	0.11261	0	0.00537	0.0	0.0	0.01507	0.38209	0.0	0.0	0.0	0.15635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.01711	0.62837	0.23207	0.00324	0.0	0.0	0.08424
s__Veillonella_atypica	0	0.0	2.57253	0.0	0.17542	0.0	0.0	0.0	0.01125	5.78802	0.43296	0.39093	3.88141	0.89485	0.0	0.0	0.0	0.0	0.0	0.0	0.10967	0.0	0.0	0.0	0.0	3.52059	0	0.08987	0.0	0.0	0.97122	0.00789	0.0	0.0	29.84014	0.0	11.37956	0.0	0.0	0.0	0.0	0	0.0	0.77905	0.0	0.0	0.0	0.0	0.52129	0.14269	0.0	0.16598	0.0	0.0	0.05413	0	1.12049	0.0	0.0	0.01132	26.23888	0.0	0.0	0.0	1.06194	0.0	0.0	0.0	0.0	0.0	0.0	0.0753	0.0	0.0	0.08013	0.0	0.0	0.0	0.00761	0.0	0.15626	0.43222	0.69306	0.01555	0.0	0.0	0.0
s__Megasphaera_micronuciformis	0	0.0	2.48139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_jejuni	0	0.0	2.41504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63951	0.0	0.0	0.0	0.0	0.0
s__Prevotella_salivae	0	0.0	2.20171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17306	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	2.11552	3.8451	8.23113	0.0	0.0	0.00519	0.04478	0.74591	0.00165	0.00985	0.0	0.09153	24.78797	0.00064	0.0013	0.0	0.0	0.00168	0.41228	0.00308	0.0	4.18241	0.0	2.0788	0	0.01229	0.32893	0.00199	4.48121	0.00983	0.0	0.0	0.0	0.0	1.98256	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01368	0.00787	0.44434	0.45122	0.0	0.18383	0.1491	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0278	11.80409	0.0	0.0	0.0	0.00798	0.00346	0.0	0.00779	0.00177	0.00964	0.03248	0.03364	0.01834	0.0	0.0	0.00987	0.0	0.0	0.02257	0.0	0.09388	1.27923	0.00088	0.14946	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	2.08232	5.09511	1.99195	0.0	0.0	0.0	0.0	0.51054	0.0	0.0	2.31226	0.0	3.05115	0.0	0.0	0.0	0.0	0.0	1.23752	0.0	0.0	2.3418	0.0	1.23754	0	0.0	0.01525	0.0	1.75943	0.0	0.0129	0.0	0.44507	0.0	1.62197	8.29962	0.0	0.0	0.0	0	0.00814	0.0	0.0	0.0	0.0	0.0	1.29821	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	24.23284	0.0	0.0	1.3808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24291	0.0	0.0	0.0	0.00922	0.0
s__Prevotella_pallens	0	0.0	2.04802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42369	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_HMSC035G02	0	0.0	1.90222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.01128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65009	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03184	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00915	0.0	0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0
s__Actinomyces_graevenitzii	0	0.0	1.75741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19851	0.0	0.0	4.97512	0.0	0.0	0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12531	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_M334	0	0.0	1.62279	1.96316	0.01317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78527	0.0	1.14947	0	0.0	0.0	0.0	6.25611	0.0	0.0	0.0	0.0	0.0	0.0	7.58	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.52756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19042	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	1.61905	0.0	0.0	0.0	0.0	0.0	0.05225	0.0	0.0	0.0	0.0	0.04782	0.0	0.0	0.0	0.0	0.0	0.00606	8.8199	0.0	0.0	0.46715	0.0	0.0	0	0.0	0.00593	0.0	0.0	0.10048	0.20113	0.0	0.0	0.0	0.0	0.0	0.0	0.00635	0.13153	0	0.14393	0.0	0.0	0.0	0.0	0.02765	0.03719	0.0	0.0	0.0285	0.0	0.0	0.0031	0	0.0	2.29075	0.0	0.0	0.0	0.0	0.0	0.01241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.13842	0.01716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03702	0.0	0.00766	0.0
s__Gemella_haemolysans	0	0.0	1.56966	1.33097	2.23201	0.0	0.0	0.0	0.0	23.67315	0.0	0.0	0.0	0.0	1.94537	0.0	0.0	0.0	0.0	0.0	6.77898	0.0	0.0	3.09527	0.0	4.80234	0	0.0	0.0	0.0	22.61667	0.0	0.0	0.0	2.48223	0.0	9.77381	3.8817	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.66038	0.0	0.0	0.03171	0.0	0.0	0.0	0	0.0	1.4537	0.0	0.0	4.41279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0313	0.0	0.0	0.0	0.0	0.0	0.0	4.57762	0.0	0.04966	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	1.22116	1.12538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30875	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06726	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.01562	0.0	0.02346	0.0	0	0.0	0.0	0.0	0.0	0.09852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21687	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_infantis	0	0.0	1.03271	0.0	0.09863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24931	0.0	0.0	5.91749	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08731	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.01816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21877	0.0	0.0	0.0	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.98614	5.75817	0.57455	0.0	0.0	0.0	0.0	0.5472	0.0	0.0	0.0	0.03345	0.0	0.0	0.0	0.0	0.0	0.0	1.77883	0.0	0.0	5.93653	0.0	1.07574	0	0.00442	0.0	0.0	0.32014	0.0	0.0	0.0	0.00335	0.0	0.32137	0.0	0.0	0.0	0.3075	0	0.06735	0.0	0.0	0.0	0.0	0.02583	1.6071	0.0	0.00349	0.0116	0.0	0.0	0.0	0	0.0	0.03273	0.0	0.00545	0.18881	0.0	0.0	0.0	0.04887	0.0	0.0	0.0	0.0	0.0	0.00066	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03615	0.0	0.00792	0.0	0.0	0.0
s__Actinomyces_oris	0	0.0	0.95128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17366	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1.19557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.90537	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.00957	0.01242	0.0	0.18287	0.0	0.0	0.0	0.0	0.0	0.01572	0.2272	0.0	0.0	2.12626	0.0	0.15097	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01899	0.0	0.08704	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.5522	0.00232	0.0	0.49718	0.11327	0.0	0.0	0.06341	0	0.0	0.0	0.0	0.0	1.3619	0.0	0.0	0.0	0.00379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00806	0.25892	0.1147	0.02866	0.0	0.0	0.02367
s__Alloprevotella_rava	0	0.0	0.87533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_oral_taxon_306	0	0.0	0.75784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_pneumoniae	0	0.0	0.6912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62809	0.0	5.06843	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.54717	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0164	0.0	0.0	0.0	0.0	0.0
s__Scardovia_wiggsiae	0	0.0	0.67034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09265	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08089	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.98295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
