clade_name	NCBI_tax_id	MMPD11819740ST	MMPD13674240ST	MMPD13967032ST	MMPD15187820ST	MMPD15249256ST	MMPD15431352ST	MMPD16704201ST	MMPD17122405ST	MMPD17444064ST	MMPD18335439ST	MMPD19218411ST	MMPD19359459ST	MMPD19623701ST	MMPD20413160ST	MMPD21946553ST	MMPD23066988ST	MMPD23212378ST	MMPD24188488ST	MMPD25043039ST	MMPD27078321ST	MMPD27380896ST	MMPD27744413ST	MMPD29762767ST	MMPD29951127ST	MMPD30531062ST	MMPD33788863ST	MMPD33826006ST	MMPD34227989ST	MMPD34845324ST	MMPD36816868ST	MMPD37460080ST	MMPD37940420ST	MMPD39823498ST	MMPD41403504ST	MMPD44276157ST	MMPD44591718ST	MMPD45281271ST	MMPD45969642ST	MMPD47465864ST	MMPD50836218ST	MMPD52850328ST	MMPD54490160ST	MMPD56131850ST	MMPD58315584ST	MMPD59466593ST	MMPD60018995ST	MMPD65722427ST	MMPD69225512ST	MMPD76778172ST	MMPD78206795ST	MMPD79688031ST	MMPD79900020ST	MMPD89180418ST	MMPD91172559ST	MMPD91702294ST	MMPD91893113ST	MMPD93172239ST	MMPD94895988ST	MMPD97202411ST
s__Streptococcus_mutans	0	0.0	0.0	0.0	0.25862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_crispatus	0	0.0	0.0	0.0	0.22108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.1772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04796	0.0	0.0
s__Lactobacillus_delbrueckii	0	0.0	0.0	0.0	0.1615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.0	0.0	0.0	0.08152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_oris	0	0.0	0.0	0.0	0.06135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_fermentum	0	0.0	0.0	0.0	0.04937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sanguibacteroides_justesenii	0	0.0	0.0	0.0	0.00427	0.51054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0522	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_755	0	0.0	0.0	0.0	0.0	5.89003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_salyersiae	0	0.0	0.0	0.0	0.0	3.67461	0.0	0.0	0.0	0.0	0.0	0.12097	0.0	0.0	0.0	0.0	0.0	0.11576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95403	0.0	0.0	1.51327	0.0	1.12888	0.0	0.0	0.9216	0.08581	0.05175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67082	0.0	0.0	0.0	0.0	0.0	0.0	0.42247	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0	0.0	0.0	0.0	0.0	3.55022	1.25105	0.0	4.54912	0.0	0.0	1.58346	0.92547	2.76737	0.41073	4.7309	1.21412	2.12968	2.56448	0.24643	1.94914	0.77443	1.6591	1.72549	0.01342	0.94926	0.0	0.12995	0.08477	0.0	0.54395	4.87596	0.0	0.1038	4.21082	0.61108	0.16564	9.18499	0.45284	1.59944	0.55929	2.53982	0.0	0.95023	2.06734	0.40345	1.26229	0.0	4.12234	0.0	0.26199	4.28429	1.07671	0.0	0.89783	0.09301	0.6294	0.72986	0.23119	0.0
s__Bacteroides_eggerthii	0	0.0	0.0	0.0	0.0	3.07434	0.0	24.79795	0.0	0.0335	0.0	0.0	0.0	0.25799	0.0	0.0	0.0	2.41011	0.0	0.0	0.0	0.0	0.0	1.87784	0.02056	0.0	0.0	0.43544	0.0	0.0	2.74255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17612	0.0	0.0	0.01964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9679	0.0	0.0	0.0	0.08251	0.0	0.21704	0.0	0.0	0.00877	1.46174
s__Clostridium_sp_CAG_590	0	0.0	0.0	0.0	0.0	1.13237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08884	0.0	0.0	0.0	0.0	4.69745	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.0	0.85711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10755	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.0	0.16927	0.0	0.0	0.05869	0.0	0.0	0.0	0.0	0.0	0.04024	0.0	0.07018	0.0	0.0	0.0	0.09922	0.0	0.0	0.0	0.0	0.03379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02889	0.05736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04656	0.0	0.0	0.0	0.00901	0.03807	0.0	0.0	0.02983	0.0	0.24614	0.0	0.01267	0.0	0.0
s__Parasutterella_excrementihominis	0	0.0	0.0	0.0	0.0	0.14855	0.0	0.83822	0.02172	0.0	0.0	0.57951	0.0	0.0	1.36132	0.0	0.0	0.12132	0.0	0.0	0.0	0.0	0.55313	0.0	0.0	0.0	1.03287	0.0	0.18014	0.0	0.0	0.0	0.39709	0.0	0.20815	0.00912	0.0	0.0	0.01645	0.0	0.0	0.53455	0.0	0.0	0.02798	0.43411	0.0	0.0	0.0	0.0	0.1442	0.0	0.0	0.0	0.0	0.0	0.0178	0.03179	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.0	0.0	0.14031	0.0932	0.0	0.02248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34664	0.0	0.0	0.0	0.0	0.0927	0.0	0.0	0.0	0.0	0.0	0.25334	0.01058	0.0	0.0	0.0	0.0	0.0	0.0	0.05495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31698	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_95	0	0.0	0.0	0.0	0.0	0.12884	0.0	0.0	0.0857	0.0	0.0	0.0	0.0	0.0	0.0	0.79309	2.63542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03783	0.0	0.0	0.0	0.19603	0.0	0.0	0.0	0.0	0.08671	0.0	0.04106	0.0	0.0	0.33529	0.0	0.05494	0.0	0.0	0.0	0.0
s__Alistipes_indistinctus	0	0.0	0.0	0.0	0.0	0.10305	0.0	0.14894	0.16958	0.80022	0.03892	0.0	0.0	0.214	0.20218	0.0	0.0	0.12647	0.0	0.01112	0.05398	0.82871	0.93531	0.06553	0.0	0.31061	0.0	0.0	0.00623	0.0	0.0	0.0	0.0	0.03036	0.0	0.0	0.0	0.03514	0.03603	0.0	0.0	0.24359	0.0	0.10293	0.0	0.0	0.07902	0.0	0.40685	0.0	0.0	0.0	0.0	0.0	0.88882	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_synergistica	0	0.0	0.0	0.0	0.0	0.07714	0.0	0.74167	0.0	0.0	0.03531	0.01525	0.0	0.65448	0.0	0.12601	0.28029	0.0	0.0	0.0	0.0	0.0	0.24607	0.0	0.0	0.17306	0.0	0.0	0.07872	0.0	0.0	0.0	0.0	0.0	0.06839	0.0	0.0	0.0	0.0	0.0	0.0	0.04651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01767	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_167	0	0.0	0.0	0.0	0.0	0.06978	0.06347	0.0	0.73366	0.13541	0.0	0.0	0.0	0.0	0.1004	0.0	0.56219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03734	0.17112	0.07778	0.0	0.41544	0.0	0.0	1.31438	0.0	0.07683	0.0	0.0	0.0	0.2722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21395	0.0	0.07807	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0	0.0	0.0	0.0	0.03183	0.0	0.0	0.0	0.0	0.0	0.05046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.0	0.0	0.01488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08936	0.0	0.0	0.01974	0.0	0.0	0.0	0.0	0.01346	0.0295	0.0	0.0	0.0	0.0	0.0	0.0	0.29388	0.0	0.0	0.0	0.0	0.0	0.0	0.02015	0.03225	0.0	0.0	0.0	0.0	0.0	0.0	0.01513	0.00643	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.0	0.0	0.01425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_leptum	0	0.0	0.0	0.0	0.0	0.01025	0.0	0.0	0.0	0.0	0.0	0.00831	0.0	0.04332	0.0	0.0	0.00555	0.01995	0.0	0.0	0.0	0.0	0.00247	0.0	0.04013	0.0	0.0	0.0	0.27049	0.04084	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.00968	0.02139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22073	0.0	0.0	0.01605	0.0	0.0	0.00534	0.0	0.0
s__Oscillibacter_sp_PC13	0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteobacteria_bacterium_CAG_139	0	0.0	0.0	0.0	0.0	0.00639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07414	0.29551	0.0	1.34371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02548	0.0	0.00882	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.42893	0.0	0.02297	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.0	0.4303	0.0	0.0	0.0	0.0	0.0	0.58067	0.0	0.0	0.0
s__Clostridium_citroniae	0	0.0	0.0	0.0	0.0	0.00637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02775	0.0	0.0	0.0	0.0	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_capillosus	0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanosphaera_stadtmanae	0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Olsenella_scatoligenes	0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04449	0.0	0.0346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.01727	0.0	0.25578	0.01339	0.06214
s__Bacteroides_faecis	0	0.0	0.0	0.0	0.0	0.0	0.57488	0.0	2.43007	0.0	1.30302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3434	0.0	0.0	0.0	0.0	0.0	0.0	0.41241	0.0	0.0	0.73597	3.9402	0.0	0.0	0.76073	0.0	0.0	0.02212	0.0	0.0	0.0	0.0	0.0	4.35321	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.0	0.0	0.0	0.0	0.0	0.19419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01377	0.0	0.0	0.0	0.11838	0.0	0.00478	0.0	0.0	0.0	0.04605	0.0	0.0	0.08286	0.77607	0.0	0.0476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35324	0.0	0.0	0.08182	0.0	0.0	0.0	0.0	0.01667	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_faecium	0	0.0	0.0	0.0	0.0	0.0	0.12899	0.0	1.40111	0.0	0.11018	0.0	0.0	0.30281	0.0	0.04097	0.0	0.0	0.0	0.0	0.0	2.85944	0.0	0.0	0.0	0.06407	0.0	0.0	0.0	0.0	0.0	0.0	0.00844	0.0	0.0	2.80857	0.12351	0.00627	1.07816	0.25076	0.0	0.92932	0.0	0.0	0.33509	0.0	0.0	0.0	2.17022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76417	0.0	0.0	0.0
s__Bacteroides_clarus	0	0.0	0.0	0.0	0.0	0.0	0.08835	0.0376	0.75331	0.0	0.09492	0.02763	0.03963	0.11802	0.0	0.0	0.0	0.0	0.73709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13819	0.00327	0.0	0.0	0.0	0.0	2.46143	0.15212	0.2166	0.0	0.0	0.0	0.0	0.05983	0.0	0.0	0.0	0.0	0.0	1.06574	0.0	0.0	0.21854	0.0	0.0	0.14078	0.0	0.0	0.06034	1.9854	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.0	0.01122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.05696	0.04837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicimonas_muris	0	0.0	0.0	0.0	0.0	0.0	0.0	1.14288	0.0	0.0	0.0	0.0	0.0	0.0	0.02073	0.0	0.0	0.18909	0.0	0.0	0.0	0.0	0.02059	0.0	0.0	0.0	0.13582	0.0	0.03665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.2693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00477	0.0	0.0	0.0	0.0	0.0	0.01817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_goldsteinii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.14238	0.20465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20171	0.0	0.2899	0.0	0.0	0.01142	0.0	0.0	0.3268	0.0	0.0	0.0	0.0	0.25571	0.0	0.15238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.00251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16513	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01825	0.58905	0.0	0.0	0.0	0.0	0.0	0.0	0.19726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1732	3.09059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_coprocola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8023	0.0	0.0	2.52152	0.0	4.92372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63482	0.0	3.98392	0.669	0.0	0.0	0.0	0.78964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis_CAG_32	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7993	0.0	1.39409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86446	0.0	0.0	0.0	0.0	0.0	0.0	0.81025	0.0	0.0	0.26516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01215	0.0	0.0	0.04532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03934	0.0	0.0	0.0	0.00872	0.0	0.0
s__Bacteroides_plebeius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29822	0.0	5.29927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13854	0.25555	0.0	0.0	0.0	13.18018	0.0	0.0	0.0	1.07073	0.0	0.0	0.0	0.0	0.0	0.0	0.43124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oxalobacter_formigenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08648	0.0	0.11529	0.24005	0.0	0.0	0.0	0.11777	0.0	0.0	0.0	0.15238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_angulatum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31756	0.0	0.0	0.3913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40566	0.0	0.0	0.0	0.0	0.0	0.0	0.83045	0.0	0.0	0.8609	0.0	0.0	0.0	0.0741	0.0	0.0
s__Bacteroides_coprophilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05423	0.0	0.0	0.0	1.29678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_bivia	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01263	0.07914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
