clade_name	NCBI_tax_id	CM_A01_I1_18	CM_A01_M0_18	CM_A04_I1_18	CM_A04_M0_18	CM_A06_I1_18	CM_A06_M0_18	CM_D02_I1_18	CM_D02_M0_18	CM_D03_I12_18	CM_D03_M0_18	CM_D04_I1_18	CM_D04_M0_18	CM_D05_I1_18	CM_D05_M0_18	CM_D06_I1_18	CM_D06_M0_18	CM_D07_I1_18	CM_D07_M0_18	CM_D08_I1_18	CM_D08_M0_18	CM_D09_I1_18	CM_D09_M0_18	CM_D10_I1_18	CM_D10_M0_18	CM_D11_I1_18	CM_D11_M0_18	CM_D13_I1_18	CM_D13_M0_18	CM_D15_I1_18	CM_D15_M0_18	CM_D21_I1_18	CM_D21_M0_18	CM_D21B_I12_18	CM_D24_I1_18	CM_D24_M0_18	CM_D26_M0_18	CM_D26A_I13_18	CM_D26AB_I1_18	CM_D26K_I12_18	CM_D33_I1_18	CM_D33_M0_18	CM_D39_I1_18	CM_D39_M0_18	CM_D40_I1_18	CM_D40_M0_18	CM_D43_I1_18	CM_D43_M0_18	CM_D48_M0_18	CM_D50_I1_18	CM_D50_M0_18
s__Streptococcus_parasanguinis	0	0.0	0.0	0.0098	0.0	0.0	0.0	0.14047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01877	0.0	0.0	0.00649	0.0	0.15318	0.0	0.11599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00723	0.01213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21003	0.0	0.0
s__Lactobacillus_xiangfangensis	0	0.0	0.0	0.0087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_mortiferum	0	0.0	0.0	0.00715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_ovatus	0	0.0	0.0	0.00511	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00907	0.0	0.0	0.2814	0.0	0.2876	0.01778	0.00827	0.0	0.28974	0.0	0.2019	0.00161	0.06052	0.03233	0.0	0.0	0.00075	0.00108	0.0	0.0	0.0	0.05778	0.0	0.03888	0.0	0.0	0.02888	0.0	0.0	0.02253	0.0	0.0034	0.04943	0.17261	0.0	0.03553
s__Streptococcus_pneumoniae	0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_rupellensis	0	0.0	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00866	0.0	0.0	0.0	0.0	0.03032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02655	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.0	0.00208	0.0	0.0	0.0	0.00927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00883	0.0	0.0	0.0	0.0	0.0	0.06241	0.0	0.0	0.00135	0.0	0.22756	0.0	0.05053	0.0	0.0	0.0	0.03193	0.01123	0.0	0.0	0.0	0.0	0.00029	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0
s__Streptococcus_salivarius_CAG_79	0	0.0	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_haemolyticus	0	0.0	0.0	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_infantium	0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0645	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.01969	0.04806	0.0	0.00119	0.0	0.02013	0.0	0.08793	0.0	0.0	0.0	0.00204	0.00226	0.0	0.0	0.0	0.0	0.0	0.01021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01775	0.0	0.0
s__Clostridium_disporicum	0	0.0	0.0	0.00135	0.00571	0.0	0.0	0.0	0.03846	0.06972	0.04973	0.0	0.01215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.01838	0.02232	0.0	0.03478	0.0123	0.0	0.0	0.0	0.01498	0.0	0.0	0.0	0.0	0.0	0.00519	0.00968	0.0	0.2739	0.0	0.0	0.0	0.0	0.0	0.0	0.04804
s__Gemella_sanguinis	0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.0009	0.0	0.02388	0.0	0.01214	0.0	0.09846	0.0	0.0	0.0	0.0	0.0	0.0	0.03347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.0	0.19954	0.0	0.0
s__Campylobacter_concisus	0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.00032	0.0	0.0	0.0	0.01207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.00513	0.00504	0.0	0.0	0.0	0.00273	0.0	0.01866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.0	0.0
s__Eubacterium_eligens	0	0.0	0.0	0.0	0.28356	0.08271	0.26882	0.38335	0.01796	0.3957	0.0	0.0	0.12572	9.5719	0.56341	0.01825	0.46211	1.32256	0.28364	0.96492	0.63143	0.62706	0.02355	0.08841	0.07578	0.00427	0.36263	0.06375	0.01308	0.41897	0.05862	0.18323	0.16478	0.0	0.13279	0.03023	0.40466	0.27245	0.3766	0.0	0.0	0.62208	0.0	0.03078	0.0	0.28269	0.1285	0.0	0.26665	0.0	0.27549
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.06568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18651	0.0	0.01373	0.0	0.17152	0.08335	0.0	0.0	0.30952	0.0	0.01139	0.0	0.0	0.0	1.01149	0.0	0.0	0.0	0.0	1.3538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_sp_CAG_409	0	0.0	0.0	0.0	0.02234	0.0	0.0	0.0	0.02623	0.0	0.0	0.0	0.07136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32225	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pediococcus_sp	0	0.0	0.0	0.0	0.02206	0.0	0.0	0.0	0.10699	0.62718	0.0	0.0	0.01398	0.034	0.00776	0.00583	0.21167	0.0	0.0	0.0	0.00369	0.0	0.02985	0.0	0.0	0.0	0.08429	0.00066	0.0	0.03415	0.0	0.0	0.0	0.0	0.0	0.0	0.0268	0.0	0.0	0.0	0.0	0.0	0.0	0.13338	0.0	0.41006	0.06429	0.00436	0.00209	0.0	0.0
s__Alistipes_shahii	0	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	0.0	0.0	0.0	0.00824	0.0	0.0	0.71542	0.00011	0.0	3.73472	0.0	0.3652	0.0	0.00595	0.0	0.85101	0.0	0.02172	0.0	0.02644	0.0	0.0	0.0	1.07428	0.89025	0.0	0.0	0.0	0.35923	0.02408	0.0	0.0	0.0	0.02373	0.0	0.0	0.0	0.00691	0.0	0.0	0.84097	0.0	0.20732
s__Pediococcus_parvulus	0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.02027	0.3032	0.0	0.0	0.0	0.0139	0.00128	0.0	0.05039	0.0	0.0	0.0	0.0	0.0	0.02276	0.0	0.0	0.0	0.02753	0.0	0.0	0.00449	0.0	0.0	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.0	0.02089	0.0	0.15158	0.00839	0.0	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.01343	0.0	0.0	0.00082	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00832	0.00731	0.0	0.0	0.03675	0.0	0.0	0.0	0.0	0.11357	0.0
s__Bacteroides_coprophilus	0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.0	0.0	0.65167	0.44668	0.0	0.18067	0.0	1.64452	0.0	1.38445	0.0	0.13748	0.0	0.19393	0.0	0.0	0.0	0.09094	0.0	0.39298	0.0	6.85069	0.0	0.0079	0.00383	0.0	0.23461	0.56873	0.00375	0.00811	0.0	2.87948	0.29084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00553	0.0	0.0121	0.30866	0.0	0.25209	0.0	0.14919
s__Clostridium_sp_CAG_964	0	0.0	0.0	0.0	0.0	0.32738	0.55093	0.0	0.0	0.0	0.90277	0.0	0.0	0.0	0.0	0.0	0.0	3.88991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_sp_CAG_528	0	0.0	0.0	0.0	0.0	0.25692	0.07508	0.0	0.0	0.0	0.31929	0.0	0.15816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28435
s__Enterococcus_hirae	0	0.0	0.0	0.0	0.0	0.25387	0.11273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.97844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_624	0	0.0	0.0	0.0	0.0	0.12888	0.19054	0.0	0.05159	0.0	0.00453	0.0	0.07212	0.0	0.57824	0.00308	0.84657	0.05368	0.0	0.0	0.0	0.0	0.0	0.0	0.48316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2989	0.0	0.86044	0.00712	0.0	0.0	0.0	0.36879
s__Ruminococcus_sp_CAG_579	0	0.0	0.0	0.0	0.0	0.11504	0.10795	0.0	0.0	0.0	0.0	0.0	0.03778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28672
s__Butyrivibrio_sp_CAG_318	0	0.0	0.0	0.0	0.0	0.107	0.18999	0.0	0.0	0.71127	0.20054	0.0	0.0	0.0	0.89212	0.0	0.0	0.0	0.07629	0.05616	0.16362	0.0	0.0	0.0	0.0	0.0	0.0	0.03693	0.0	1.2557	0.002	0.15102	0.1254	0.0	0.0	0.30573	0.00502	0.0	2.44869	0.0	0.0	0.978	0.0	0.0	0.0	1.65497	0.01175	0.0	0.0	0.0	0.47283
s__Coprococcus_eutactus	0	0.0	0.0	0.0	0.0	0.09847	0.23808	0.61345	0.0	0.0	0.00569	0.0	0.0	0.0	1.56688	0.0	0.00285	0.0	0.56398	0.0	0.00147	0.15659	0.0	0.0	0.0	0.0	0.8982	0.15964	0.0	0.1863	0.95673	0.0	0.0	0.0	0.09487	0.12564	1.96395	0.14627	0.0	0.0	0.0	0.5187	0.0	0.05357	0.0	0.13868	0.04432	0.0	0.1274	0.0	0.51672
s__Brachyspira_sp_CAG_700	0	0.0	0.0	0.0	0.0	0.06521	0.27228	0.0	0.0	0.57299	0.0	0.0	0.10231	0.0	0.0	0.39956	0.56016	0.0	0.0	0.0	0.0	0.04763	0.0	0.0	0.3929	0.0	0.0	0.00391	0.0	0.38518	0.12134	0.0	0.0	0.0	0.05432	0.11519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05695	0.0	0.87422	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.0	0.0504	0.03594	0.0437	0.0	0.0	0.00451	0.0	0.01734	0.0	0.0	0.00044	0.00818	0.0	0.0	0.0	0.6956	0.0	0.0	0.0	0.0	0.0	0.01546	0.0	0.0	0.0	0.1445	0.0	0.0	0.0	0.01692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048
s__Ruminococcus_lactaris	0	0.0	0.0	0.0	0.0	0.03637	0.10338	0.0	0.0	0.0	0.0	0.0	0.31609	0.95083	0.0	0.0	0.00794	0.0	0.0	0.00259	0.00447	0.13317	0.0	0.02767	0.0	0.54461	0.0	0.00045	0.0	0.12433	0.0	0.0	0.0	0.0	0.0	0.0	0.04111	0.0	0.10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03465	0.0	0.0
s__Alistipes_putredinis	0	0.0	0.0	0.0	0.0	0.02955	0.00526	0.0	0.0	0.0	0.0	0.00495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0	0.09292	0.0	0.16523	0.0	0.121	0.03715	0.0	0.0	4.5807	4.81354	0.0	0.0	0.0	1.17607	0.00417	0.0	0.0	0.0	0.07773	0.04099	0.0	0.0	0.0	0.02124	0.00535	0.03096	0.0	0.00998
s__Anaerobiospirillum_thomasii	0	0.0	0.0	0.0	0.0	0.02643	0.01082	0.0	0.0	0.0	0.02901	0.0	0.04715	0.0	0.0	0.0	0.04445	0.00392	0.04127	0.02487	0.01075	0.0	0.0	0.0	0.02288	0.02594	0.01026	0.0025	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.05705	0.02718	0.0	0.0	0.0	0.0
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.0	0.0	0.01665	0.00544	0.00846	0.0	0.00702	0.0	0.00828	0.0	0.01854	0.0	0.01847	0.0	0.0	0.0	0.0	0.0	0.04123	0.04945	0.0	0.0	0.12884	0.0	0.01781	0.01044	0.0103	0.0	0.0	0.0	0.0	0.00631	0.03297	0.0	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.0	0.0
s__Butyrivibrio_crossotus	0	0.0	0.0	0.0	0.0	0.01297	0.04425	0.00538	0.38766	0.47242	0.01627	0.0	0.69811	0.16794	1.20154	0.06262	0.05133	0.0	0.34371	3.09227	9.53679	0.00839	0.0	0.0	0.59884	0.0	0.62601	0.13145	0.0	0.51875	0.00113	0.02448	0.04331	0.0	0.04983	1.70023	0.15667	0.74026	1.9186	0.0	0.0	1.45138	0.0	0.0	0.0	3.66519	2.55468	0.0	0.04367	0.0	0.2833
s__Roseburia_sp_831b	0	0.0	0.0	0.0	0.0	0.00633	0.09645	0.00233	0.0	0.17338	0.0	0.0	0.0	0.0	0.04215	0.0	0.0	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12742	0.0	0.0	0.0	0.14779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02563	0.0	0.06327
s__Blastocystis_sp_subtype_1	0	0.0	0.0	0.0	0.0	0.00414	0.0	0.013	0.0	0.04766	0.16232	0.0	0.58014	0.0	0.0	0.0	0.0224	0.51582	0.12013	0.56934	0.03945	0.0	0.00415	0.0	0.45326	0.01256	0.0379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02628	0.0	0.0	0.0	0.12355	0.0	0.0	0.0	0.0	0.03143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.0	0.0	0.00374	0.0	0.00315	0.00066	0.01214	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.02231	0.00741	0.01239	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0032	0.00172	0.0	0.0	0.0	0.0	0.01966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_lutetiensis	0	0.0	0.0	0.0	0.0	0.0	0.01625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04247	0.0	0.0	0.0	0.0	1.51573	0.0	0.0	0.13069	0.0	24.16165	0.21918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.03544	0.0	0.0	0.0	0.21952	0.00913	0.0	0.0396	0.0	0.0	0.00351	0.00564	0.0	0.0	0.0	0.18379	0.0	0.00055	0.0	0.0	0.0564	0.0	0.0	0.0	0.0	0.01242	0.0	0.0	0.01179	0.01075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665	0.0	0.11958
s__Streptococcus_salivarius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.44288	0.0	0.02282	0.0	0.0017	0.0	0.00926	0.0	0.00795	0.0	0.0	0.0	0.0	0.0	0.0	0.13684	0.0	0.0	0.15107	0.0	1.85855	0.00416	0.32094	0.0	0.0	0.0	0.11113	0.04341	0.0	0.0	0.09087	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.74329	0.00056	0.0
s__Helicobacter_fennelliae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.23779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_590	0	0.0	0.0	0.0	0.0	0.0	0.0	0.13324	0.02694	0.02802	0.0	0.0	0.0	0.0	0.0035	0.0	0.18744	0.0	0.01752	0.18605	0.01637	0.0	0.17932	0.0	0.00243	0.0	0.0	0.0	0.0	0.21652	0.07356	0.0	0.0	0.0	0.01661	0.0	0.00028	0.0	0.0	0.0	0.0	0.3634	0.0	0.0	0.0	0.09389	0.30557	0.0	0.37156	0.0	0.01359
s__Streptococcus_infantis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.05683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278	0.0	0.00104	0.0	0.0	0.0	0.00382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00739	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05367	0.0	0.0
s__Veillonella_parvula	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02554	0.12234	0.0	0.12397	0.0	0.02695	0.0	0.01915	0.0	0.0	0.0	0.0	0.07963	0.0	0.0	0.0	0.0	0.03324	1.01718	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.13646	0.0	0.00106
s__Neisseria_flavescens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00926	0.0	0.0	0.0	0.00601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.01791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_A12	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_angulatum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00651	0.0	6.75046	0.0	0.0	0.0	0.0	0.0	0.41335	1.45498	0.0	1.04569	0.18281	0.82731	0.03164	0.71704	1.88981	1.46724	0.0	0.08067	0.09626	0.0	1.58333	0.6459	0.58346	0.42231	0.0	2.48584	0.0	1.28844	3.4818	1.22742	0.0	0.0	4.59365	0.0	0.0	0.0	0.20013	0.0	0.0	0.0	0.00341	0.36612
s__Streptococcus_australis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_tobetsuensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00409
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.00219	0.0	0.0212	0.0	0.0	0.00431	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.01835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_ventriculi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148	0.13052	0.03871	0.0	0.0815	0.0	0.0	0.15606	0.0	0.0	0.05459	0.03511	0.0	0.44145	0.0	0.0	0.01125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06319	0.0	0.00019	0.03418	0.03307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.00217
