clade_name	NCBI_tax_id	Ahn.Mel01	Ahn.Mel04	Ahn.Mel07	Ahn.Mel10	Ahn.Mel13	Ahn.Mel16	Ahn.Mel19	Ahn.Mel22	Ahn.Mel25	Ahn.Mel26	Ahn.Mel27	Ahn.Mel28	Ahn.Mel29	Ahn.Mel30	Ahn.Mel31	Ahn.Mel32	Ahn.Mel34	Ahn.Mel35	Ahn.Mel37	Ahn.Mel38	Ahn.Mel40	Ahn.Mel42	Ahn.Mel43	Ahn.Mel44	Ahn.Mel45	Ahn.Mel46	Ahn.Mel47
s__Megamonas_funiformis	0	0.0	0.0	0.0	0.0	0.10265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06359	0.10817	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.0	0.0	0.0	0.09462	0.0	0.0	0.0	0.08648	0.0	0.0	0.0	0.02544	0.00623	0.0	0.0	0.0292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_vestibularis	0	0.0	0.0	0.0	0.0	0.04978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03329	0.0	0.08456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_pittmaniae	0	0.0	0.0	0.0	0.0	0.04333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_braakii	0	0.0	0.0	0.0	0.0	0.02405	0.0	0.02003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_chh4_2	0	0.0	0.0	0.0	0.0	0.0229	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dielma_fastidiosa	0	0.0	0.0	0.0	0.0	0.01324	0.01132	0.0	0.0	0.02435	0.03536	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	0.31809	0.0	0.0	0.0	0.03335	0.01435	0.04019	0.0	0.0
s__Butyricicoccus_pullicaecorum	0	0.0	0.0	0.0	0.0	0.01121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_confusa	0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_cibaria	0	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_hypermegale	0	0.0	0.0	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02419	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Stoquefichus_sp_KLE1796	0	0.0	0.0	0.0	0.0	0.00461	0.16332	0.0	0.0	0.0	1.37392	0.07208	0.00874	0.0	0.02702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24734	0.0	0.0
s__Streptococcus_sp_F0442	0	0.0	0.0	0.0	0.0	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis	0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.38276	0.0	0.43209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7515	2.41087
s__Bacteroides_faecis_CAG_32	0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.26229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96622	0.0
s__Streptococcus_australis	0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.01855	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_A12	0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rothia_dentocariosa	0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Muribaculum_intestinale	0	0.0	0.0	0.0	0.0	0.0	0.40292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnoclostridium_sp_An138	0	0.0	0.0	0.0	0.0	0.0	0.01807	0.0	0.0	0.0	0.0	0.06275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01656	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0
s__Clostridium_methylpentosum	0	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.0	0.0	0.0	0.0	0.12992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.01871	0.0
s__Ruminococcaceae_bacterium_D16	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01806	0.01794	0.0	0.0	0.03638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01717	0.11281	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07652	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_ICM47	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0
s__Actinomyces_odontolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_sakei	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sulci	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00713	0.0	0.0	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39187	0.17312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01199	0.0	0.0	0.0	0.84256	0.0	0.03035	0.0	0.0	0.0	0.0
s__Bifidobacterium_bifidum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56595	0.0	0.0	0.0
s__Turicibacter_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01923	0.04681	0.0	0.0	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10961	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Catabacter_hongkongensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0
s__Bacteroides_nordii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00795	0.00265	0.0	0.0	0.0	0.06349	0.16064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0213	0.0	0.0	0.04439	0.0
s__Bacteroides_stercorirosoris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628	0.0	0.0	0.0	0.0	0.02608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_aeruginosa_group	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.07393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02689	0.0	0.0
s__Murimonas_intestini	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0237	0.0	0.0
s__Methanosphaera_stadtmanae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fretibacterium_fastidiosum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_274	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12244	0.0
s__Klebsiella_pneumoniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02424	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52847	0.0	0.0	0.0	0.0	0.00078	0.0
s__Massiliomicrobiota_timonensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.05074	0.0	0.0	0.0	0.0	0.0	0.0	0.06876	0.36911	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemanella_biformis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01537	0.0	0.0	0.15676	0.0	0.0	0.01854	0.0	0.0	0.0	0.0	0.17094	0.0	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_succinatutens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82219	0.0	0.0	0.62916	0.0	0.0	0.26355
s__Firmicutes_bacterium_CAG_424	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03219	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.0	0.0
s__Faecalicoccus_pleomorphus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11055	0.0
s__Actinomyces_sp_HMSC035G02	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0
s__Blautia_sp_N6H1_15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.0	0.0	0.0	0.0	0.02376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Romboutsia_ilealis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_S6_Spd3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Atopobium_parvulum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dialister_sp_CAG_357	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_rhamnosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_95	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01399	0.0	0.04279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00864	0.0	0.0	0.0	0.0
s__Eubacteriaceae_bacterium_CHKCI005	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03456	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoflavonifractor_capillosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hafnia_paralvei	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_animalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaeroglobus_geminatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Comamonas_kerstersii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_485	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Odoribacter_laneus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30661	0.0	0.0	0.0	0.0	0.0	0.07841	0.0	0.0	0.0	0.03042	0.0	3.45164	0.0	0.0
s__Prevotella_sp_CAG_1185	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02251	0.0	0.0	0.0	0.0	0.0	0.0
s__Cloacibacillus_porcorum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.0	0.0	0.0	0.0
s__Candidatus_Gastranaerophilales_bacterium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeriscardovia_aeriphila	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sanguibacteroides_justesenii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00411	0.0	0.0	0.02882	0.0	0.0	0.0	0.0	0.0	0.0	0.00623	0.0	0.0	0.077	0.0
s__Flavonifractor_sp_An100	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.0	0.01398
s__Lactococcus_piscium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_fairfieldensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0688	0.0	0.0
s__Lachnospiraceae_bacterium_oral_taxon_096	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_fermentum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.07926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01274
s__Fusobacterium_periodonticum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_oxytoca	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_bolteae_CAG_59	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00472	0.0	0.0	0.0	0.0	0.06536	0.0	0.0	0.0	0.0	0.0	0.11964	0.0
s__Bifidobacterium_breve	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0
s__Parascardovia_denticolens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_elsdenii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_vaginalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_disporicum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45182	0.06368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0
s__Clostridium_paraputrificum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Terrisporobacter_othiniensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Propionibacterium_freudenreichii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_coccoides	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07641	0.03309	0.0	0.0	0.0	0.0	0.0	0.00424	0.0	0.0
s__Pseudoramibacter_alactolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Olsenella_uli	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_646	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22383	0.0	0.0	0.0	0.0	0.16947	0.0	0.08818	0.0
s__Dorea_sp_D27	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_copri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.27663	10.4204	0.0	0.00152	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_891	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerococcus_vaginalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10548	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_galacturonicus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89328	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82008	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_488	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69209	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sp_CAG_530	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61276	0.0	0.0	0.0	0.0	0.0	0.0
s__Catenibacterium_mitsuokai	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12799	0.0	0.0	0.42767	0.0	0.0	0.0
s__Klebsiella_variicola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09292	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_delbrueckii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04401	0.0	0.0	0.0	0.0	0.0	0.0
s__Raoultella_planticola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03444	0.0	0.0	0.0	0.0	0.0	0.0
