clade_name	NCBI_tax_id	SK_CT101OSL_t1M14	SK_CT101RCR_t1M14	SK_CT102OSL_t1M14	SK_CT102RCL_t1M14	SK_CT102RCR_t1M14	SK_CT104OSL_t1M14	SK_CT104OSR_t1M14	SK_CT104RCL_t1M14	SK_CT104RCR_t1M14	SK_CT105OSL_t1M14	SK_CT105OSR_t1M14	SK_CT105RCL_t1M14	SK_CT105RCR_t1M14	SK_CT106OSL_t1M14	SK_CT106OSR_t1M14	SK_CT106RCL_t1M14	SK_CT106RCR_t1M14	SK_CT107OSL_t1M14	SK_CT107OSR_t1M14	SK_CT107RCL_t1M14	SK_CT107RCR_t1M14	SK_CT108OSL_t1M14	SK_CT108OSR_t1M14	SK_CT108RCR_t1M14	Steph_2	Steph_3	Steph_4	Steph_5	Steph_6	Steph_7	Steph_b2_1	Steph_b2_10	Steph_b2_11	Steph_b2_12	Steph_b2_13	Steph_b2_14	Steph_b2_16	Steph_b2_17	Steph_b2_18	Steph_b2_2	Steph_b2_20	Steph_b2_21	Steph_b2_22	Steph_b2_23	Steph_b2_24	Steph_b2_25	Steph_b2_26	Steph_b2_28	Steph_b2_29	Steph_b2_30	Steph_b2_31	Steph_b2_32	Steph_b2_33	Steph_b2_34	Steph_b2_35	Steph_b2_36	Steph_b2_39	Steph_b2_40	Steph_b2_43	Steph_b2_45	Steph_b2_46	Steph_b2_47	Steph_b2_48	Steph_b2_49	Steph_b2_5	Steph_b2_50	Steph_b2_51	Steph_b2_52	Steph_b2_53	Steph_b2_54	Steph_b2_55	Steph_b2_56	Steph_b2_57	Steph_b2_58	Steph_b2_6	Steph_b2_60	Steph_b2_61	Steph_b2_62	Steph_b2_63	Steph_b2_64	Steph_b2_65	Steph_b2_66	Steph_b2_67	Steph_b2_68	Steph_b2_70	Steph_b2_71	Steph_b2_72	Steph_b2_74	Steph_b2_9
s__Aerococcus_urinaeequi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.4736	0.08367	1.98283	0.03836	0.0	0.0	0.0	0.0	0.0	3.21085	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06276	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	5.67555	6.10948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Actinotignum_urinale	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.22684	0.00172	0.27983	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Atopobium_minutum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.20187	0.0	0.44379	0.01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14659	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_afermentans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.15152	0.05044	0.09996	0.09796	0.02982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39239	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53961	0.0	0.0	0.00054	0.15371	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_genitalium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.09034	0.82989	0.33697	0.08913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.20517	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_viscosus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.06393	0.01061	0.0	0.01767	0.53729	0.01914	0.44114	0.0639	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.27513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.03481	0.0	0.0	0.0	0.19731	0.02313	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_glaucum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	2.63047	0.0	0.00632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Abiotrophia_sp_HMSC24B09	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	2.43342	0.0	1.31678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.02953	0.0	0.0	0.0	0.06106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Gemella_morbillorum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1.88708	0.0	1.79227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.09994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Abiotrophia_defectiva	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1.68068	0.0	0.45722	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_leadbetteri	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1.10804	0.0	0.07398	0.0	0.0	0.0	0.0	0.0	1.12784	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Porphyromonas_somerae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.9425	0.0	1.63186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_gingivalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.65162	0.0	0.01789	0.0	0.0	0.0	0.0	0.0	0.76403	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_periodonticum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.6134	0.0	0.14671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_sp_SK643	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.6085	0.0	0.85874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33659	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_sputigena	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.59391	0.0	0.04711	0.0	0.0	0.0	0.0	0.0	2.88373	0.52102	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_auricularis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.56724	0.0	0.39646	0.0	0.02418	0.0	0.0	3.54013	0.0	0.09024	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09963	0.00376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15433	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_flavescens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.51725	0.0	0.45016	0.0	0.0	0.0	0.0	0.0	0.76059	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.11898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.08874	0.0	0.0	0.0	0.01238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89111	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_melaninogenica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.50193	0.0	0.69461	0.0	0.09678	0.2287	0.00212	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.02053	0.0	0.0	0.0	0.21057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58837	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Propionibacterium_namnetense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.41774	0.29354	0.45631	0.0	0.0	0.0	0.0	0.0	0.0	4.39236	0.0	0	0.0	0.0	0	0.0	0.0	0.01077	0.1016	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18332	0.1972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.0351	0.0	0.0	0.03733	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03038	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_sp_HMSC064E01	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.31937	0.0	0.03577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_naeslundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.24994	0.0	0.3673	0.0	0.00845	0.0	0.0	0.0	0.0	0.30377	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.53892	0.0	0.13904	0.0	0.74092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98175	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_graevenitzii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.24115	0.0	0.68722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Porphyromonas_sp_oral_taxon_278	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.19118	0.0	0.44163	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_histicola	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.18629	0.0	0.45206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.14149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_dispar	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.17641	0.0	0.19927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.13768	0.0	0.33383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_saprophyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.13007	0.3827	0.02778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.25002	0.0	0.0
s__Actinomyces_sp_HMSC035G02	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.1253	0.0	0.19929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.03337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_infantium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.11132	0.0	0.14101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_oral_taxon_473	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0959	0.0	0.12231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Granulicatella_adiacens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.08219	0.0	0.06791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Eikenella_corrodens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.07938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.07582	0.0	0.14533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.75374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_mucosa	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.06539	0.0	0.0	0.0	0.03096	0.0	0.0	0.0	1.67073	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.1873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.04025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
