clade_name	NCBI_tax_id	HCO02	HCO07	HCO09	HCO11	HCO12	HCO53	HCO61	HCO64	HCO67	HCO70	HCO72	HCO74	NO01	NO02	NO03	NO04	NO05	NO06	NO08	NO09	NO10	NO11	NO12	NO13	NO14	NO15	NO16	NO17	NO18	NO19	NO20	NO21	NO22	NO23	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44
s__Coprococcus_catus	0	0.09517	0.6943	0.11389	0.03802	0.21553	0.0	0.03118	0.12352	0.1847	0.37899	0.1086	0.29832	0.0	0.37676	0.06649	0.76005	0.0	0.0	0.24865	0.14731	0.22696	0.0	0.0	0.08965	0.0	0.03907	0.18071	0.56645	0.11312	0.03544	0.00056	0.0	0.00026	0.0	0.09766	0.2992	0.0673	0.0	0.1378	0.27861	0.0371	0.18349	0.0	0.22141	1.16882	0.26425	0.24423	0.15431	0.0508	0.19432	0.89245	0.02239	0.0674	0.4748	0.53233	0.49414	0.0893	0.82833
s__Bacteroides_sp_CAG_530	0	0.08145	0.0	0.05468	0.0	0.0	0.0	0.0	0.05869	0.0	0.20004	0.09091	0.03544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06236	0.00959	0.48609	0.0	0.26612	0.0	0.0	0.06422	0.0	0.33789	0.06995	0.0	0.08582	0.11541	0.0	0.01691	0.0	0.08573	0.01649	0.0	0.0833	1.05453	0.0	0.20916
s__Eubacterium_sp_CAG_180	0	0.07795	0.60379	0.0	0.11604	1.86449	1.76335	9.7691	0.0	0.04302	0.59057	0.4242	1.08494	0.0	0.01609	13.97035	2.62942	0.00327	0.0004	0.0	0.0	0.0	0.0	16.46364	3.1127	0.00938	15.61451	0.0	4.30822	10.06565	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	25.78722	0.0	26.43237	0.0	0.0	0.0	0.00993	0.0	0.08943	0.0	0.11071	3.36709	0.0	0.0	0.0	0.14308	0.0	1.1563	2.40069	0.0	0.0	0.0
s__Actinomyces_turicensis	0	0.06218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39568	0.0	0.06213	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01725	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.04586	1.70208	0.0	0.339	1.64661	1.31578	7.94816	0.10363	2.40672	2.04498	0.0774	0.1053	0.0	0.00332	0.47515	0.02637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01956	0.03848	0.09403	0.0	0.05163	0.04265	0.13826	0.0	0.0	0.0	0.09615	0.08922	0.08912	0.4706	0.37474	0.06995	0.59481	0.01751	0.02578	0.10495	0.12733	0.02813	0.01366	0.10625
s__Ruminococcus_sp_CAG_563	0	0.04181	0.0	0.0	0.0	0.39339	0.04045	0.0	0.0	0.0	0.02067	0.02318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04724	0.05704	0.0	0.01	7.35985	0.00442	9.32619	0.0	0.0	8.27084	0.0	0.0	0.03196	52.78235	0.01825	0.00361	1.72002	4.39615	0.05267	0.02603	0.14509	0.0	0.0
s__Firmicutes_bacterium_CAG_238	0	0.0253	0.13699	0.0	0.03474	0.69006	0.69874	0.08841	0.0	0.14742	0.0	0.0	0.13006	0.0	0.0	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01319	0.06207	0.05405	0.0	0.02123	0.03522	0.06734	0.0	0.0	0.0	4.80949	0.17175	0.0	0.02511	0.21791	0.0	0.06539	0.01115	0.0729	0.23135	0.0	0.02566	0.00883	0.0
s__Eubacterium_ramulus	0	0.02441	0.0	0.1285	0.0	0.0	0.0	0.0	0.0	0.0	0.03698	0.0	0.0398	0.0	0.21465	0.07942	0.69889	0.0	0.0	0.0	0.0	3.08681	0.0	0.0	0.09863	0.27456	0.03743	0.21461	0.16367	0.36437	0.24861	0.0	0.80532	0.0	0.08591	0.06863	0.00844	0.0	0.0	0.01887	0.08112	0.0	0.0	0.06626	0.13161	0.00785	0.48577	0.0466	0.02493	0.00708	0.00671	0.11284	0.00206	0.01318	0.00726	0.08112	0.02474	0.06437	0.26124
s__Ruminococcus_bicirculans	0	0.02217	0.0	0.0	0.11031	0.0	0.0	0.0	0.0	0.0	0.20336	0.0	0.11118	0.0	1.47091	0.71007	0.0	0.0	0.0	3.34871	6.33177	11.42889	5.55197	0.0	0.16592	0.0	3.83027	0.13405	1.83455	5.2252	8.2492	0.05256	0.0	24.08195	15.01928	0.60402	0.0	0.02291	0.0	0.0	0.06523	0.0	0.00598	0.0	0.0	0.08704	0.05792	0.06503	0.06877	0.00549	0.0	0.0	0.03442	0.0	0.0	0.18785	0.0	0.00673	0.0183
s__Prevotella_sp_CAG_1092	0	0.02052	0.02897	0.08794	0.32834	0.0	0.03198	0.0	0.99393	0.27873	0.0	0.5464	0.38637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26396	0.00896	1.09134	0.0	0.00574	1.87068	1.73822	7.10623	0.0	1.52839	0.945	0.0079	1.44107	0.3475	0.04064	0.03665	0.0	1.32847	0.08047	0.04832	0.1082	1.24744	0.13845	0.12204
s__Collinsella_intestinalis	0	0.0103	0.009	0.00492	0.0	0.0	0.0	0.01001	0.0	0.0	0.0	0.0	0.0	0.0	0.00461	0.00627	0.00785	0.18205	0.39389	0.01922	0.00286	0.0	0.00666	0.0	0.00205	0.0	0.0307	0.00289	0.02077	0.0	0.0	0.10348	0.0	0.00379	0.05953	0.02701	0.03099	0.02275	0.81342	0.02281	0.02012	0.0431	0.01373	0.00436	0.00856	0.01163	0.16705	0.01915	0.02467	0.0165	0.01274	0.0258	0.01916	0.05179	0.05691	0.02262	0.00517	0.00516	0.01269
s__Olsenella_scatoligenes	0	0.00393	0.04607	0.0	0.01729	0.0689	0.02343	0.03819	0.0063	0.0	0.0	0.0	0.05342	0.0	0.10105	0.0	0.02489	0.0	0.0	0.04539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01122	0.03024	0.0128	0.47291	0.02414	0.00569	0.01657	0.0514	0.0	0.00379	0.02175	0.08702	0.00636	0.0	0.02735	0.00065	0.00091	0.02323	0.03654	0.0209	0.02134	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.00355	0.22502	0.0	0.36757	0.0	3.99216	0.0	0.45619	4.26264	0.24538	0.37432	0.17075	0.0	0.0	0.0	0.0	0.0	0.32408	0.0	0.0	0.0	0.0	0.0	0.0	0.29549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05877	0.26951	0.08015	0.0	0.47143	0.58823	1.07501	0.10716	0.0	0.0	0.13853	0.00325	0.0	0.05354	0.02205	0.03944	0.0	0.07126	0.37034	0.02236	0.0	0.01826	0.06425	0.35529
s__Eubacterium_coprostanoligenes	0	0.0	2.87092	0.0	0.00791	0.0	0.0	0.0	0.03842	0.0	0.0	2.61083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23858	0.0	0.0	0.20092	5.11326	0.4311	0.0	0.07732	3.94227	0.0	0.0	0.37599	0.0	0.1922	0.0	0.0
s__Clostridium_sp_CAG_964	0	0.0	1.45032	0.0	0.0	0.2856	0.13877	0.0	0.23205	0.56305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1186	0.24369	0.04759	0.0	0.0	0.0	0.0	0.19167	0.0	0.0
s__Anaerostipes_hadrus	0	0.0	0.39908	0.36592	0.0	0.0	0.0	0.0	0.04943	0.0	0.05847	0.03321	0.095	0.0	2.94146	0.09617	0.58244	3.67553	6.50778	1.96529	15.54998	9.01039	0.97439	0.0	0.08988	2.85962	1.66836	5.47912	1.00863	6.796	4.22976	0.84525	2.87228	0.90964	0.18833	0.01901	0.49547	0.05395	0.0	0.44852	0.2133	0.09023	0.50429	0.65555	0.41386	0.4064	0.69353	0.10845	0.03726	0.38637	1.89729	0.62724	0.49528	0.24961	0.08187	0.39172	0.12139	0.33717	0.44733
s__Intestinibacter_bartlettii	0	0.0	0.29251	0.14535	0.0	0.0	0.0	0.0	0.07385	0.0	0.0	0.0	0.03497	0.13196	1.33361	0.0	0.0	0.0	0.02758	0.0	0.08366	0.49263	0.17134	0.46463	0.0	0.07966	0.00629	0.0	0.16088	0.27192	0.0	0.0	0.05823	0.03759	0.0	0.0	0.00869	0.18225	0.0	0.02505	0.35152	0.05764	0.07019	0.0	0.0	0.0	0.86888	0.04914	0.0	0.10984	0.01389	0.0	0.0	0.0	0.04952	0.00078	0.00307	0.00435	0.06969
s__Roseburia_inulinivorans	0	0.0	0.16748	4.58399	0.01863	0.0	0.0	0.44053	0.10377	0.0	0.48368	0.38281	1.42139	0.0	2.13459	0.87144	1.07788	0.00784	1.76923	0.19979	0.80193	0.19241	0.00107	0.0	0.1869	0.0	0.21322	0.15124	0.10813	0.34035	0.13074	4.85667	0.00658	0.00053	0.02589	3.14928	0.12321	0.0489	0.0	0.18116	0.33182	0.0	0.0	0.19139	0.0	0.0	0.0	1.91743	0.23076	0.04563	0.03641	0.34685	0.36711	0.0294	0.11558	0.04095	0.06476	0.19699	0.12299
s__Firmicutes_bacterium_CAG_95	0	0.0	0.0739	0.0	0.0	0.0	0.07864	0.07043	0.00563	0.39081	0.0	0.06359	0.0	0.0	0.00362	0.00691	0.0	0.05395	0.0	0.0	0.0	0.0	0.0	0.0	0.04466	0.04828	0.00605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00855	0.0	0.41497	0.33183	0.0	0.11312	0.71091	0.0	0.0	0.0	0.0	0.0724	0.0346	0.02043	0.01378	0.08015	0.0	0.0	0.09682	0.0007	0.09343	0.00058	0.40413	0.01235	0.51106
s__Rothia_mucilaginosa	0	0.0	0.0382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00786	0.0	0.0	0.00533	0.0	0.00871	0.0	0.0	0.0	0.0	0.01652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.0	0.0	0.0	0.12963	0.01563	0.0	0.69081	0.0	0.0	0.0	0.0	0.06155	0.02772	0.00092	0.00147	0.0	0.09843	0.03566	0.00138
s__Ruminococcus_sp_CAG_403	0	0.0	0.02433	0.0	0.0	0.0	0.0	0.0589	0.08566	0.0	0.34583	0.14264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.05951	0.0	0.01251	0.0	0.0	0.05763	0.01528	0.00465	0.0	0.0	0.0	0.0668	0.10177	0.01686	0.02874	0.06895	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.02237	0.0	0.00717	0.0	0.0	0.0	0.0	0.0	0.08995	0.0	0.0	0.0	0.12166	0.0	0.0	0.26958	0.0	0.0	0.192	0.0	0.0	0.0147	0.2782	0.0	0.27232	0.0	0.0	0.0	0.0	0.0	0.06119	0.0	0.04289	0.05056	0.03414	0.0	0.0	0.0	0.33552	0.0	0.0	0.0	0.0	0.0	0.0	0.09084	0.398	0.0	0.0	0.25222	0.0	0.0	0.0	0.03406	0.0	0.0	0.0
s__Treponema_berlinense	0	0.0	0.01975	0.0	0.0	1.02298	0.0	0.0	0.03144	3.50336	0.0	0.08193	0.0528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_siraeum	0	0.0	0.01501	0.0	0.0	0.0	0.0	0.0	0.05953	0.0	0.96389	0.0	0.0	0.0	0.06339	0.02725	0.07452	5.11013	0.00423	0.00029	0.0	0.0	0.37144	0.0	0.14671	4.07189	1.76119	0.75388	0.13565	0.29861	1.38746	0.04974	0.26036	3.4664	0.01634	0.0	0.0	0.14283	0.0	0.0	0.21049	0.27497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04474	0.25261	0.00601	0.0	0.02275	0.02815	3.11846	0.0	0.46495
s__Streptococcus_salivarius	0	0.0	0.00836	0.06548	0.0	0.0	0.0	0.0	0.01484	0.0	0.07323	0.0	0.0	0.0	0.07321	0.00363	0.19282	0.02492	0.05969	0.03456	0.14018	2.78191	0.01656	0.09502	0.03338	0.00795	0.37087	0.00271	0.18224	0.16054	0.03094	0.00266	0.04665	0.0	0.01012	0.32903	0.04886	0.0	0.24318	0.0	0.42025	0.02107	0.04784	9.53766	0.34411	0.03265	0.07528	0.19394	0.03491	0.01272	0.01469	2.65909	0.68117	0.13112	0.56056	0.09812	4.09886	0.11202	0.00057
s__Prevotella_sp_CAG_5226	0	0.0	0.0	2.21222	0.0	0.0	0.26772	0.17564	1.11127	0.0	0.0	2.02853	0.0	0.0	0.0	0.0	0.69323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42302	0.0	0.21394	0.0	0.0	0.75557	0.29159	0.05773	8.82257	1.99485	0.02865	0.0	0.01772	0.00517	0.0	0.23091	0.0	0.0	0.00931	0.0	0.3263	0.61625	0.0	0.0
s__Lachnospira_pectinoschiza	0	0.0	0.0	0.49322	0.0	0.0	0.0	0.0	0.61737	0.03076	0.23329	0.9299	0.0	0.0	0.06444	0.25495	0.0167	0.0	0.0	0.0	0.0	0.07295	0.0612	0.0	0.0	0.0	0.0	0.08249	0.0061	0.0	1.50399	0.0	0.41469	1.06542	0.2346	0.30234	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0508	0.27	0.0	0.00396	0.0	0.00946	0.0	0.0	0.0	0.45868	0.0	0.0	0.00208	0.01271	0.0	0.0
s__Streptococcus_lutetiensis	0	0.0	0.0	0.31998	0.0	0.0	0.0	0.0	2.87564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16125	0.0	0.0	0.0	0.0	0.0	0.48803	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_callidus	0	0.0	0.0	0.06173	0.0039	0.0	0.0	0.0	0.0215	0.0	0.01282	0.0	0.01693	0.0	0.0	0.00489	0.09199	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.00868	0.00123	0.23896	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0172	0.0	0.00284	0.0	0.02466	0.0	0.05434	0.0
s__Turicibacter_sanguinis	0	0.0	0.0	0.05968	0.0	0.0	0.0	0.0	0.0	0.38762	0.17212	0.0	0.17289	0.02455	0.05047	0.0	0.02215	0.01253	0.03073	0.0	0.0	0.00938	0.02381	0.0	0.0	0.0	0.01434	0.0	0.01844	0.0	0.0	0.02972	0.0	0.00687	0.0	0.0	0.0	0.0	0.0	0.0	0.02062	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11684	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.05761	0.14753	0.0	0.0	0.0	0.0	0.0	0.01048	0.0	0.0	0.06934	0.00449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01765	0.05784	0.01107	0.0	0.0	0.0	0.0	0.00967	0.0	0.0	0.0	0.02985	0.05022	0.0	0.01317	0.0	0.14232	0.02157	0.0	1.60751	0.01474	0.0	0.0	0.10655	0.10515	0.0	0.0	0.0	0.09788	0.01677	0.18137	0.01989	0.92468	0.14255	0.03294
s__Actinomyces_naeslundii	0	0.0	0.0	0.02033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.00726	0.0	0.0	0.03173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_oris	0	0.0	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.10872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01069	0.0	0.0	0.01593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_coli	0	0.0	0.0	0.0	39.62946	0.0	1.51816	0.22488	1.85698	0.28287	3.49206	2.69848	0.38166	1.45131	0.09119	0.01888	0.00691	0.421	0.25865	0.0	0.02439	0.00529	0.31546	0.00187	0.01062	0.0	0.0	0.00149	0.03259	0.0	0.03253	0.0	0.95625	0.0	0.06328	0.33622	0.03296	0.22851	1.00521	0.0	0.0	0.02738	0.0	0.04011	0.10996	0.00602	0.33908	0.10416	0.0	0.07499	0.0	0.03248	0.20678	10.09199	0.0	0.0089	0.0	0.52946	0.01029
s__Butyrivibrio_sp_CAG_318	0	0.0	0.0	0.0	1.44368	0.3544	0.0	0.73438	0.18617	0.0	0.0	0.11683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39573	0.09414	0.0	0.13875	0.74242	0.07215	0.0	0.04902	0.0	0.0	0.0	0.0	0.00763	0.0	0.00081	0.0	0.23485	2.47088	0.0	0.0	0.48271	0.0	0.2139
s__Prevotella_sp_CAG_873	0	0.0	0.0	0.0	1.1524	14.61494	34.26175	0.0	1.22154	4.31888	0.0	0.0	1.88942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26673	0.0	0.0	0.0	0.0	0.09075	1.44834	0.0	0.3036	0.26203	0.0	0.05726	0.24222	1.46549	0.13593	0.0	0.19829	0.39476	1.16282	0.06599	0.06945	0.0	1.57741
s__Butyrivibrio_crossotus	0	0.0	0.0	0.0	0.24039	0.40643	0.78428	4.69115	0.0	0.0	0.6603	0.62178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08184	6.1041	2.98972	0.0	33.20725	1.84322	10.88993	0.04929	0.03493	0.0	2.01217	0.04569	8.79538	0.68805	0.51214	0.0	0.0	0.29783	0.0	0.07952	6.72249	0.22482	0.0	3.69465
s__Clostridium_sp_CAG_632	0	0.0	0.0	0.0	0.10512	0.0	0.0	0.0673	0.03554	0.0	2.77617	0.16339	1.93625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.21828	0.0	0.0	0.0	0.0	6.87935	0.00489	0.11162	0.0	0.0	0.0	0.06116	0.05619	0.05461	0.0	0.05296	0.1015	1.05096	0.01297
s__Bacteroides_vulgatus	0	0.0	0.0	0.0	0.08173	0.0	0.06551	0.11492	0.0	0.0	0.0	0.0	0.0	0.0	1.57916	0.55579	0.06987	1.67197	3.11124	0.19556	0.0	1.17193	1.24683	2.60501	0.0	3.80438	1.18532	10.42015	0.06257	0.09952	0.00649	29.77259	1.33653	2.82725	1.85419	0.77411	0.0	0.0	0.49926	0.0	0.0702	0.03683	0.0	0.22138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39057	0.0	0.0	0.0	0.0	0.0	0.74704	0.00468
s__Veillonella_atypica	0	0.0	0.0	0.0	0.08002	0.0	0.0	0.0	0.01919	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.04988	0.0	0.0	0.0	0.0	0.01853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0093	0.00927	0.03523	0.01703	0.01627	0.04705	0.0	0.02334	0.06967	0.19463	0.0	0.0	0.2036	0.0	0.0	0.0	0.19054	0.0235	0.08002	0.0	0.02096	0.13711	0.0	0.05603
s__Brachyspira_pilosicoli	0	0.0	0.0	0.0	0.06294	0.0	0.0	0.0	0.0	0.0	0.0	0.38955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.13805	0.0	0.0	0.0	0.0	0.0	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecium	0	0.0	0.0	0.0	0.00862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_534	0	0.0	0.0	0.0	0.0	3.74714	0.0	0.0	0.0	0.16346	0.08014	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1456	0.13578	0.0	0.03148	0.0	1.19841	1.28165	1.72478	0.0	0.0
s__Roseburia_hominis	0	0.0	0.0	0.0	0.0	0.60234	0.0	0.10919	0.0	0.29214	0.13853	0.6753	0.0	0.0	0.07802	0.5136	1.4571	0.00809	0.0	0.01538	0.02587	0.06196	0.0	0.0	0.28496	1.57287	1.19434	0.24625	0.09373	0.34925	0.24827	0.03188	0.00551	0.71751	0.33453	0.0	0.19124	0.05446	0.0	0.00226	0.0418	0.1756	0.0	0.0	0.30911	0.0	0.07928	0.03642	0.13865	0.22753	0.02229	3.61583	0.0	0.05077	0.0	0.0	0.0	0.0279	0.00184
s__Ruminococcus_sp_CAG_624	0	0.0	0.0	0.0	0.0	0.56399	0.0	0.0	0.0	1.1201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mitsuokella_jalaludinii	0	0.0	0.0	0.0	0.0	0.06581	0.0	0.0	0.0	0.0	0.0	0.0	0.20413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_elsdenii	0	0.0	0.0	0.0	0.0	0.0	1.67496	0.87789	0.0	0.0	0.12348	0.0	11.43567	0.0	0.0	0.0	0.06784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Victivallis_vadensis	0	0.0	0.0	0.0	0.0	0.0	0.54196	0.48719	0.0	0.02036	0.06098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.0	0.01227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kluyvera_ascorbata	0	0.0	0.0	0.0	0.0	0.0	0.23945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_831b	0	0.0	0.0	0.0	0.0	0.0	0.0369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23992	0.0	0.0	0.08366	0.0	0.0	0.0	0.0
