clade_name	NCBI_tax_id	CM.102_WGS	CM.103_WGS	CM.105_WGS	CM.107_WGS	CM.109_WGS	CM.111_WGS	CM.118_WGS	CM.126_WGS	CM.129_WGS	CM.13_WGS	CM.131_WGS	CM.132_WGS	CM.138_WGS	CM.139_WGS	CM.146_WGS	CM.147_WGS	CM.152_WGS	CM.157_WGS	CM.16_WGS	CM.160_WGS	CM.162_WGS	CM.164_WGS	CM.165_WGS	CM.168_WGS	CM.17_WGS	CM.172_WGS	CM.175_WGS	CM.176_WGS	CM.177_WGS	CM.178_WGS	CM.179_WGS	CM.18_WGS	CM.186_WGS	CM.187_WGS	CM.19_WGS	CM.194_WGS	CM.195_WGS	CM.199_WGS	CM.20_WGS	CM.203_WGS	CM.206_WGS	CM.208_WGS	CM.210_WGS	CM.211_WGS	CM.212_WGS	CM.215_WGS	CM.219_WGS	CM.220_WGS	CM.221_WGS	CM.222_WGS	CM.223_WGS	CM.224_WGS	CM.226_WGS	CM.227_WGS	CM.228_WGS	CM.231_WGS	CM.232_WGS	CM.233_WGS	CM.234_WGS	CM.235_WGS	CM.237_WGS	CM.239_WGS	CM.24_WGS	CM.247_WGS	CM.249_WGS	CM.25_WGS	CM.251_WGS	CM.253_WGS	CM.254_WGS	CM.255_WGS	CM.257_WGS	CM.259_WGS	CM.260_WGS	CM.261_WGS	CM.268_WGS	CM.270_WGS	CM.271_WGS	CM.273_WGS	CM.275_WGS	CM.278_WGS	CM.283_WGS	CM.284_WGS	CM.285_WGS	CM.289_WGS	CM.29_WGS	CM.291_WGS	CM.294_WGS	CM.30_WGS	CM.308_WGS	CM.31_WGS	CM.310_WGS	CM.315_WGS	CM.316_WGS	CM.317_WGS	CM.32_WGS	CM.328_WGS	CM.335_WGS	CM.339_WGS	CM.340_WGS	CM.342_WGS	CM.343_WGS	CM.345_WGS	CM.347_WGS	CM.358_WGS	CM.361_WGS	CM.364_WGS	CM.366_WGS	CM.367_WGS	CM.369_WGS	CM.370_WGS	CM.373_WGS	CM.375_WGS	CM.376_WGS	CM.378_WGS	CM.382_WGS	CM.389_WGS	CM.390_WGS	CM.392_WGS	CM.395_WGS	CM.397_WGS	CM.401_WGS	CM.402_WGS	CM.403_WGS	CM.408_WGS	CM.409_WGS	CM.41_WGS	CM.410_WGS	CM.412_WGS	CM.413_WGS	CM.418_WGS	CM.425_WGS	CM.432_WGS	CM.437_WGS	CM.438_WGS	CM.439_WGS	CM.44_WGS	CM.443_WGS	CM.445_WGS	CM.454_WGS	CM.46_WGS	CM.466_WGS	CM.47_WGS	CM.486_WGS	CM.490_WGS	CM.506_WGS	CM.507_WGS	CM.511_WGS	CM.512_WGS	CM.514_WGS	CM.520_WGS	CM.521_WGS	CM.525_WGS	CM.528_WGS	CM.530_WGS	CM.532_WGS	CM.536_WGS	CM.55_WGS	CM.553_WGS	CM.555_WGS	CM.57_WGS	CM.574_WGS	CM.580_WGS	CM.64_WGS	CM.65_WGS	CM.67_WGS	CM.7_WGS	CM.70_WGS	CM.75_WGS	CM.79_WGS	CM.80_WGS	CM.82_WGS	CM.86_WGS	CM.90_WGS	CM.94_WGS	CM.97_WGS
s__Clostridium_sp_CAG_253	0	0.0	0.06388	0.09683	0.11339	0.10846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09065	0.0093	0.0	0.0	0.0	0.0	0.0	0.06386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	0.07477	0.0	0.0	0.0	0.0	0.0	0.06195	0.0	0.02389	0.0	0.0	0.0	0.0	0.0	0.16487	0.0	0.25171	0.00995	0.07807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02526	0.0	0.0	0.0	0.0	0.0	0.0	0.11144	0.0	0.0	0.0	0.0	0.01778	0.05725	0.0	0.0	0.0	0.0	0.03258	0.00437	0.0	0.0	0.0	0.14938	0.0	0.07817	0.0	0.0	0.0	0.0	0.0	0.0	0.00776	0.01829	0.02629	0.15594	0.0	0.0	0.0	0.08668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23139	0.0	0.0	0.0	0.0	0.0	0.17405	0.0	0.0	0.0	0.0	0.08217	0.0	0.01406	0.0	0.0	0.1721	0.0	0.00186	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.05942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22341	0.0	0.12775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00452	0.0	0.04575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00871	0.0	0.0	0.0	0.04591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.05841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13241	0.05612	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.0	0.56413	0.0	0.0	0.0	0.01489	0.0	0.0	0.0	0.0	0.0	0.01948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10239	1.7886	0.09096	0.0	0.0	0.0	0.47921	0.05338	0.03582	0.0	0.03185	0.0	0.84084	0.14575	0.0	0.00162	0.0	0.0	0.04293	0.00421	0.0	0.0	0.0	0.0	0.02034	0.04738	0.0	0.00895	0.03988	0.0	0.0	0.0	0.0	0.04885	0.05051	0.03953	0.0	0.0	0.08346	0.0603	0.0	0.12842	0.0	0.0	0.45205	0.1623	0.0	0.39501	0.01399	0.1234	0.0	2.42825	0.01711	0.0	0.0	0.0	0.0	0.18773	0.0	0.0	0.00387	0.0	0.0	0.0	0.20459	0.24242	0.0	0.01561	0.0	0.0	0.13238	0.01538	0.0	0.03936	0.0	0.00522	0.0	0.13443	0.0	0.0	0.0	0.00374	0.02193	0.0	0.33996	0.0	0.0	0.0	0.0	0.06909	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.05404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21689	0.0	0.0	0.0	0.28336	0.06979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76784	0.0	0.01561	0.0	0.0	0.10549	0.0	0.0	0.0	0.0	0.0	0.0	0.02729	0.24956	0.10125	0.0	0.0	0.0	0.4981	0.0	0.0	0.07648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40727	0.0	0.0	0.0	0.00768	0.0	0.0	0.0
s__Bacteroides_galacturonicus	0	0.0	0.03627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_ruminis	0	0.0	0.03625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.56835	0.0	0.0	0.0	0.0	0.15017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12651	0.47379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60544	0.40857	0.0	0.0	0.0	0.08804	0.0	0.3588	0.5647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05642	0.12768	0.32834	0.0	0.01751	0.0	0.0	0.0	0.0	0.5031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01341	0.0	0.0	0.0	0.0	0.0	0.0	0.27189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50083	0.0	0.0	0.0	2.84489	6.09477	0.0	0.0	0.0	0.0	0.2405	0.0	0.0	0.0
s__Ruminococcus_bromii	0	0.0	0.03567	0.22077	2.96788	0.38949	0.03454	4.77314	0.0	0.0366	0.20501	0.02553	3.73568	0.0	0.15332	0.00323	0.0	1.78477	0.33698	0.02206	0.0	1.33576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32414	0.13174	0.01976	2.83176	0.46412	0.1782	0.0	0.32633	1.15178	1.68073	0.15763	7.53351	0.0	0.0	0.80136	0.0	0.03602	0.0	0.0	0.0	0.19237	0.23185	0.16869	0.0	0.12607	0.02696	0.03903	1.44631	0.0	0.44139	0.04364	0.21724	0.0	0.0	0.0	0.76261	0.19896	0.0	0.0	4.55029	0.21906	0.21813	1.28744	0.06263	0.3942	0.68073	0.0	2.63907	0.10924	0.07959	1.91289	1.72483	2.55669	1.22717	4.70962	0.23212	0.73263	0.35149	0.11611	0.0	0.18494	0.0	0.01762	0.0	1.95323	0.42713	0.9674	4.85243	0.53232	0.0	3.30533	0.0	0.08455	0.0	0.0	0.0	0.32352	1.14261	0.0	3.62866	0.26728	1.21263	2.79773	1.00172	8.1438	0.0	0.0	3.25391	6.87525	0.0	4.64028	0.0	0.2482	0.04438	0.46853	0.91256	0.28105	8.03454	0.03247	0.0	0.72913	1.25863	0.1148	0.37206	9.99447	0.0	1.61245	3.91726	0.0	0.0	0.12685	0.75088	0.27845	0.15191	0.0	0.26787	0.0	0.0	0.0	0.02787	0.0	0.0	0.0	0.0	0.0	0.07863	0.0	1.08275	1.35015	0.15448	0.28373	0.0	9.4002	0.0	7.25798	0.36821	7.60581	0.09751	0.0	2.90257	0.4659	5.52619	0.12003	0.81749	0.0	0.0
s__Veillonella_dispar	0	0.0	0.02895	0.0	0.0	0.0	0.0	0.02416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02343	0.0	0.0	0.0	0.0676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09905	0.0	0.16304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95882	0.00906	0.0	0.0	0.0	0.04138	0.13579	0.08256	0.0	0.0	0.0	0.67878	0.0	0.0	0.0	0.0	0.0	0.0	0.02018	0.0	0.0	0.0	0.04687	0.01547	0.04901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01901	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.04862	0.05527	0.0	0.0	0.0	0.03729	0.0	0.20967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05509	0.0	0.0	0.0	0.01839	0.0	0.0	0.0	0.0	0.01427	0.0	0.0	0.0	0.47519	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_471	0	0.0	0.0218	0.0	0.01651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01702	0.0	0.0	0.03043	0.0	0.01993	0.0	0.0	0.00232	0.17368	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.00693	0.0	0.0	0.0	0.0	0.09756	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00818	0.0	0.0	0.01192	0.0	0.07709	0.00814	0.0	0.03675	0.0	0.0	0.0	0.0	0.0	0.00529	0.0	0.0	0.10143	0.0	0.0	0.03289	0.04715	0.04341	0.00354	0.02594	0.00634	0.16491	0.0	0.02645	0.01869	0.0	0.04305	0.0	0.0	0.0	0.0	0.0	0.02546	0.06724	0.0	0.0	0.02059	0.0	0.07826	0.0	0.0212	0.03691	0.00848	0.0	0.0	0.0327	0.0	0.04068	0.00055	0.0	0.0	0.09879	0.0	0.03732	0.00835	0.0	0.0	0.16339	0.0	0.0	0.0	0.0	0.0	0.0	0.01455	0.00124	0.0	0.0	0.06826	0.0	0.03375	0.02805	0.0	0.00034	0.0	0.0081	0.0	0.0	0.0	0.14083	0.0	0.0093	0.02469	0.17389	0.0	0.01313	0.0	0.0	0.0	0.04159	0.0	0.0	0.0	0.01801	0.05635	0.0	0.08343	0.0	0.0	0.0	0.0	0.0192	0.0	0.0	0.0	0.03697	0.0	0.0
s__Prevotella_buccalis	0	0.0	0.01718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01992	0.0	0.0	0.00281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_83	0	0.0	0.01243	0.03084	0.32583	0.0	0.05796	0.08684	0.0	0.0654	0.0	0.05335	0.0	0.0	0.0	0.0	0.02926	0.18516	0.01312	2.05676	0.0	0.0	0.0	0.13176	0.0	0.01313	0.0	0.0	0.20275	0.01335	1.87241	0.95327	0.0	0.04501	0.0	0.15602	0.0	0.0	0.0	0.02476	0.03547	0.05582	0.08976	0.23537	0.42001	0.0	1.03984	0.02196	0.07095	0.02813	0.17724	0.32207	0.40106	0.0	0.15193	0.05322	0.03152	0.04352	3.25126	0.0	0.06444	0.00441	0.06526	0.87448	0.02076	0.03385	0.09563	0.08045	0.24554	0.23008	0.0	0.34498	0.00717	0.09434	0.0494	0.24483	0.0	0.5246	0.03486	0.07403	0.03165	0.07681	0.0	0.0	0.18368	1.11323	0.09646	0.09007	0.14209	0.08896	0.13291	0.04976	0.34255	0.0	0.01268	0.0	0.03283	0.36078	0.01819	0.0032	0.0505	3.46675	0.06758	0.01072	0.86413	0.13926	0.10215	0.35999	0.0306	0.23462	0.04748	0.0	0.01674	0.0	0.0898	0.07704	0.04229	0.05772	0.05534	2.34912	0.0369	0.56654	0.0168	0.03512	0.10325	0.87583	0.0	0.03215	0.0	0.23823	0.0	0.01296	0.02632	0.0159	0.04274	0.0	0.05456	0.00317	0.0	0.02847	0.04153	2.15831	0.06102	2.91148	0.00781	0.0	0.0	0.0	0.73561	0.59941	0.70432	0.01497	0.2547	0.01644	0.41061	0.0	0.0	0.06283	0.04982	0.85775	0.05055	0.05179	0.05374	1.12141	0.93304	0.11194	0.03128	0.04961	0.21304	0.09169	0.02716	0.16684	0.02098	0.15995	3.78057	0.0
s__Roseburia_intestinalis	0	0.0	0.00882	0.0	0.3927	0.35411	0.02321	0.0	0.0	0.4889	0.0	0.0	0.0	0.0	0.0264	0.03677	0.03765	0.02741	0.29149	0.0	0.07748	0.0	0.86253	0.12333	0.09249	0.01055	0.05238	0.0	0.063	0.47973	0.22694	0.07786	0.0	0.0	0.18658	0.0	0.01733	0.0	0.0	0.06186	0.40084	0.0	0.54061	0.14776	0.0	0.0	0.53648	0.01433	0.0	0.4909	0.0	0.01704	0.0	0.00546	0.0	0.02434	0.0	0.0	0.0	0.0	0.03728	0.18265	0.06818	0.43459	0.0	0.0	0.01213	0.06863	0.0	0.0	0.0	0.0	0.21347	0.14648	0.10209	0.0	0.0	0.0	0.0	0.16641	0.0	0.0	0.0938	0.0	0.0	0.0	0.0	0.0	0.0	0.04029	0.04188	0.50665	0.0	17.27416	0.57903	0.06884	0.04239	0.0	0.0	0.26912	0.0	0.05687	0.02423	0.35964	0.0	1.49474	0.02924	0.08501	0.0	0.00869	0.0	0.0	0.04004	0.0	0.0	3.58872	0.0	0.05218	0.0	0.43465	0.0	0.1902	0.0	0.11961	0.03304	0.21868	0.0	0.03616	0.01454	0.00346	0.0	0.00519	0.0	0.0	0.0	0.0	0.0	0.0	0.17975	0.0	0.28264	2.04831	0.0	0.04774	0.01662	0.02138	0.26297	1.25307	0.0	0.0	0.0	0.04211	5.7237	0.0	0.0	0.01522	0.1305	0.68362	0.10515	0.30644	0.37168	0.01697	0.04538	0.0	0.0	0.21453	0.02833	0.03876	0.0	0.0	0.40489	0.0	0.3125	0.0236	0.08257	0.0
s__Bacteroides_uniformis	0	0.0	0.00612	0.01569	0.0	0.0	0.06587	0.0	15.76233	0.00765	0.0	0.0	0.0	0.16362	0.0	0.0	0.0	0.09535	0.13233	0.0	0.15771	0.0	1.54701	0.0	0.0	0.0	0.0	0.0	0.36324	0.25152	0.0	0.0	0.0	0.03382	0.01582	0.0	0.0	0.78419	1.06688	9.27554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08996	0.0	0.0	0.0	0.0	0.0	0.05034	0.0	0.0	0.0	0.0	0.0	0.1631	0.0	1.94728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08974	0.0137	0.75743	0.0	0.00824	0.0	0.0	1.38685	0.51627	0.03577	0.00126	0.0	5.01737	0.0	7.63025	0.01291	0.013	1.34895	0.0	0.88812	7.48804	0.58782	0.1654	4.877	0.0	0.07659	1.23316	0.53981	0.00112	4.0135	0.0	0.06416	0.68401	0.28497	0.0	1.74686	0.07121	0.0	0.01897	0.0	0.92248	15.99737	0.49419	8.5512	11.19617	0.0	0.0	0.10731	4.75261	0.0	0.0	1.38051	5.33937	0.0	0.0	0.34652	0.0	8.31736	0.10965	0.0	1.11084	0.13024	0.43789	0.0	5.18663	0.0	0.0	0.38759	0.0	0.0	8.76948	0.0975	0.07223	9.84118	5.13404	11.47636	17.99982	25.37081	0.01001	0.06213	0.0	0.20807	4.86192	0.0	1.04295	2.74116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.68968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0768	0.0	0.0	0.01103	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.25157	0.0	0.0	0.0	0.0358	0.0	1.11442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01241	0.0	0.0	0.04235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07439	0.0	0.07623	0.03685	0.0	0.0	0.0	0.06068	0.15	0.05576	0.0	0.0	0.0	0.62393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01871	0.0	0.03057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03377	0.06527	0.0	0.01245	0.0	0.12741	0.0	0.53624	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.00867	0.0	0.0	0.0	0.0	2.10206	0.21648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02408	0.15737	0.0	0.0312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12812	0.0	0.0	1.22715	0.04301	0.0	0.19344	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.00467	0.0	0.08612	0.22473	0.0	0.0	0.00293	0.0	0.0	0.0	0.02345	0.05006	0.0	0.0	0.0668	0.0078	0.00353	0.0169	0.0	0.0	0.0	0.0	0.0245	0.0	0.0	0.05928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39478	0.0	0.0	0.12097	0.0	0.04101	0.0577	0.06296	0.0	0.0	0.0	0.0	0.00905	0.0	0.17426	0.0	0.0	0.0	0.0	0.00774	0.0	0.0	0.0	0.22593	0.0	0.16099	0.0	0.0	0.0	0.26388	0.02889	0.0	0.0	0.0	0.0	0.24176	0.04108	0.18135	0.0	0.0	0.53276	0.0	0.0	0.0582	0.18588	0.0	0.05469	0.07581	0.0	0.0	0.0	0.18235	1.47287	0.00754	0.23435	1.92484	0.0	0.0	0.0	0.0	0.0	0.0	0.30732	0.0	2.3694	0.09933	0.03066	0.0	0.15696	0.0	0.0	0.0	0.0	0.00671	0.01803	0.0	0.09048	0.0	0.0	0.00249	0.0	0.29441	0.0387	0.0	0.1191	0.0	0.0	0.0	0.0569	0.0	0.26017	0.01428	0.0	0.0	0.91388	0.0	0.00832	0.0	0.0	0.0	0.0088	0.14144	0.0	0.0	0.0	0.05251	0.30063	0.0	0.0071	0.11581	0.0	0.12115	0.0	0.0	1.74719	0.7867	0.0	0.27486	0.11549	0.01858	0.0	0.0	0.0	0.0	0.0	0.0992	0.01003	0.0	0.0	0.15523	0.10756	0.21221	0.0	0.0	0.0	0.0	0.67194	0.0	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10791	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00664	0.0	0.03288	0.0	0.0	0.0	0.0	0.03124	0.0	0.0	0.0	0.0	0.0	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05804	0.81734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
