clade_name	NCBI_tax_id	TRAVELRES1	TRAVELRES10	TRAVELRES11	TRAVELRES12	TRAVELRES13	TRAVELRES14	TRAVELRES15	TRAVELRES16	TRAVELRES17	TRAVELRES18	TRAVELRES19	TRAVELRES2	TRAVELRES20	TRAVELRES21	TRAVELRES22	TRAVELRES23	TRAVELRES24	TRAVELRES25	TRAVELRES26	TRAVELRES27	TRAVELRES28	TRAVELRES29	TRAVELRES3	TRAVELRES30	TRAVELRES31	TRAVELRES32	TRAVELRES33	TRAVELRES34	TRAVELRES35	TRAVELRES36	TRAVELRES37	TRAVELRES38	TRAVELRES39	TRAVELRES4	TRAVELRES40	TRAVELRES41	TRAVELRES42	TRAVELRES43	TRAVELRES44	TRAVELRES45	TRAVELRES46	TRAVELRES47	TRAVELRES48	TRAVELRES49	TRAVELRES5	TRAVELRES50	TRAVELRES51	TRAVELRES52	TRAVELRES53	TRAVELRES54	TRAVELRES55	TRAVELRES56	TRAVELRES57	TRAVELRES58	TRAVELRES59	TRAVELRES6	TRAVELRES60	TRAVELRES61	TRAVELRES62	TRAVELRES63	TRAVELRES64	TRAVELRES65	TRAVELRES66	TRAVELRES67	TRAVELRES68	TRAVELRES69	TRAVELRES7	TRAVELRES70	TRAVELRES8	TRAVELRES9
s__Streptococcus_sanguinis	0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.00444	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.00247	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.00498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10398	0.0	0.25309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_paraphrohaemolyticus	0	0.0	0.0	0.0	0.0	5e-05	0.00407	0.0	0.0	0.0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.00074	0.00567	0.0	0.0	0.0	0.0	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.01808	0.0
s__Bacteroides_pectinophilus	0	0.0	0.0	0.0	0.0	0.0	0.74487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0174	0.0	0.46093	0.01063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32551	7.98614	0.00225	0.0	0.0	0.54417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0395	0.0	0.17737	0.0	0.0	0.0	0.71232	1.20786	0.0	0.0	0.0	0.0	0.20495	0.01543	0.0	0.00514	0.0
s__Haemophilus_pittmaniae	0	0.0	0.0	0.0	0.0	0.0	0.05171	0.00518	0.00377	0.01339	0.02662	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07915	0.01026	0.0	0.0	0.0	0.00213	0.0	0.0	0.0	0.0	0.0224	0.0	0.0	0.00483	0.0	0.00214	0.00696	0.05817	0.01466	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01614	0.00057	0.0176	0.01332	0.00456	0.0	0.04652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03185	0.0	0.02893	0.0	0.0
s__Bacteroides_sp_OM08_11	0	0.0	0.0	0.0	0.0	0.0	0.04706	0.0	0.0	0.0	0.0	0.0	0.0	0.03571	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	2.14168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parahaemolyticus	0	0.0	0.0	0.0	0.0	0.0	0.01051	0.0	0.0	0.0	0.0	0.0	0.0	0.01105	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.00167	0.0235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.01078	0.0	0.8904	0.0
s__Eubacterium_coprostanoligenes	0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.03201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_563	0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05
s__Lactobacillus_delbrueckii	0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0061	0.0	0.0	0.0	7e-05	0.02945	0.0	0.00367	0.0	0.0	0.00115	0.0	0.00113	0.0	0.0	0.01107	0.0	0.0	0.0	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.00975	0.0	0.0	0.0	0.0	0.0	0.00417	0.0	0.00065	0.08203	0.0252	0.01802	0.0	0.0	0.0	0.0	0.0	0.07881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01051	0.01083	0.01822	0.0
s__Bacteroides_plebeius	0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	1.06072	0.11768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17071	0.0	0.05559	0.45215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49115	10.30489	0.00239	0.00752	16.56476	6.07111	20.23765	23.36421	0.05083	0.00021	0.0	0.0	0.0	0.0	0.00918	13.69203	0.04227	16.25992	31.8776	0.0	0.00098	0.0	12.3739	14.77818	0.58972	1.65436	0.0	0.0	9e-05	5e-05	25.5091	5.11741	21.24728	16.61246	0.0
s__Alistipes_timonensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.22198	0.67901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.00376	0.00628	0.00658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00196	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.05784	0.00058	0.0	0.0	0.0	0.0	0.0	0.46777	0.01184	0.01159	0.05859	0.0	0.0	0.0	0.0	0.0	0.09545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00878	0.01324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.03609	0.00055	0.0	0.0	0.0	0.0	0.0
s__Monoglobus_pectinilyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.05417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.00199	0.0	0.0	0.06241	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01041	0.0	0.02829	0.00619	0.0	0.21754	0.09212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00685	0.08495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Staphylococcus_aureus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Campylobacter_concisus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.00022	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.00163	0.0	0.0	0.0	0.0033	0.0028	0.0	0.0	0.0	0.0	0.0	0.0003	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01177	0.0	0.0	0.0	0.0	0.0	0.00946	0.0
s__Aggregatibacter_aphrophilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_eggerthii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16506	0.19534	0.00226	1.17498	0.0	0.0	0.01881	0.0	0.0	0.0	0.0	7.08106	7.60093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38766	1.3469	7e-05	0.0	0.4694	1.71246	0.0	0.17735	0.0	0.0	0.0	0.0	0.0	1.59104	0.0034	0.00103	0.14702	0.0	1.18576	0.48272	1.55119	1.80353	0.0	0.0	0.0	0.0	0.19669	0.02345	2.15789	0.0	2.11685	0.0	0.0
s__Roseburia_sp_CAG_303	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42949	0.02829	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.07198	0.0776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29235	0.0	0.87351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54982	0.79328	0.86123	0.0	0.0	0.08342	1.22751	2.76794	0.0	0.0	0.0	0.0	0.0	0.0	0.00847	0.0	0.00674	0.00464	0.0	0.0	0.0	1.62937	0.97225	0.0	0.0	0.0	0.0	0.0	2.05749	2.76458	4.03994	0.22304	0.0	0.07647	0.0	0.0	0.04668	0.22071	1.22834	0.0	0.0	0.0	0.0	1.93848	0.6693	0.0	0.0	4.36716	1.31952	3.73191	0.07473	0.06714	0.0	0.0	0.0	0.0	0.50154	0.61429	2.13087	0.19836	2.25033	0.08077	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80915	0.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78487	0.06085	0.0	0.23882	0.0	0.0	0.69826	0.0	1.14625	0.48206	0.23529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04645	0.0	0.0	0.33957	0.51682	0.25646	0.87727	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eggerthella_lenta	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00796	0.0	0.0	0.01439	0.0	0.0	0.04011	0.09312	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.01267	0.03439	0.01546	0.02221	0.0	0.0	0.00626	0.0	0.00043	0.00122	0.0	0.0	0.0	0.01087	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.00935	0.00359	0.04026	0.06579	0.0038	0.00116	0.00786	0.0	0.0	0.02713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0
s__Hafnia_alvei	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_durans	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.00086	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01033	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sp_CAG_443	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.66215	1.03586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28191	2.60019	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_braakii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sp_OM05_12	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20135	0.37127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_clara	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00858	0.01211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03575	0.0	0.07099	0.0	0.0	0.00699	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04392	0.08305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_disporicum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.00086	0.02916	0.0	0.0	0.00327	0.0	0.0	0.0	0.02033	0.03254	0.02419	0.00034	0.0	0.04542	0.0	0.00488	0.0	0.00088	0.0	0.00099	0.00065	0.0036	0.00488	0.0	0.04181	0.0	0.00774	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.00359	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.00115	0.00551	0.00519	0.0	0.15494	0.0
s__Dialister_succinatiphilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00708	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02359	0.0	0.97721	0.02802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27042	0.38129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03708	0.0	0.01755	0.0
s__Citrobacter_youngae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_intermedia	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Porphyromonas_endodontalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.01375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_curvatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerofustis_stercorihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parvimonas_micra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.00017	0.0	0.0	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_411	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07975	0.0	0.0	0.0	0.0057	0.0	0.0	0.0	0.0	0.00333	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_acidophilus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081	0.0	0.0	0.57976	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01411	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecichinchillae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_graevenitzii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Romboutsia_ilealis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.00235	0.0	0.0	0.0	0.0	0.00024	0.0	0.00351	0.00092	0.00068	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.00014	0.0	0.0	0.0	0.00274	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.01107	0.0	0.01372	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0028	0.00064	0.00073	0.0	0.0	0.0
s__Aggregatibacter_sp_oral_taxon_458	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
