clade_name	NCBI_tax_id	YEZ_BA1	YEZ_BA10	YEZ_BA11	YEZ_BA12	YEZ_BA13	YEZ_BA15	YEZ_BA16	YEZ_BA17	YEZ_BA18	YEZ_BA19	YEZ_BA2	YEZ_BA20	YEZ_BA21	YEZ_BA22	YEZ_BA3	YEZ_BA4	YEZ_BA5	YEZ_BA6	YEZ_BA7	YEZ_BA8	YEZ_N-1	YEZ_N-10	YEZ_N-11	YEZ_N-12	YEZ_N-13	YEZ_N-14	YEZ_N-15	YEZ_N-16	YEZ_N-17	YEZ_N-18	YEZ_N-19	YEZ_N-2	YEZ_N-20	YEZ_N-21	YEZ_N-22	YEZ_N-23	YEZ_N-24	YEZ_N-25	YEZ_N-26	YEZ_N-27	YEZ_N-28	YEZ_N-29	YEZ_N-3	YEZ_N-30	YEZ_N-31	YEZ_N-32	YEZ_N-33	YEZ_N-34	YEZ_N-35	YEZ_N-36	YEZ_N-37	YEZ_N-38	YEZ_N-39	YEZ_N-4	YEZ_N-40	YEZ_N-41	YEZ_N-42	YEZ_N-43	YEZ_N-44	YEZ_N-45	YEZ_N-46	YEZ_N-47	YEZ_N-48	YEZ_N-8	YEZ_N-9
s__Barnesiella_intestinihominis	0	0.0	0.0	0.01413	0.0	0.46574	0.0	3.24391	0.0	0.00575	0.016	2.71462	0.27093	0.12555	0.0128	0.60008	0.0	0.0117	0.31294	0.0	0.0	0.0	1.17352	0.0	0.0	0.0	0.48143	0.4127	0.0	0.0	0.04304	0.00846	0.0	1.06056	0.00594	0.0	0.0	0.0	0.0	0.0	0.89519	0.00332	0.0	0.1706	0.0	1.31264	0.58553	0.0	0.0	1.08767	0.0	0.00342	1.32902	0.0	0.0	0.14567	0.0	0.0	0.91592	0.04225	0.77509	0.04557	0.01139	0.0	0.0	0.0
s__Paraprevotella_clara	0	0.0	0.0	0.01239	0.0	0.03247	0.0	0.00902	0.0	0.0	0.00971	0.01081	0.0	0.04824	0.0	0.06106	0.03376	0.00223	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00557	0.0	0.0	0.00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03195	0.0	0.0	0.0	0.0	0.0	0.0	0.07186	0.05441	0.0	0.24785	0.0	0.00353	0.04578	0.0	0.0	0.0	0.01571	0.0	0.03074	0.0	0.00751	0.0	0.29395
s__Lactobacillus_murinus	0	0.0	0.0	0.00886	0.00509	0.0	0.0	0.0111	0.0	0.0	0.03955	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.0	0.0	0.00168	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.0	0.0	0.0	0.00757	0.0	0.0056	0.0	0.0	0.0	0.04218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01013	0.0163	0.0	0.0	0.0	0.0	0.0	0.03816	0.0	0.0	0.00046	0.0	0.05571	0.0	0.0	0.06479	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00505	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bicirculans	0	0.0	0.0	0.00047	0.0	0.06186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03255	0.0	0.05154	0.0	0.52014	0.0	0.01434	0.14017	0.00423	0.0	0.49593	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.00212	0.0	0.0	0.11353	0.0	0.00275	0.09926	0.0	0.0	0.0543	0.0	0.6083	2.33224	0.67673	0.0	0.05421	0.03268	0.0	0.17809	0.00092	0.14062	0.0	0.0	0.0	0.0	0.56088	0.03382	0.54704	0.01028	0.00721	0.0	0.0
s__Eubacterium_siraeum	0	0.0	0.0	0.00032	0.0	0.63698	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.31701	0.0	0.0	0.0	0.02332	0.0	0.91013	0.34487	0.0	0.10522	0.0	0.0	0.0	0.0	0.0	0.1193	0.0	0.0	0.11113	0.0	0.0	0.0	0.0	1.56919	0.00977	0.0	5.61496	0.0	0.0	0.03061	0.0	0.22102	0.0	0.0	0.0	0.0	0.46231	0.0	0.02224	0.02756	0.0	0.0	0.0	0.29193	0.0	0.0036	0.15614	0.0	0.0	0.0
s__Bacteroides_faecis	0	0.0	0.0	0.0	0.22495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05749	0.0	0.1358	0.04658	0.0	0.0	1.00105	0.0	0.0	0.0	0.0	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraburkholderia_tropica	0	0.0	0.0	0.0	0.1482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_ventriosum	0	0.0	0.0	0.0	0.0925	0.0234	0.0	0.0	0.05422	0.0	0.0	0.00773	0.0	0.0	0.0	0.0	0.00196	0.00999	0.03968	0.0	0.0	0.00313	0.0028	0.0	0.0	0.05761	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	0.0	0.0	0.34163	0.0023	0.02327	0.00933	0.00187	0.0	0.0	0.12526	0.00976	0.0	0.0	0.03053	0.0	0.0	0.0	0.0	0.0	0.04127	0.00036	0.0	0.0	0.0	0.1177	0.0	0.0	0.01327	0.0	0.0	0.00426	0.0	0.0
s__Neisseria_subflava	0	0.0	0.0	0.0	0.03044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0	0.0	0.0	0.02594	0.0	0.02229	0.0	0.0	0.0	0.0	0.0	0.04427	0.01729	0.00451	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.06462	0.0	0.0	0.0	0.20755	0.0	0.0	0.0	0.0	0.07924	0.0	0.0	0.00445	0.0	0.0	0.0	0.0	0.09328	0.72847	0.0	0.0	0.0	0.06206	0.01478	0.0	0.0	0.0	0.05435	0.0	0.0	0.04586	0.0	0.01589	0.0	0.0	0.97149	0.01876	0.04215	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_mortiferum	0	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04874	0.0	0.0	0.0	0.0	0.01813	0.0	5.13255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05422	0.0	0.0	0.0	0.0	0.0	0.36149	0.02976	0.0	6.96583	0.0	0.0	0.0	0.02719	0.91903
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.0	0.009	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.04503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_flavescens	0	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_cibaria	0	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_sputorum	0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprobacter_secundus	0	0.0	0.0	0.0	0.0017	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.02989	0.01284	0.0	0.0	0.00172	0.00082	0.01512	0.0	0.0	0.0	0.0	0.0	0.02675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_leptum	0	0.0	0.0	0.0	0.0	0.2961	0.0	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0111	0.0	0.0	0.00037	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00933	0.0	0.0	0.0	0.0	0.0	1.11227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00581	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_fluxus	0	0.0	0.0	0.0	0.0	0.18452	1.46368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.0	0.0	0.12279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10057	0.0	0.0	0.28953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20862	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0	0.0	0.0	0.0	0.0	0.04608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42445	0.0	0.0	0.0	0.0	0.0	0.0	2.80978	0.0	0.00134	0.02275	0.0	0.00102	0.00269	0.0	0.0	0.5548	0.02632	0.0	0.0	0.0	0.0	0.0	0.06479	0.0	0.0	0.0	0.0	0.0	0.0	0.40933	0.0	0.0	0.0	0.0	0.00124	0.0	19.24189	0.0	0.0	0.0	0.0	0.56677	0.0	0.0	0.0	0.0	0.0	1.76851	0.01045	0.00453	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.0	0.0	0.02839	0.0	0.0	0.0	0.0	0.0	0.0	0.04144	0.0	0.0	0.0	0.0	0.95385	0.0	0.0	0.0	0.0	0.21675	0.0	0.0	0.13218	0.0	0.0	0.0	0.0	0.0	0.00914	0.0	0.0	0.01708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07973	0.0	0.0	0.0	0.0	0.0	0.0	0.01914	0.0	0.83803	0.0	0.0	0.0	0.0	0.3489	0.01205	0.04604	13.29197	0.0	0.0	0.0
s__Holdemanella_biformis	0	0.0	0.0	0.0	0.0	0.01661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03565	0.0	0.0	0.0	0.0	0.04977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0
s__Ruminococcaceae_bacterium_D5	0	0.0	0.0	0.0	0.0	0.00731	0.0	0.02112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3217	0.00229	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.03032	0.01098	0.0	0.0	0.0	0.05076	0.0	0.0	0.02528	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.0	0.0	0.0	0.02001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotignum_lactatifermentans	0	0.0	0.0	0.0	0.0	0.0	0.01177	0.06723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01692	0.0	0.0	0.0	0.0	0.04201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14039	0.0	0.0	0.0	0.00168	0.0
s__Clostridium_asparagiforme	0	0.0	0.0	0.0	0.0	0.0	0.01011	0.10467	0.0	0.0	0.05233	0.0	0.00204	0.0	0.0	0.03662	0.00307	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.05613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01623	0.01484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01103	0.0	0.0	0.0	0.0	0.0
s__Holdemania_filiformis	0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.00316	0.0323	0.00225	0.00469	0.0	0.0	0.0	0.00252	0.0	0.0	0.00747	0.0	0.0	0.0	0.0052	0.0	0.00228	0.00826	0.0	0.0	0.0	0.0	0.0	0.00672	0.0	0.0026	0.0069	0.0	0.0	0.0	0.0	0.0	0.05049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.97224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.00678	0.0	1.56965	0.0	0.00296	0.00613	0.00979	1.10878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22122	0.0	0.02532	0.0	0.0	0.0	0.0
s__Lactobacillus_rogosae	0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08508	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_goldsteinii	0	0.0	0.0	0.0	0.0	0.0	0.0	3.3352	0.0	0.02296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05413	0.04865	0.00265	0.0	0.0	0.04249	0.0	0.0	0.0	0.4169	0.02404	0.0	0.0	0.0	0.0	0.0	0.19851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29485	0.00472	0.0	0.01403	0.09996	0.0	0.0	0.0	0.08256	0.0	0.0	0.01215	0.0	0.0	0.0	0.0	0.12928	0.01542	0.08852	0.0	0.00624	0.0	0.0	0.0
s__Alistipes_onderdonkii	0	0.0	0.0	0.0	0.0	0.0	0.0	1.57679	0.0	0.0072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0	0.0	0.0	0.0	0.0	0.0	0.0	1.11862	2.13001	0.0	0.0	0.0	0.0	0.0	0.02373	0.0	0.0	0.64594	0.0	0.55695	0.0	0.0	0.0	0.0	0.91002	1.47994	0.0	0.0	0.0	0.0	0.0	0.02344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50832	0.0	0.01331	3.06747	0.0	0.0	0.0	0.0	0.0	0.0117	0.49577	0.0	0.0	0.0	0.0	0.0	0.14683	3.57537	0.0	0.15245	0.25898	0.0	0.0	0.0
s__Oxalobacter_formigenes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.70866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.00033	0.24286	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.03025	0.0	0.0	0.09773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.17772	0.01231	0.0	0.0	0.0	0.0	0.0
s__Clostridium_saccharolyticum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.69456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hungatella_hathewayi	0	0.0	0.0	0.0	0.0	0.0	0.0	0.32482	0.0	0.0	0.0	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0155	0.0	0.01166	0.0	0.00752	0.0	0.00551	0.0	0.00901	0.0	0.0	0.0	0.0465	0.0	0.01265	0.03797	0.00094	0.0073	0.0	0.0	0.0	0.0	0.05268	0.0	0.0	0.0	0.00174	0.00062	0.0039	0.0	0.2327	0.0	0.0	0.0	0.0	0.0	0.19072	0.0	0.0	0.0	0.0	0.0	0.03322	0.0	0.0	0.0
s__Clostridiales_bacterium_1_7_47FAA	0	0.0	0.0	0.0	0.0	0.0	0.0	0.3126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.18495	0.0	0.0	0.0	0.09433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00397	0.0	0.0	0.0	0.02035	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.00282	0.0	0.0	0.0	0.00994	0.0	0.0	0.00217	0.0	0.0	0.0	0.22594	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enorma_massiliensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.15043	0.0	0.0	0.0	0.0	0.0	0.04388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_citroniae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1365	0.0	0.0	0.0	0.0	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.00918	0.0	0.0	0.0	0.01444	0.0	0.0023	0.00319	0.01536	0.0	0.0	0.0	0.03269	0.00207	0.01742	0.00426	0.00343	0.0187	0.0	0.00142	0.0	0.0	0.02	0.0	0.0	0.0035	0.0	0.00047	0.0	0.0	0.01113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_lavalense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.00347	0.02141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01699	0.0	0.0	0.0	0.0	0.0	0.0	0.08459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_fermentum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.08895	0.0	0.0	0.0	0.0967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Stoquefichus_sp_KLE1796	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0	0.0
s__Anaerotruncus_colihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06059	0.0	0.0	0.01952	0.0	0.00336	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.17931	0.0	0.0	0.0	0.0	0.0	0.09185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.05296	0.01248	0.00508	0.0	0.0	0.0	0.0	0.04257	0.0	0.0	0.0	0.01863	0.02366	0.0	0.0	0.00899	0.0	0.00081	0.01946	0.0	0.0	0.0	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03908	0.0	0.0	0.0	0.19841	0.0	0.0	0.0	0.00151	0.0	0.01147	0.0	0.00482	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.01092	0.0	0.0	0.0	0.00233	0.03371	0.00182	0.0	0.0	0.01122	0.0	0.0	0.0	0.00024	0.0	0.0	0.02014	0.0	0.0	0.0	0.0	0.0056	0.0	0.00192	0.00978	0.0	0.0	0.0	0.02674	0.0	0.0	0.0	0.0	0.0	0.0	0.0
