clade_name	NCBI_tax_id	GupDM_A_11	GupDM_A_15	GupDM_A1	GupDM_A10	GupDM_A12	GupDM_A13	GupDM_A14	GupDM_A2	GupDM_A3	GupDM_A4	GupDM_A5	GupDM_A6	GupDM_A7	GupDM_A8	GupDM_A9	GupDM_HAG	GupDM_HAH	GupDM_HAI	GupDM_HAJ	GupDM_HAK	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HBR	GupDM_HCL	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCU	GupDM_HCV	GupDM_HCY	GupDM_HDB	GupDM_HDF	GupDM_HP	GupDM_HR	GupDM_HS	GupDM_JA	GupDM_JB	GupDM_JC	GupDM_JD	GupDM_JE	GupDM_JG	GupDM_JH	GupDM_JI	GupDM_JJ	GupDM_JK	GupDM_JL	GupDM_JM	GupDM_JN	GupDM_JO	GupDM_JP
s__Ruminococcus_gnavus	0	0.0	0.0	0.4347	0.20001	2.17502	0.0	1.92142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32613	0.0	0.0	0.64193	0.0	0.54383	0.47184	0.0	0.0
s__Clostridium_clostridioforme	0	0.0	0.0	0.42482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_siraeum	0	0.0	0.0	0.40198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26545	0.0	0.04441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13622	1.19972	0.0	0.04353	0.0	1.56565	0.0	0.0	0.0	0.0	0.01479	0.0	3.38963	0.0	0.0	0.0	0.77347	0.0	0.0	0.0	0.0	1.30945	0.0	0.0	0.02021	0.0	0.55971	0.0	0.0	0.0	0.66825
s__Roseburia_hominis	0	0.0	0.0	0.39178	0.24174	0.0	2.57741	0.0	0.0	0.0	0.08631	0.0	0.93081	0.99253	0.0	0.0	0.0	0.0	0.04632	0.0	0.0	0.0	0.0	0.0763	0.0	0.0	0.0	0.0	0.08257	0.0	0.21297	0.0263	0.0	0.19454	0.57117	2.06063	0.37349	0.0	0.0	0.0	0.0	0.10589	0.01788	0.13245	0.0	0.0	0.0	0.08768	0.0	0.0	0.0	0.0	0.0	0.05238	0.0	0.0	0.0	0.0	0.0	0.09599	0.02039
s__Streptococcus_salivarius	0	0.0	0.0	0.36931	2.8124	0.0	0.02935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06012	0.0	0.01251	0.0	0.0	0.0	0.0	0.0	0.02832	0.01587	0.12748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11239	0.0	0.0	0.00469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23106
s__Clostridium_bolteae	0	0.0	0.0	0.33633	0.15533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44189	0.37649	0.0	0.0	0.0	0.25238	0.28044	0.0	0.0	0.19342	0.22454	0.20475	0.0
s__Lactobacillus_fermentum	0	0.0	0.0	0.30571	2.10655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_hylemonae	0	0.0	0.0	0.2735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_youngae	0	0.0	0.0	0.26307	0.22759	0.0	1.83598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04547
s__Alistipes_shahii	0	0.0	0.0	0.20772	0.0	0.0	0.0	0.27459	0.84042	0.02515	0.23501	0.11448	1.33287	0.10785	0.0	0.0	0.0	0.0	0.0	0.09616	0.0	0.0	0.21594	0.3038	0.0	0.01704	0.0	0.0	0.0024	0.0	0.00126	0.01767	0.0	2.04451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15373	0.11812	0.04137	0.13447	0.0	0.09737	0.13448	0.03849	0.16642	0.0	0.19841	0.21754	0.15213	0.06972
s__Gemmiger_formicilis	0	0.0	0.0	0.19565	1.12779	0.0	0.0	0.0	0.0	0.10923	0.12617	0.0	0.13273	0.0088	0.0	0.0	0.0	0.0	0.01271	0.0	0.0	0.00633	0.15339	0.0	0.00813	0.0	0.0	0.0	0.0256	0.0	0.0	0.24602	0.04871	0.08185	0.10177	0.0	0.0	0.0	0.0	0.05102	0.0	0.03705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0	0.0	0.0	0.16763	0.0	0.0	0.0	0.98486	0.0	0.0	0.0	0.0	4.6248	0.0	0.0	0.0	0.0	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17436	0.0	0.05619	0.0	0.0	0.00442	0.0	0.0	0.0	0.0	1.16475	0.00589	0.0	0.51992	0.0	0.48583	0.48878	0.00427	0.0
s__Veillonella_sp_CAG_933	0	0.0	0.0	0.15433	0.0	0.0	0.0	0.94749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44612	0.0	0.0	0.59518	0.0	0.39667	0.48045	0.0	0.0
s__Rothia_mucilaginosa	0	0.0	0.0	0.13421	0.96225	0.07875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteobacteria_bacterium_CAG_139	0	0.0	0.0	0.11702	0.29257	0.0	0.30119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_aerogenes	0	0.0	0.0	0.10765	0.146	0.15231	0.64401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.0	0.0	0.10129	0.37455	0.82348	0.2968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04326	0.0	0.07661	0.0	0.0	0.0	0.03676	0.26852	0.01977	0.36969	0.20398	0.0	0.0	0.0	0.03629	0.0	0.0	0.01016	0.0	0.0	0.0	0.0	0.05366	0.0	0.0425	0.62387	0.0	0.0	0.06256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_amalonaticus	0	0.0	0.0	0.07983	0.0	0.0	0.93122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_innocuum	0	0.0	0.0	0.07634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas_media	0	0.0	0.0	0.07234	0.0	0.0	0.7216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Agathobaculum_butyriciproducens	0	0.0	0.0	0.07018	0.07375	0.0	0.0	0.02192	0.0	0.0	0.02982	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.01284	0.29138	0.18803	0.00617	0.0	0.0	0.0	0.0	0.0	0.0	0.34318	0.0	0.29942	0.0	0.0	0.0	4.51517	0.01982	0.0	0.12665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09201	0.06315	0.0	0.0	0.0	0.03783	0.0	0.0	0.0	0.0	0.11591
s__Haemophilus_sp_HMSC71H05	0	0.0	0.0	0.06761	0.36112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08019	0.0	0.0	0.0	0.0	0.0	0.01204	0.0	0.06407	0.0	0.03108	0.0	0.0	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33613	0.0	0.00876	1.14923	0.0	0.0	0.02568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_catenulatum	0	0.0	0.0	0.06319	0.0	0.01174	0.42667	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.01335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01625	0.0	0.0	0.0	0.0	0.0	0.0	0.0856	0.0	0.0	0.49771	0.07677	0.0	0.01416	0.0	0.00886	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.0	0.0
s__Allisonella_histaminiformans	0	0.0	0.0	0.05987	0.0	0.0	0.0	0.4898	0.0	0.0	0.0	0.0	0.0	0.02608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7087	0.0	0.0	0.3342	0.0	0.31548	0.28251	0.0	0.0
s__Klebsiella_michiganensis	0	0.0	0.0	0.05588	0.0	0.0	0.56248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_180	0	0.0	0.0	0.05563	0.44881	0.0	0.0	0.0	13.61307	0.49494	23.81583	16.23956	0.0	0.0	0.0	0.0	0.94927	0.0	0.08159	0.0	0.0	4.21894	0.0	0.0	0.0	0.0	0.0	0.54938	0.0	0.0	1.27782	0.2668	0.0	5.77301	0.0	3.05974	0.0	0.0	0.0	0.0	0.0	0.0	1.65593	0.0	0.51716	2.55447	0.0	1.30126	0.0	0.0	4.15794	13.6355	0.0	0.74726	0.0	1.71125	0.0	0.0	0.0	0.81103	8.22251
s__Citrobacter_portucalensis	0	0.0	0.0	0.05367	0.0	0.0	0.45658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_pasteurii	0	0.0	0.0	0.04794	0.0	0.0	0.22249	0.0	0.0	0.0	0.0	0.0	0.0	0.98138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_salivarius	0	0.0	0.0	0.0473	0.35212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis_CAG_32	0	0.0	0.0	0.04395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_confusa	0	0.0	0.0	0.04245	0.32626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05463	0.0	0.10861	0.0	0.0	0.0	0.0	0.0	0.0	0.08978	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_obeum	0	0.0	0.0	0.03835	0.26509	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.03059	0.0	0.0	0.0	0.46663	0.33325	0.0	0.25703	0.0	0.0	0.0	0.0	0.0	0.0	0.23779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_sp_T11011_6	0	0.0	0.0	0.03147	0.02811	0.03619	0.15199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteus_mirabilis	0	0.0	0.0	0.02969	0.0	0.0	0.27553	0.0	0.0	0.0	0.0	0.0	0.0	0.31657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kluyvera_georgiana	0	0.0	0.0	0.02647	0.02327	0.0	0.14291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_producta	0	0.0	0.0	0.02599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.02091	0.0	0.0	0.15972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82918	0.0	0.0	0.0	0.0	0.14409	0.0	0.09047	0.0	0.0	0.04495	0.0	0.14081	0.0	0.0	0.0	0.0	0.0	0.0	0.13254	0.11378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11419	0.0	0.0	0.0	0.0	0.0	0.69126	0.01688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25666
s__Enterobacter_bugandensis	0	0.0	0.0	0.02073	0.10547	0.0	0.03746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46488	0.0	0.13125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bilophila_wadsworthia	0	0.0	0.0	0.01971	0.0	0.0	0.14471	0.0	0.0	0.04489	0.0	0.07835	0.05274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32367	0.16072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14841	0.0	0.0	0.00656	0.01477	0.14495	0.0	0.0	0.0	0.00966	0.09448
s__Eggerthella_lenta	0	0.0	0.0	0.01929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rothia_dentocariosa	0	0.0	0.0	0.01745	0.17596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caecimuris	0	0.0	0.0	0.01477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_251	0	0.0	0.0	0.01468	0.12234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05731	0.0	0.15669	0.0	0.0	0.90553	0.04252	2.03714	1.56672	0.0	0.0	0.60213	0.0	0.0	0.0	0.4977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemella_haemolysans	0	0.0	0.0	0.01457	0.13737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sp_CAG_530	0	0.0	0.0	0.01298	0.0	0.0	0.0	0.12157	0.0	0.0	0.0	0.69679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27253	0.0	0.0	1.03929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24048	0.47122	0.0	0.0	0.51138	0.0	0.35893	0.08355	0.0	1.08769	0.02145	0.45528	0.01927	0.03083	0.0	0.22871
s__Lactobacillus_vaginalis	0	0.0	0.0	0.0123	0.0	0.0	0.0	0.08532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14495	0.0	0.0	0.07834	0.0	0.04476	0.01695	0.0	0.0
s__Clostridium_asparagiforme	0	0.0	0.0	0.01104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_clara	0	0.0	0.0	0.01035	0.0	0.0	0.0	0.05727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05037	0.0	0.0	0.00549	0.0	0.0146	0.00707	0.0	0.0
s__Gemella_sanguinis	0	0.0	0.0	0.0098	0.08541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusicatenibacter_saccharivorans	0	0.0	0.0	0.00965	0.0	1.16192	0.03612	0.0	0.0	0.0	0.00655	0.01765	0.0	0.04767	0.0	0.92471	0.0	0.0	0.0	0.01048	0.0	0.0	0.01831	0.0	0.0	0.0	0.0	0.0	0.06378	0.0	0.0	0.00305	0.0	0.04804	0.24683	0.0	0.0	0.10829	0.0	0.0	0.0	0.08525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
