clade_name	NCBI_tax_id	wHAXPI032581-18	wHAXPI032582-19	wHAXPI032583-21	wHAXPI032584-22	wHAXPI032585-23	wHAXPI032586-25	wHAXPI032587-26	wHAXPI032588-27	wHAXPI032589-28	wHAXPI032590-29	wHAXPI032591-31	wHAXPI032592-32	wHAXPI032593-34	wHAXPI032594-36	wHAXPI032595-39	wHAXPI032596-40	wHAXPI032597-41	wHAXPI032598-42	wHAXPI032599-45	wHAXPI032600-47	wHAXPI032601-50	wHAXPI032602-54	wHAXPI032603-63	wHAXPI032604-74	wHAXPI032605-75	wHAXPI032606-80	wHAXPI032607-89	wHAXPI032608-111	wHAXPI032609-18	wHAXPI032610-19	wHAXPI032611-21	wHAXPI032612-22	wHAXPI032613-23	wHAXPI032614-24	wHAXPI032615-25	wHAXPI032616-26	wHAXPI032617-27	wHAXPI032618-28	wHAXPI032619-29	wHAXPI032620-32	wHAXPI032621-34	wHAXPI032622-36	wHAXPI032659-39	wHAXPI032660-40	wHAXPI032661-41	wHAXPI032662-42	wHAXPI032663-45	wHAXPI032696-31	wHAXPI032697-24	wHAXPI032780-47	wHAXPI032781-50	wHAXPI032782-54	wHAXPI032783-63	wHAXPI032784-74	wHAXPI032785-75	wHAXPI032786-80	wHAXPI032787-89	wHAXPI032788-111	wHAXPI032789-18	wHAXPI032790-19	wHAXPI032791-21	wHAXPI032792-22	wHAXPI032793-23	wHAXPI032794-24	wHAXPI032795-25	wHAXPI032796-26	wHAXPI032797-27	wHAXPI032798-28	wHAXPI032799-29	wHAXPI032800-31	wHAXPI032801-32	wHAXPI032802-34	wHAXPI032803-36	wHAXPI032804-39	wHAXPI032806-41	wHAXPI032807-42	wHAXPI032808-45	wHAXPI032809-47	wHAXPI032810-50	wHAXPI032811-54	wHAXPI032812-63	wHAXPI032813-74	wHAXPI032814-75	wHAXPI032815-80	wHAXPI032816-89	wHAXPI032817-111	wHAXPI033593-26	wHAXPI033594-31	wHAXPI033598-32	wHAXPI033601-28	wHAXPI033605-29	wHAXPI033606-30	wHAXPI033608-27	wHAXPI033632-52	wHAXPI033633-76	wHAXPI033634-77	wHAXPI033635-78	wHAXPI033636-79	wHAXPI033788-13	wHAXPI033789-15	wHAXPI033790-16	wHAXPI033791-18	wHAXPI033792-19	wHAXPI033793-20	wHAXPI033794-21	wHAXPI033795-22	wHAXPI033796-23	wHAXPI033810-24	wHAXPI033811-25	wHAXPI033812-26	wHAXPI033813-27	wHAXPI033814-28	wHAXPI033815-29	wHAXPI033816-30	wHAXPI033817-31	wHAXPI033818-32	wHAXPI033819-34	wHAXPI033820-35	wHAXPI033821-36	wHAXPI033822-39	wHAXPI033823-40	wHAXPI033824-41	wHAXPI033825-42	wHAXPI033826-45	wHAXPI033827-47	wHAXPI033828-50	wHAXPI033829-54	wHAXPI033830-58	wHAXPI033831-59	wHAXPI033832-61	wHAXPI033833-63	wHAXPI034447-36	wHAXPI034448-37	wHAXPI034449-39	wHAXPI034450-40	wHAXPI034451-47	wHAXPI034452-50	wHAXPI034453-52	wHAXPI034454-53	wHAXPI034455-54	wHAXPI034456-57	wHAXPI034457-58	wHAXPI034458-59	wHAXPI034459-60	wHAXPI034460-61	wHAXPI034461-62	wHAXPI034462-63	wHAXPI034463-68	wHAXPI034464-70	wHAXPI034465-71	wHAXPI034466-72	wHAXPI034467-73	wHAXPI034468-74	wHAXPI034918-16	wHAXPI034919-17	wHAXPI034920-8	wHAXPI034921-9	wHAXPI034922-11	wHAXPI034923-12	wHAXPI034924-13	wHAXPI034925-14	wHAXPI034926-15	wHAXPI037144-8	wHAXPI037145-9	wHAXPI037146-11	wHAXPI037147-12	wHAXPI043592-8	wHAXPI043593-9	wHAXPI043594-11	wHAXPI047830-11	wHAXPI048670-90
s__Agathobaculum_butyriciproducens	0	0.03573	0.01096	0.49521	0.01159	0.11758	0.02708	0.07357	0.02324	0.04171	0.00048	0.11643	0.01311	0.14643	0.02668	0.0	0.03466	0.049	0.01275	0.08691	0.03751	0.0433	0.11292	0.15382	0.02983	0.01762	0.09572	0.07355	0.01333	0.10104	0.03724	0.05222	0.08361	0.00017	0.0	0.06685	0.04348	0.06775	0.03733	0.05832	0.03388	0.00792	0.03884	0.40961	0.0	0.00226	0.04608	0.01149	0.04106	0.07479	0.0266	0.0	0.13001	0.17911	0.02461	0.15565	0.08705	0.03582	0.05306	0.0	0.40017	0.22212	0.00109	0.01385	0.19804	0.0466	0.00603	0.00796	0.01221	0.07288	0.23644	0.03469	0.05729	0.0	0.0	0.03567	0.05938	0.09781	0.2072	0.38008	0.11363	0.39844	0.12545	0.04007	0.19617	0.88713	0.1161	0.0	0.06039	0.17016	0.01139	0.16699	0.05102	0.09201	0.04436	0.03088	0.0	0.30571	0.05276	0.41785	0.1682	0.14741	0.13523	0.06514	0.08229	0.01388	0.03556	0.11128	0.23793	0.0519	0.13401	0.10267	0.0021	0.03675	0.0	0.02033	0.22757	0.12782	0.09488	0.54233	0.08995	0.15616	0.03375	0.40549	0.07248	0.01557	0.01363	0.08953	0.18592	0.04259	0.27519	0.01014	0.04722	0.17199	0.07136	0.32325	0.05614	0.17971	0.14397	0.01097	0.0147	0.44827	0.02764	0.09861	0.12798	0.01857	0.0	0.0208	0.0	0.0243	0.00331	0.00918	0.06707	0.04776	0.05582	0.05008	0.0	0.06105	0.0	0.0068	0.03567	0.07572	0.05797	0.01031	0.0674	0.036	0.15904	0.01332	0.05388	0.05779	0.25469	0.01331
s__Bacteroides_salyersiae	0	0.03079	0.0	1.01245	0.0	0.05543	0.0	0.0	0.0	0.00013	0.41843	0.0	0.0	0.0	0.0	0.0	0.0	0.61258	0.0	0.0	0.0	0.00305	0.15854	0.92883	0.00139	0.0	0.50156	0.16018	0.00098	0.00167	0.0013	0.00129	0.19593	0.00553	0.00809	0.00649	0.01961	0.23859	3.22147	0.01181	0.32825	1.03276	0.0	0.0	0.0	0.0	0.0	0.00149	0.00286	0.0	0.0	0.0	0.0	0.0	0.06637	0.00314	1.06999	0.00248	0.00328	0.06575	0.00368	0.0029	0.0017	0.0044	0.01122	0.0193	0.00175	0.00073	0.0	0.0	0.0	0.01341	0.0	0.0	0.0	0.0	0.71472	0.0	0.0	0.0	0.0	0.00042	0.0002	0.0	0.0	0.00013	0.0	0.0	0.0	0.38543	0.00771	0.04261	0.0	0.0	0.18182	0.0	0.0	0.0	0.0	0.79097	0.0	0.0	0.0	0.0	1.57123	0.01076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14868	0.0	0.0	0.0	0.0	0.05849	0.0	0.00362	0.21189	0.0	0.46546	0.07705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58724	0.0	0.03741	0.1191	0.0	0.0	0.0	0.41874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03705	0.12593	0.0	0.0	0.0	0.11189	0.02346	0.0	0.12845	0.0	0.45046	0.00014	0.00109	0.0058	0.37091	0.00015	0.0017	0.00077	0.001	0.22426	0.0	0.03915	0.0	0.0297
s__Bacillus_cereus_group	0	0.0303	0.0048	0.01164	0.00344	0.03752	0.01265	0.03382	0.0451	0.00256	0.01439	0.03697	0.01158	0.06965	0.01478	0.01583	0.02479	0.0069	0.06177	0.227	0.01732	0.01871	0.03602	0.0093	0.02938	0.01656	0.05099	0.02495	0.0528	0.02692	0.02065	0.0486	0.11599	0.04168	0.01346	0.07427	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.01467	0.0	0.0	0.0	0.0	0.00171	0.03633	0.00058	0.00341	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.00141	0.01576	0.00329	0.0	0.0	0.01443	0.01916	0.0	0.0	0.0	0.0	0.01101	0.0	0.0	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02224	0.0	0.0	0.00446	0.0	0.0	0.00181	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04053	0.00308	0.0028	0.00109	0.0	0.0	0.01785	0.0
s__Dorea_formicigenerans	0	0.02868	0.0	0.09089	0.00666	0.06457	0.01104	0.05963	0.02165	0.00148	0.03192	0.11171	0.05021	0.19703	0.05963	0.0	0.01829	0.0459	0.00848	0.0368	0.04631	0.03699	0.0	0.0968	0.03756	0.06497	0.06055	0.06025	0.01191	0.07112	0.06063	0.0	0.0924	0.00985	0.0	0.14948	0.15324	0.22858	0.04604	0.05939	0.04934	0.05351	0.04216	0.22654	0.0693	0.03823	0.02728	0.00977	0.02354	0.04703	0.02988	0.0	0.02652	0.03333	0.04115	0.10872	0.06533	0.23654	0.00665	0.00297	0.16536	0.0016	0.00242	0.01737	0.43886	0.18309	0.01254	0.01517	0.04329	0.12273	0.19269	0.03127	0.0	0.0	0.11205	0.08124	0.03708	0.0002	0.04645	0.29337	0.10503	0.16034	0.11577	0.03778	0.39574	0.34503	0.05516	0.0	0.07438	0.05119	0.01175	0.07003	0.01716	0.04344	0.04013	0.05314	0.21391	0.11292	0.18158	0.0657	0.06676	0.0	0.06417	0.12908	0.0	0.01755	0.02043	0.33653	0.0925	0.19028	0.03642	0.35259	0.0	0.04264	0.0	0.02221	0.3319	0.20121	0.01656	0.02598	0.0064	0.04288	0.08001	0.04918	0.05763	0.02407	0.10183	0.09688	0.06703	0.06751	0.10665	0.05876	0.01329	0.08229	0.02126	0.13572	0.0167	0.06304	0.04097	0.02844	0.0141	0.0	0.11401	0.11065	0.11399	0.13173	0.0	0.08002	0.0	0.02743	0.03771	0.03393	0.13822	0.0054	0.06132	0.0	0.06441	0.0328	0.0	0.00543	0.06779	0.21572	0.03086	0.02993	0.56686	0.15391	0.15665	0.001	0.03032	0.13591	0.11058	0.13507
s__Clostridium_sp_CAG_58	0	0.02453	0.0	0.0	0.0	0.06375	0.0	0.0	0.0	0.0	0.00196	0.00121	0.00079	0.03938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31741	0.0	0.0	0.02916	0.0	0.0	0.0209	0.0	0.0	0.00892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01536	0.0	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.01082	0.03473	0.0	0.03699	0.0	0.0	0.04785	0.0	0.0	0.0	0.00259	0.0	0.0	0.0593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02096	0.0	0.0	0.0	0.0	0.0	0.0	0.01817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.06102	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02183	0.0	0.0
s__Bacteroides_fragilis	0	0.02439	0.0	0.0	0.0	0.00118	0.21105	0.00386	0.0	0.12074	0.01505	0.08185	0.00396	0.00798	0.00288	0.0	0.13275	0.26219	0.00295	1.33717	0.00368	1.32464	0.64726	0.00718	0.0	0.0	0.00739	0.0	0.00745	0.00281	0.03142	0.14238	0.11898	0.4252	0.0	0.00226	0.0	1.72624	0.57473	0.00688	0.0	0.00156	0.00944	0.41713	0.064	0.4689	0.01056	0.0083	0.19207	0.0	0.83336	0.00971	0.01024	0.49402	0.3799	0.01194	0.81859	0.00283	0.00478	0.01114	0.01167	1.32304	0.00217	0.00453	0.0054	0.00299	0.01526	0.02345	0.03602	0.05495	4.123	0.02355	0.94387	0.07058	6.85307	0.04946	0.06466	0.01816	0.42075	0.00923	0.16695	0.03108	0.00596	0.18779	0.49457	0.00928	6.35829	3.10391	0.01104	0.00878	0.00384	0.50872	0.01017	0.00366	0.07168	0.0	0.01112	0.21054	0.0	0.20971	0.16907	0.00607	0.48323	0.01856	0.0	0.00599	6.34803	0.00057	0.00274	0.0	0.0	1.27036	0.0	0.07129	0.12063	0.00032	0.00521	0.56475	0.02126	0.20413	0.0	0.0	0.0	0.0	0.10213	0.00202	0.27773	0.00275	1.03785	0.19063	0.0123	0.01714	0.0544	0.0	0.0	0.0	1.23964	1.35187	0.00286	0.00166	0.00434	0.0035	0.07597	0.02261	0.01793	0.01405	0.02472	0.13134	0.0	0.60282	0.43943	0.0	0.34704	0.01268	0.01394	0.23019	0.04309	1.38124	0.01034	1.16927	0.03129	4.88008	0.90431	0.02157	0.04372	0.82903	0.01698	0.0	0.0	0.0	0.30557	0.0
s__Intestinibacter_bartlettii	0	0.02304	0.0	0.0	0.0	0.0	0.0171	0.00598	0.02755	0.0	0.0	0.10043	0.01067	0.05305	0.00364	0.00116	0.00703	0.0	0.00021	0.01224	0.0	0.0	0.01806	0.03376	0.00182	0.0236	0.06851	0.00388	0.00223	0.0631	0.0	0.0399	0.00097	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.07632	0.00987	0.00205	0.14797	0.11655	0.0	0.05598	0.0	0.00041	0.0	0.06521	0.03806	0.0	0.0	0.00149	0.15821	0.01631	0.03782	0.00783	0.00987	0.39433	0.02039	0.00638	0.07623	0.04801	0.90946	0.01174	0.01459	0.00612	0.08097	0.41926	0.06409	0.05278	0.00083	0.09217	0.05044	0.00491	0.0	0.04924	0.065	0.01394	0.0	0.06837	0.0	0.17925	0.03307	0.00637	0.0	0.0	0.00059	0.0	0.00235	0.0	0.0	0.00398	0.0	0.06424	0.01765	0.04841	0.00383	0.0	0.00059	0.01521	0.09627	0.04138	0.0	0.00487	0.0	0.02458	0.00965	0.0	0.00212	0.0	0.02634	0.0	0.0	0.0	0.00127	0.0	0.0	0.01256	0.0	0.0	0.0	0.0	0.00388	0.0	0.02883	0.00634	0.0	0.00816	0.00821	0.0	0.00835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01657	0.06844	0.0	0.0	0.04657	0.02221	0.00175	0.0	0.0	0.05838	0.0021	0.0	0.0018	0.02664	0.0	0.02688	0.03637	0.00812	0.001	0.00268	0.0	0.0	0.0	0.04678	0.0	0.0	0.00141	0.00049	0.00232	0.0
s__Pyramidobacter_piscolens	0	0.02018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.00812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.01688	0.0	0.0	0.00725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.06211	0.0	0.0	0.05358	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicibacter_sanguinis	0	0.01854	0.0	0.0	0.0	0.0	0.0	0.01314	0.0	0.0	0.0	0.0454	0.0231	0.06448	0.00052	0.00046	0.00543	0.0	0.03731	0.06353	0.0	0.0	0.00144	0.01507	0.0	0.00443	0.05868	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03801	0.0	0.0	0.0336	0.0	0.0	0.0	0.0	0.02731	0.0	0.0	0.0	0.00165	0.0	0.00283	0.00085	0.0	0.01568	0.00025	0.0	0.26903	0.00132	0.0132	0.01677	0.26944	0.13034	0.00275	0.00229	0.00038	0.01135	0.0	0.00655	0.0	0.0	0.0	0.01044	0.01284	0.0	0.04274	0.16137	0.0	0.0	0.0	0.00903	0.10937	0.00902	0.0	0.0	0.00686	0.0	0.0	0.00054	0.00277	0.0	0.00192	0.00598	0.00631	0.0	0.164	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0	0.00024	0.02642	0.02991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0	0.0	0.0	0.05785	0.00087	0.01892	0.0	0.0	0.0	0.00247	0.00018	0.0	0.0	0.0	0.01637	0.0	0.0	0.0	0.11713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.01461	0.05207	0.02037	0.03109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009
s__Clostridium_sp_CAG_253	0	0.01765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.1249	0.0	0.0	0.00357	0.0	0.0	0.39026	0.0	0.0	0.0	0.0	0.02032	0.0	0.0	0.04672	0.09305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00394	0.0	0.0	0.0	0.0	0.0	0.21003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.02245	0.0	0.0	0.0	0.0	0.08266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51192	0.0	0.0	0.0	0.0	0.0	0.05917	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.28181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02174	0.05145	0.0	0.0	0.12221	0.0	0.0	0.0	0.03047
s__Butyricimonas_virosa	0	0.01626	0.0	0.0	0.0	0.06045	0.18268	0.03565	0.0	0.0	0.0	0.05056	0.00558	0.05231	0.0	0.0	0.17281	0.0	0.02389	0.0	0.74857	0.0	0.01922	0.02643	0.13095	0.0	0.14745	0.01075	0.01976	0.01465	0.0	0.0	0.00813	0.0	0.00024	0.00047	0.0235	0.50391	0.0	0.18048	0.16853	0.04607	0.0	0.01779	0.22179	0.0	0.0	0.00335	0.0	0.07509	0.0	0.0	0.07054	0.0	0.0	0.0	0.11532	0.0	0.0	0.0	0.0	0.0	0.0	0.05269	0.00667	0.0	0.19778	0.17033	0.01128	0.38286	0.0	0.05414	0.0	0.0	0.0	0.33275	0.41315	0.0	0.0	0.00328	0.0	0.0	0.19773	0.0	0.0	0.0	0.0	0.0	0.15066	0.03933	0.0	0.00691	0.0	0.0	0.3951	0.02965	0.00281	0.14291	0.0	0.0	0.64552	0.0	0.0	0.24927	0.0043	0.0	0.0	0.0	0.09926	0.0	0.0	0.00431	0.0	0.03661	0.0	0.0	0.0	0.0	0.00166	0.0	0.01143	0.0	0.0923	0.0	0.13564	0.11252	0.0	0.4127	0.0	0.0	0.0	0.05257	0.0	0.08648	0.0	0.00198	1.66401	0.00685	0.07719	0.01128	0.01176	0.0	0.0	0.0	0.15423	0.05913	0.0	0.12248	0.0	0.00564	0.0	0.0	0.08988	0.08973	0.13346	0.0	0.0	0.02	0.0	0.0431	0.0	0.0	0.00552	0.2077	0.0	0.0	0.0	0.07818	0.0	0.0	0.0	0.00047
s__Eubacterium_ramulus	0	0.01478	0.0	0.02969	0.0	0.05979	0.00509	0.00047	0.00183	0.00686	0.01097	0.00943	0.01997	0.03519	0.00642	0.0	0.0	0.02297	0.0014	0.03261	0.04087	0.01068	0.0	0.18972	0.00783	0.0	0.04198	0.0	0.01696	0.0256	0.02177	0.0	0.03686	0.01637	0.0	0.02331	0.04991	0.06315	0.0	0.06614	0.00578	0.0538	0.03144	0.15766	0.0	0.01244	0.00923	0.0016	0.0138	0.01528	0.01443	0.0	0.02789	0.08096	0.1502	0.08918	0.01155	0.15327	0.0062	0.0	0.0	0.0	0.00026	0.00383	0.37276	0.04164	0.00523	0.00508	0.00489	0.01028	0.01479	0.00291	0.0389	0.0	0.0	0.03807	0.00509	0.0	0.00349	0.24155	0.02784	0.06347	0.0413	0.00502	0.0	0.11837	0.0	0.0	0.03126	0.01675	0.02392	0.04169	0.0	0.0	0.01094	0.0	0.0	0.11838	0.00641	0.02983	0.0	0.0	0.03017	0.04083	0.26065	0.0065	0.00219	1.41833	0.06223	0.00063	0.01227	0.04077	0.0	0.04438	0.0	0.00748	0.06786	0.04745	0.00293	0.0051	0.01221	0.03313	0.0	0.02683	0.00857	0.00732	0.00956	0.02454	0.00597	0.03277	0.06674	0.01401	0.03499	0.16762	0.00544	0.10731	0.0	0.09793	0.0265	0.01443	0.00666	0.0	0.02567	0.03945	0.11406	0.07208	0.67715	0.07025	0.0	0.05418	0.00298	0.00347	0.076	0.00782	0.01303	0.0	0.0	0.01692	0.0	0.00302	0.0103	0.23106	0.01804	0.02154	0.15468	0.0	0.0	0.00135	0.00331	0.00673	0.06046	0.02861
s__Coprococcus_catus	0	0.01369	0.0	0.0	0.0	0.04422	0.0403	0.04735	0.07916	0.00018	0.0144	0.01201	0.02002	0.18747	0.03573	0.0	0.02988	0.05956	0.01547	0.0189	0.12262	0.18077	0.0014	0.0482	0.03996	0.08113	0.06291	0.0	0.04031	0.12513	0.06319	0.0	0.07116	0.05525	0.0	0.04936	0.01457	0.10188	0.05442	0.05557	0.00694	0.06554	0.00691	0.00447	0.08393	0.0	0.0	0.00557	0.02319	0.07765	0.05519	0.0	0.01311	0.01697	0.02966	0.08522	0.06996	0.0	0.00257	0.00319	0.00104	0.00114	0.00355	0.02509	0.80261	0.4759	0.01364	0.01281	0.15174	0.13924	0.00305	0.02504	0.0	0.0	0.0	0.05957	0.01213	0.0	0.01742	0.25307	0.09294	0.06658	0.10292	0.03596	0.0	0.0	0.17983	0.0	0.1548	0.1621	0.0111	0.05351	0.00486	0.0	0.0656	0.03097	0.0	0.00164	0.1604	0.18347	0.0	0.04538	0.0	0.16666	0.0	0.01687	0.0	0.19065	0.02607	0.0	0.0	0.19477	0.0	0.04178	0.0	0.02421	0.13088	0.02296	0.01346	0.04289	0.01106	0.14075	0.02227	0.0	0.01046	0.0	0.00239	0.02718	0.04361	0.01461	0.0	0.00419	0.0577	0.26439	0.03656	0.04428	0.0173	0.01407	0.01779	0.03557	0.00557	0.0	0.03437	0.0	0.00679	0.08785	0.65617	0.0	0.0	0.04415	0.00129	0.04058	0.53546	0.01499	0.04029	0.0	0.00039	0.05617	0.0	0.00419	0.0	0.06753	0.0	0.13519	0.20608	0.23262	0.0	0.00301	0.00889	0.004	0.03015	0.347
s__Bacteroides_clarus	0	0.01323	0.0	0.16724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.10963	0.00052	0.0	0.0008	0.0	0.0	0.0	1.58756	0.04563	0.0	0.0	0.00695	0.0	0.0	0.0	0.0	0.02798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.00054	0.0	0.00029	0.0038	0.0	1.28342	0.0	0.03632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52003	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00604	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.0	0.0	0.0	0.0	0.0473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00685	0.0	0.08782	0.0	0.0	0.0	0.0	0.0	0.0	0.00582	0.0	0.0	0.0	0.03573	0.0	0.0	0.0	0.0
s__Ruminococcus_lactaris	0	0.0127	0.0	0.0	0.0	1.44375	0.0	0.0	0.02262	0.0353	0.0	0.0	0.34759	0.0	0.28487	0.0	0.0	0.09182	0.0	0.0	0.07844	0.0	0.0	0.10805	0.0	0.0	0.31338	0.0	0.0	0.0	0.0	0.0	0.08003	0.00095	0.001	0.00047	0.50487	0.00417	0.00344	0.00031	0.21685	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	1.25153	0.0	0.0	0.0	0.0333	0.0	0.0	0.34703	0.03892	0.61414	0.01369	0.02457	4.74788	0.02181	0.01852	0.01101	0.99032	0.01443	0.0	0.0	0.0	0.02574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00739	0.0	0.33654	0.0	0.0	0.00041	0.0	0.12261	0.0	0.0	0.0	0.0	0.0	0.27074	0.0	0.07537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55343	0.0	0.0	0.0	0.0	0.04955	0.07955	0.26292	0.0	0.0	0.0	0.0	0.00689	0.06579	0.17635	0.0	0.0	0.0	0.0	0.0	0.0	0.22216	0.0	0.0	0.0	0.0	1.0949	0.0	0.0	0.0	0.0	0.0	0.0	1.091	0.02122	0.0	0.31593	0.0	0.01293	0.0	0.0	0.0	0.0	0.0	0.0	0.1396	0.0	0.0	0.00356	0.0	0.0	0.0	0.0
