clade_name	NCBI_tax_id	wHAXPI032581-18	wHAXPI032582-19	wHAXPI032583-21	wHAXPI032584-22	wHAXPI032585-23	wHAXPI032586-25	wHAXPI032587-26	wHAXPI032588-27	wHAXPI032589-28	wHAXPI032590-29	wHAXPI032591-31	wHAXPI032592-32	wHAXPI032593-34	wHAXPI032594-36	wHAXPI032595-39	wHAXPI032596-40	wHAXPI032597-41	wHAXPI032598-42	wHAXPI032599-45	wHAXPI032600-47	wHAXPI032601-50	wHAXPI032602-54	wHAXPI032603-63	wHAXPI032604-74	wHAXPI032605-75	wHAXPI032606-80	wHAXPI032607-89	wHAXPI032608-111	wHAXPI032609-18	wHAXPI032610-19	wHAXPI032611-21	wHAXPI032612-22	wHAXPI032613-23	wHAXPI032614-24	wHAXPI032615-25	wHAXPI032616-26	wHAXPI032617-27	wHAXPI032618-28	wHAXPI032619-29	wHAXPI032620-32	wHAXPI032621-34	wHAXPI032622-36	wHAXPI032659-39	wHAXPI032660-40	wHAXPI032661-41	wHAXPI032662-42	wHAXPI032663-45	wHAXPI032696-31	wHAXPI032697-24	wHAXPI032780-47	wHAXPI032781-50	wHAXPI032782-54	wHAXPI032783-63	wHAXPI032784-74	wHAXPI032785-75	wHAXPI032786-80	wHAXPI032787-89	wHAXPI032788-111	wHAXPI032789-18	wHAXPI032790-19	wHAXPI032791-21	wHAXPI032792-22	wHAXPI032793-23	wHAXPI032794-24	wHAXPI032795-25	wHAXPI032796-26	wHAXPI032797-27	wHAXPI032798-28	wHAXPI032799-29	wHAXPI032800-31	wHAXPI032801-32	wHAXPI032802-34	wHAXPI032803-36	wHAXPI032804-39	wHAXPI032806-41	wHAXPI032807-42	wHAXPI032808-45	wHAXPI032809-47	wHAXPI032810-50	wHAXPI032811-54	wHAXPI032812-63	wHAXPI032813-74	wHAXPI032814-75	wHAXPI032815-80	wHAXPI032816-89	wHAXPI032817-111	wHAXPI033593-26	wHAXPI033594-31	wHAXPI033598-32	wHAXPI033601-28	wHAXPI033605-29	wHAXPI033606-30	wHAXPI033608-27	wHAXPI033632-52	wHAXPI033633-76	wHAXPI033634-77	wHAXPI033635-78	wHAXPI033636-79	wHAXPI033788-13	wHAXPI033789-15	wHAXPI033790-16	wHAXPI033791-18	wHAXPI033792-19	wHAXPI033793-20	wHAXPI033794-21	wHAXPI033795-22	wHAXPI033796-23	wHAXPI033810-24	wHAXPI033811-25	wHAXPI033812-26	wHAXPI033813-27	wHAXPI033814-28	wHAXPI033815-29	wHAXPI033816-30	wHAXPI033817-31	wHAXPI033818-32	wHAXPI033819-34	wHAXPI033820-35	wHAXPI033821-36	wHAXPI033822-39	wHAXPI033823-40	wHAXPI033824-41	wHAXPI033825-42	wHAXPI033826-45	wHAXPI033827-47	wHAXPI033828-50	wHAXPI033829-54	wHAXPI033830-58	wHAXPI033831-59	wHAXPI033832-61	wHAXPI033833-63	wHAXPI034447-36	wHAXPI034448-37	wHAXPI034449-39	wHAXPI034450-40	wHAXPI034451-47	wHAXPI034452-50	wHAXPI034453-52	wHAXPI034454-53	wHAXPI034455-54	wHAXPI034456-57	wHAXPI034457-58	wHAXPI034458-59	wHAXPI034459-60	wHAXPI034460-61	wHAXPI034461-62	wHAXPI034462-63	wHAXPI034463-68	wHAXPI034464-70	wHAXPI034465-71	wHAXPI034466-72	wHAXPI034467-73	wHAXPI034468-74	wHAXPI034918-16	wHAXPI034919-17	wHAXPI034920-8	wHAXPI034921-9	wHAXPI034922-11	wHAXPI034923-12	wHAXPI034924-13	wHAXPI034925-14	wHAXPI034926-15	wHAXPI037144-8	wHAXPI037145-9	wHAXPI037146-11	wHAXPI037147-12	wHAXPI043592-8	wHAXPI043593-9	wHAXPI043594-11	wHAXPI047830-11	wHAXPI048670-90
s__Odoribacter_splanchnicus	0	1.05105	0.1036	0.2249	0.0	1.17393	0.88736	0.09121	0.0	0.09518	0.07794	0.236	0.0032	1.23263	0.00345	0.00239	0.00254	0.85818	0.46786	0.00601	0.56257	0.34082	0.15306	0.71067	0.53215	0.30331	0.46202	0.00116	0.57342	0.13461	0.00313	0.00397	0.13179	0.06207	0.01114	0.45261	2.01487	1.33534	1.68166	0.22615	1.27175	0.36829	0.0	0.06455	0.0	0.0	0.0	0.03198	0.03697	1.45471	0.40491	0.0	0.0	0.0	0.01846	0.76915	0.48854	0.00377	0.05443	0.03083	0.003	0.00322	0.00279	0.20572	0.02355	0.0053	0.00225	0.00349	0.50729	1.0878	0.00568	0.81267	0.01633	0.80045	0.04762	0.92634	0.87395	0.57917	0.00219	0.16941	0.00035	0.02196	0.23694	0.04817	0.00526	0.29253	0.33007	0.00343	0.29319	0.46667	0.00306	0.92555	0.35613	0.01256	0.73161	1.36825	0.01082	1.36583	1.21187	0.0	0.0	0.0	0.0	0.41672	1.7467	0.12246	0.0	0.08043	0.43812	0.0	0.00018	0.25076	0.0	0.81987	0.06953	0.0	0.6083	0.00485	0.20096	0.03101	0.02482	1.09545	2.77172	0.0	1.79894	0.33731	0.0	1.23843	0.0	0.03724	0.0	0.02575	0.09596	1.49443	0.53814	0.05785	0.00492	0.0028	0.3039	0.19387	0.51487	0.1159	0.17215	0.0	1.48521	1.0691	0.00275	0.12824	0.0	0.0	0.0	0.0	1.13686	0.35496	0.75819	0.68861	0.04813	0.57052	0.0	0.13962	0.00294	0.00041	0.49979	2.10674	0.021	0.37327	0.00454	0.12835	0.0	0.0	0.00112	0.08713
s__Parabacteroides_merdae	0	0.94678	0.24306	0.45661	0.2596	1.81927	0.39446	3.13484	0.06084	0.35064	0.00099	5.76067	0.0203	3.182	2.02945	0.02277	1.37401	0.63272	0.8839	0.0253	0.7772	0.58805	0.38759	4.10471	0.32721	0.96231	0.8438	1.04075	1.75868	1.47054	0.15093	0.26056	0.01957	1.45856	0.02029	1.97832	1.05246	2.83122	1.94139	0.51657	1.7535	0.66005	0.00252	0.3003	0.0	0.00342	0.00286	0.27335	0.09048	0.72229	1.14307	0.00298	0.00398	0.00108	0.00223	0.00053	0.07296	0.0	0.22503	0.0	0.0	0.0	0.00708	0.18867	0.04622	0.02381	0.23534	0.24612	0.86975	1.90966	0.97262	0.485	1.17747	0.0165	0.00599	0.7216	0.62509	2.10228	0.00971	1.01672	0.00972	0.04234	0.47834	1.07505	0.00823	0.01267	0.20793	0.00446	0.80544	2.10756	0.05452	1.58097	0.45224	0.01718	0.66299	3.40965	3.90534	1.28006	0.00996	0.0	3.53371	0.06062	1.53542	0.00174	0.79632	0.46247	0.00207	0.35475	0.56123	0.00401	0.00775	0.0136	0.05022	2.60545	0.1318	0.0039	0.88054	1.79954	0.79786	0.10233	0.47426	0.84479	3.16405	2.39553	7.40777	1.00634	0.0075	0.9473	2.14316	0.00154	0.00319	0.49469	0.16232	2.09529	0.79368	0.23385	0.7097	0.00325	1.23833	0.23904	0.24987	0.49934	0.24526	0.00229	0.50457	1.98664	0.00712	0.60347	6.23865	0.00019	0.01344	0.0	0.767	0.2299	0.73512	1.18684	1.4259	0.52603	0.00512	0.85662	0.01298	0.00407	0.00348	4.52506	1.1445	3.5447	0.01753	0.27437	3.3088	0.1725	3.93455	0.27802
s__Bacteroides_stercoris	0	0.91926	0.25664	0.01114	0.00295	2.85327	0.00684	4.30055	6.28008	1.13809	1.82264	0.17041	0.08141	0.34783	0.08822	23.75863	10.69409	25.46764	0.54967	17.91279	1.08052	0.08755	14.44448	8.31157	0.11948	2.66187	1.91457	9.02813	4.4552	0.63612	0.07267	0.52109	0.04256	16.10665	0.04993	0.3357	1.80805	0.44534	0.05017	3.67061	2.5064	5.75641	4.68346	0.09728	0.10138	0.09579	0.08904	0.07828	0.32692	1.9172	12.36344	0.11724	11.79496	0.13244	9.68524	0.00771	0.91249	0.00841	0.05688	0.00691	0.00456	0.04527	0.00402	0.08186	0.58346	0.97682	0.21207	0.21119	26.554	0.56355	0.1256	0.14086	25.49141	0.13039	0.08804	1.24901	9.12687	8.61898	0.03682	0.13784	0.04101	0.51122	0.19495	0.02603	0.45101	1.35504	2.16919	0.02057	0.56487	0.01824	0.06218	13.17871	0.45019	0.05535	3.51124	2.56731	13.44964	8.04238	13.52417	0.00379	0.00864	0.00829	1.31332	2.89909	13.05425	0.90364	0.01242	26.59188	0.13557	0.3495	0.09188	0.14348	0.06705	0.1041	9.76215	0.09244	3.81886	4.60742	16.07135	0.03599	0.53662	15.65094	5.60079	2.66727	0.78508	0.78504	8.55225	1.38954	0.60212	0.27082	6.06241	1.20258	0.2176	2.31448	0.06322	4.46074	15.01962	0.01272	0.45763	0.00713	0.0121	0.01082	0.20094	9.81413	5.93242	3.53144	0.02828	43.94984	0.05321	3.96073	0.19823	0.0	7.06095	0.18977	0.3414	41.64031	45.20126	0.18648	0.19644	0.55622	0.19189	30.70272	23.6543	0.19019	13.24254	5.64443	4.76728	0.03961	2.36432	31.67585	0.00575	0.68951
s__Coprococcus_eutactus	0	0.90596	0.0	0.0	0.0	0.23279	0.0	0.0	0.0	0.0	0.0	1.05354	0.05378	0.00314	0.4886	0.0	0.01108	0.0	0.00405	0.0	0.02583	0.0619	0.0	0.00755	0.0	0.0	0.00028	0.0	0.0	1.29739	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.07665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	1.27419	0.00269	0.00351	0.00345	0.00254	0.00299	0.00072	0.05806	0.00298	0.0024	0.9409	0.98885	0.00405	0.16397	0.00715	0.3295	0.00567	0.00382	0.00373	0.10779	0.00829	0.01171	0.04668	7.23377	0.01282	0.0535	1.12221	0.00948	0.0098	0.01556	0.00902	0.0	0.0822	0.0	0.0	0.0	0.15297	0.0	1.13922	0.0	0.0	0.0	1.5634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44203	1.88078	0.00081	0.00342	0.01188	0.00333	0.00126	0.00029	0.00234	0.00242	0.0019	0.01257	0.0	0.17002	0.41737	0.0	0.0	0.00676	0.0	0.0	0.10806	0.0	0.06021	0.0	0.00011	0.19093	1.81827	0.0092	0.0	0.03706	0.0	0.0	0.0	0.0	0.0	0.63654	0.0	2.39886	0.00044	0.00029	0.0	0.0	0.0	0.0	0.07338	0.0	0.05255	0.13234	0.0	0.0	0.01248	0.0	0.0	0.0	0.0	0.0	0.06336	0.0	0.0	0.0	0.13475	0.0	0.0	0.0	0.0
s__Roseburia_inulinivorans	0	0.81232	0.0	1.79665	0.01103	0.05743	0.19279	0.00451	5.49948	0.78539	0.00213	0.48089	1.31542	0.0681	1.31276	0.01503	0.01412	1.35853	1.45693	0.64894	2.18263	0.32978	0.00531	2.31351	0.0253	0.77592	0.34089	0.99349	0.32132	0.34346	0.28368	0.10049	6.26194	0.50764	4.20131	0.25922	1.18756	0.81813	0.03969	3.00727	0.65535	1.27286	0.76475	6.2812	1.63211	0.0332	0.18543	0.06178	1.26522	0.37867	0.09517	0.0369	3.02271	1.50919	1.54343	0.38637	0.71783	1.99208	0.19471	0.1546	0.02746	0.03593	0.03237	0.27689	0.99138	6.60038	0.45629	0.48677	0.01739	1.64847	0.38996	0.59977	0.00524	0.01149	0.00376	0.24514	0.08501	0.0133	0.69154	0.05672	2.61923	0.04389	1.61776	0.02253	0.1364	0.51446	4.22152	0.0	0.82968	0.03566	0.08582	0.02663	0.11173	0.21017	1.59687	0.27101	0.32569	0.88467	1.26944	0.5959	0.19602	0.06651	0.31681	0.78886	3.13032	0.17352	0.79278	0.14867	2.02952	0.00538	0.00746	0.17972	0.00616	1.19904	0.00794	0.05174	0.48524	3.91739	0.32674	1.26163	0.94262	0.15521	0.05239	0.54864	0.49655	0.17511	1.06997	0.22988	0.46857	0.45904	4.43454	0.06378	0.41952	1.30876	0.01187	3.18654	0.06901	1.22178	1.2076	0.48923	0.14245	5.38581	0.59941	0.1597	0.757	0.42684	3.8332	2.5134	0.15219	0.13146	0.00634	0.04006	0.41359	0.1354	0.03989	0.7026	0.07953	0.79281	1.31926	0.65228	0.00623	0.2098	0.11511	0.4602	4.01496	0.13753	1.40003	0.56981	0.01886	0.03368	0.19265	2.01815
s__Proteobacteria_bacterium_CAG_139	0	0.74156	0.13036	1.15694	0.46595	3.86288	0.06099	3.76394	0.00108	0.48405	0.52562	0.00501	0.54198	0.00452	1.12258	0.21329	0.04567	1.0013	0.00545	0.79645	0.01842	1.24978	0.05539	1.25809	0.01033	0.46884	1.17637	1.36464	0.53733	0.10265	0.01639	0.01159	1.28121	1.91372	0.01076	0.4154	0.07973	0.55812	0.01551	0.07713	0.54592	1.97894	3.15919	0.01871	0.02477	0.02583	0.03657	0.02472	0.21928	0.02612	0.72211	0.02843	0.02054	3.39754	3.28369	1.43439	0.00857	0.00695	0.00589	0.09046	0.00594	0.05314	0.0062	0.00622	1.52619	0.00712	0.00632	0.00823	0.29391	0.02952	2.33777	0.03685	0.0052	0.00638	0.02382	0.01009	0.0709	0.63308	0.01015	0.01196	6.86148	0.37119	0.28986	0.62429	0.04816	0.01407	0.00849	0.00045	0.00306	0.10341	0.00144	0.78839	0.00337	0.02924	0.00192	0.0005	0.0	0.29702	0.12557	2.12547	1.48254	1.08739	3.03206	0.78875	0.05944	0.0094	3.12265	0.27356	0.00602	0.50405	0.00942	0.01088	0.00806	0.01513	0.00923	0.63145	2.46827	2.02494	0.0044	0.09325	0.1884	3.3296	0.00869	2.23275	0.00369	0.62842	3.88211	0.0139	1.74784	0.7688	1.2969	0.02106	0.0	0.0	0.18304	1.2476	9.81573	3.65533	0.01936	0.39811	0.02412	0.01424	0.00903	0.0	0.66696	0.08682	5.01484	0.0	0.00025	0.0	0.0	0.03078	0.64907	0.01362	0.44889	0.02343	2.33042	0.74415	3.64185	0.00698	0.00637	0.05939	0.45303	0.00057	2.12967	3.33734	0.03579	0.00279	1.49574	0.16308	0.0	0.03442
s__Bacteroides_ovatus	0	0.73081	0.07804	6.27921	0.07317	1.57615	2.4225	0.05992	1.7064	0.38908	3.98341	0.62284	0.01082	0.209	0.70877	2.12985	0.10109	0.95379	0.18096	0.97352	0.67215	1.14015	0.95252	0.10852	0.06878	0.48188	1.14879	1.57965	0.05897	0.88208	0.0823	0.04426	0.37694	3.47566	24.07228	0.9805	0.33339	0.30531	5.2966	0.15494	1.16674	0.62523	1.66354	1.58528	18.57021	9.96738	1.78743	0.13015	0.09274	1.21978	0.76727	9.87339	0.23621	9.57285	0.93177	1.24888	0.10494	0.02365	0.041	0.96048	0.02624	6.97806	0.01884	0.04224	0.034	0.03074	0.21685	0.20304	1.45072	0.7495	4.67722	0.07118	0.39191	4.272	2.62582	0.11178	2.74416	1.75291	0.64184	0.23083	4.12609	0.17289	0.61309	0.12862	0.03235	1.72579	1.78069	0.24017	0.12911	1.53937	0.01634	1.76146	0.16075	0.00371	0.23775	0.2944	1.04049	2.76289	0.23379	1.45105	0.76897	0.0332	0.10096	0.45108	4.77289	0.12944	9.94796	2.51836	3.05159	0.05648	11.26759	0.08926	0.04162	0.04662	0.53027	0.02811	0.39491	0.47464	0.09893	0.0	0.02651	3.64881	1.46774	3.44542	1.51496	0.0038	8.84734	0.17687	0.61692	0.0069	0.21551	0.06382	0.0855	0.49906	0.10812	0.0145	0.71954	0.93124	0.091	0.10322	0.07814	7.9269	0.00301	0.13835	1.75554	0.23734	0.19226	1.11242	0.0	0.32344	0.0038	0.16318	0.72555	0.04541	0.08014	0.76552	0.37861	1.05347	0.00474	0.22221	0.0186	0.63417	0.32003	0.95335	2.8454	1.52803	0.77995	0.22865	8.10787	10.86053	2.32125	0.09462
s__Paraprevotella_xylaniphila	0	0.70685	0.02577	0.0	0.0	0.37901	0.0	0.0	0.36683	0.14865	0.24416	0.39602	0.0	0.12954	0.0	0.0	0.21729	0.0	0.0	0.0	0.0	0.00365	0.00019	0.00024	0.38821	0.37842	0.00191	1.11969	0.0006	0.19808	0.0008	0.00153	0.0	0.0	0.00156	0.0	0.15089	0.39053	0.0	1.22746	0.0	0.21896	0.00518	0.00322	0.00275	0.00407	0.00249	0.07355	0.01687	0.0	0.00402	0.00585	1.58337	0.00395	0.8173	0.0	0.53057	0.0	0.0	0.00021	0.00015	0.0002	0.0	0.00836	0.13389	0.0	0.10464	0.09791	0.0	0.2239	0.0	0.02781	0.0	0.0	0.0	0.31168	0.0	0.0	0.0	0.06919	0.0	0.0	0.06301	0.0	0.0	0.02611	0.0	0.00023	0.14061	1.39278	0.00266	0.22766	0.0	0.00067	0.23833	0.03011	0.0	0.56035	0.0	0.0	0.0	0.0	0.34364	0.0	0.0	0.0	0.0	0.13297	0.0	0.0	0.0	0.02715	0.0	0.28791	0.0	0.00649	0.55043	0.0	0.36153	0.01156	0.5732	0.32919	0.04812	0.0	0.06372	0.0	0.0	0.35244	0.0	0.0	0.0	0.22877	0.1983	1.04396	0.09375	0.0	0.31638	0.0	0.21467	0.0	0.17224	0.0	0.04785	0.0	0.0	0.0	0.0	0.0	1.34799	0.0	0.0	0.0	0.38827	0.29223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51403	1.36252	0.00128	1.26857	0.27936	0.0	0.37167	0.0	0.00584
s__Parabacteroides_distasonis	0	0.6851	0.48085	1.1608	0.0238	0.31836	1.35908	0.10631	0.0	0.07277	0.75812	1.26235	0.27071	0.70011	0.29948	2.51085	0.84719	0.53811	0.52256	1.01619	1.42001	0.50713	2.05861	0.85372	1.36491	0.48674	0.54614	4.04545	0.36792	0.25006	0.28607	0.35308	0.49547	0.18102	0.01015	0.72483	1.33558	0.7612	0.99614	0.83114	0.39034	1.02413	1.47067	1.0671	1.69988	2.97177	0.80027	0.10154	0.08533	0.90652	1.51411	1.36101	1.77697	1.29916	0.83059	1.01784	1.34307	5.69963	0.11279	2.05209	0.039	6.73211	0.03679	0.12545	0.24573	0.04942	0.10184	0.1115	0.8807	1.00578	1.97635	0.17518	1.67646	3.97315	5.89576	0.99602	2.22432	0.01612	0.49121	0.32289	2.92754	0.5485	0.20222	0.06717	0.19373	0.24897	0.39805	40.63769	0.64218	0.77524	0.08457	0.68462	0.32901	0.07531	0.63751	2.97982	2.48178	0.43423	0.75206	1.48421	4.27106	0.00992	1.75258	2.284	1.25005	0.2724	6.98865	0.13059	0.15151	7.27558	30.3535	0.44814	0.07515	1.95687	0.97803	0.07266	0.97133	0.37075	0.52212	0.06281	0.96499	2.69452	0.26893	2.25055	1.66827	0.83319	0.00566	1.2065	1.02284	0.07212	0.04884	1.06619	0.13183	1.66352	0.60797	0.18051	0.61477	0.31715	1.29242	0.17138	0.41678	2.3925	0.2813	0.74602	1.57239	0.9182	0.00918	2.28876	3.17955	0.5245	0.03756	0.07728	0.66294	0.34616	0.5605	3.41232	1.53275	0.49642	0.00933	0.65899	0.05576	1.22488	0.73057	3.88146	2.6655	5.48538	0.02219	0.18116	1.47745	1.09853	7.03982	1.02967
s__Roseburia_intestinalis	0	0.63476	0.0	0.0	0.05793	0.0	0.60343	0.0185	0.06894	0.0	0.09698	0.0075	0.24307	0.12213	0.01347	1.96856	0.15762	1.58613	0.51122	2.03144	0.0472	0.15322	2.00316	1.1497	0.01299	0.5484	1.13872	0.01392	0.01141	0.00621	0.00635	0.00758	0.07072	3.9232	0.5855	0.30516	0.34984	0.36364	0.02284	1.01397	0.24498	0.00753	0.94424	1.0503	2.39105	0.00997	0.23299	0.02285	0.02974	0.00491	0.00755	0.05299	0.08145	1.10224	0.00631	8.11252	0.66249	6.48489	0.04975	0.20354	1.95261	0.0702	0.04928	0.04348	0.98723	3.08422	0.00363	0.00531	0.00059	0.68792	0.48867	0.05794	0.00281	1.30628	0.00089	0.00527	0.16746	0.01202	0.12206	5.68972	0.15076	0.04753	0.28228	0.00873	0.01243	1.25182	0.13527	0.0	0.0	0.92123	0.16536	0.2597	0.01888	0.17706	0.76588	0.00255	0.00149	1.081	3.55313	0.70976	0.0	0.07684	0.01497	1.21269	0.0	0.28109	0.0	0.01822	4.91684	3.52307	0.01455	0.03828	0.01722	0.07701	0.00989	0.00896	0.01296	0.21311	0.09061	0.25002	0.00939	0.61939	0.0	0.0	0.15253	0.13095	0.08607	0.0	0.0409	0.04217	0.0	0.02032	0.05716	2.24796	0.00663	0.0	0.43928	0.01222	0.08488	0.58998	0.0096	0.01248	0.07283	5.12229	2.01888	0.0193	10.87705	0.00556	0.0	0.0	0.0	0.24317	1.96994	0.02229	0.00346	0.00278	2.40275	1.17488	0.00565	0.23012	0.00406	0.92168	0.08458	0.0385	0.0	0.0	0.51277	0.28876	1.18431	0.00395	0.0	5.36433
s__Oscillibacter_sp_57_20	0	0.57558	0.0	5.53108	0.0	3.19619	0.84084	0.01738	0.00182	0.05471	0.17999	0.22836	0.1286	0.59949	0.00251	0.00025	0.00135	0.00357	0.25931	0.00209	1.0131	0.22513	0.35912	0.72191	0.33251	0.00253	0.59944	0.00118	0.52923	0.05389	0.00118	0.0	0.42419	0.00463	0.00464	0.00312	0.82203	1.75565	0.00606	0.24174	0.75649	0.80443	0.00169	0.01905	0.72575	0.05488	0.0	0.09577	0.04056	0.76909	0.00027	0.0	0.0	0.0	0.00042	0.0	0.22912	0.0	0.02349	0.0	0.0	0.0	0.0	0.21804	0.0	0.00502	0.14876	0.15808	1.02829	0.6326	0.00326	0.34305	0.00103	0.00184	0.00109	1.12253	0.0	0.95907	0.00344	0.15239	0.25136	0.07999	0.28607	0.13896	0.0	0.09734	0.0	0.0	0.15572	0.41306	0.0067	0.21107	0.08213	0.02659	0.65188	0.65859	0.0	1.24984	0.73643	0.0	0.31784	0.0	0.0	0.23436	0.30129	0.02549	0.0	0.69275	0.35376	0.0	0.10266	0.84432	0.00063	0.65327	0.0	0.0	0.75281	0.0035	0.18297	0.09817	0.10871	0.86601	0.12623	0.0	0.74636	0.0	0.0	1.48725	0.0	0.04769	0.0	0.02004	0.0459	0.15074	0.36543	0.04005	0.3115	0.0	0.00036	0.06114	0.09407	0.0	0.09235	0.0	1.26506	0.62377	0.0	0.0	0.0	0.0	0.0005	0.06285	0.56455	0.20223	0.2442	0.0	0.0	0.10146	0.0	0.05323	0.0	0.0	0.0	0.90738	0.08249	0.0	0.0	0.03441	0.0	0.158	0.0	0.07254
s__Bacteroides_coprocola	0	0.53495	1.69625	12.24129	0.00139	1.24077	0.00407	0.00358	0.00036	0.00321	0.00384	0.58575	0.01185	0.11013	0.01287	0.01356	0.0152	11.50396	1.01476	0.01944	0.02589	0.03273	0.02974	0.04111	0.30125	18.31525	0.03313	0.03349	0.03408	0.64011	0.024	0.0323	0.03357	0.03122	0.03635	0.02241	17.25446	3.32104	0.03297	0.02895	4.40674	0.02434	0.04144	0.0451	0.03231	0.03748	14.2701	0.20897	1.23059	0.01674	0.04458	0.04362	0.0361	0.04503	0.02872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.38446	0.35506	0.00289	0.87274	0.00248	1.13128	0.00142	0.00415	0.00276	0.04359	0.00085	0.0	0.0002	0.67523	0.0	0.0	1.22227	0.0	0.00081	0.00031	0.0	0.01587	2.10164	10.52928	0.00838	0.01164	0.14512	0.00657	2.70247	0.00068	0.0	0.0	0.0	0.01116	0.00907	0.01203	9.20884	16.53658	0.01225	0.00958	0.01224	0.66281	0.58172	0.00294	0.00797	0.01459	0.00301	0.44839	0.00659	0.22082	6.16008	0.00755	2.61113	0.63219	0.23125	0.0	0.91642	0.0	1.17096	0.0	0.0	0.05382	0.0	0.0	0.0	0.01309	0.10917	0.00426	1.10174	5.89468	0.02189	2.53028	7.88168	0.00437	0.00572	0.00452	0.00761	0.00459	0.02812	0.01279	0.01575	0.0071	10.15256	3.87323	0.28423	0.0	7.68545	0.00942	0.00279	0.00397	0.00477	0.0043	0.00421	0.00302	0.01198	0.00332	6.48379	0.00689	0.00652	0.00065	3.38276	0.0	0.0	0.0	0.00426	3.50338
s__Fusicatenibacter_saccharivorans	0	0.52221	0.0	0.22351	0.04258	0.45974	0.23181	0.38555	0.36035	0.04505	0.18551	0.19496	0.23757	0.22888	0.13182	0.00119	0.46168	0.93269	0.02592	1.63798	0.37251	0.7531	0.00264	0.90162	0.28752	0.26903	0.18221	0.33527	0.25904	0.47495	0.07829	0.01561	1.36674	0.57085	0.28426	0.38599	1.06959	0.65293	0.43356	0.30345	0.36614	0.2289	0.54386	1.18332	1.54911	0.18528	0.23851	0.0188	0.18726	0.32453	0.35115	1.7265	0.22442	1.78874	0.96155	1.91882	0.23233	1.25384	0.10589	0.07846	8.34927	0.06949	0.05076	0.1893	6.4386	5.45831	0.08593	0.0901	0.81955	0.26051	2.53631	0.13274	0.53403	0.63121	0.00754	0.21264	0.02798	0.00187	0.3112	0.51194	0.65801	0.19776	0.5849	0.04958	0.00401	0.89644	0.41991	0.00096	0.49811	1.22301	0.03008	0.60026	0.02057	0.0475	0.128	0.04367	0.0	0.73964	2.50811	0.96955	0.85144	0.15299	0.42478	0.49618	0.91177	0.05983	0.0	0.41476	0.14924	0.00744	0.03825	0.87445	0.01411	0.1478	0.01146	0.47313	6.8314	3.73338	0.16192	0.23073	0.03466	0.38662	0.05664	0.06069	0.17809	0.08477	0.5139	0.10876	0.00469	0.05213	3.05948	0.18244	0.06557	1.09742	0.2568	2.05812	0.73808	1.28352	0.26324	0.29687	0.05457	0.94729	0.22058	2.19581	1.13727	4.02463	8.36533	0.81888	0.0	0.57686	0.03327	0.25643	3.527	0.08213	0.32376	0.00187	1.93127	0.79631	0.00365	0.09352	0.01268	1.20958	0.19371	0.31354	0.53666	9.2507	0.67918	0.01256	0.48603	0.38462	0.81829	0.39666
s__Roseburia_hominis	0	0.50163	0.0	0.73167	0.00251	0.00492	3.48682	0.04179	1.29182	0.00065	0.06168	0.03769	0.02166	0.15914	0.00221	0.00264	0.00827	0.70098	0.13159	0.02143	2.41115	0.07157	0.02705	0.0981	0.14494	0.33094	0.64118	0.02697	0.12345	16.49526	0.02318	0.03197	1.64277	0.0381	0.00845	0.08162	2.65697	0.34472	0.11553	0.03293	0.44671	0.03497	0.00411	0.01811	0.02068	0.0	0.0	0.02559	0.00535	0.3581	0.0	0.0	0.08553	0.05526	0.23651	0.03416	2.29927	0.04173	0.06786	0.00802	0.00509	0.00392	0.00453	0.06016	0.03341	0.00643	0.08756	0.09283	0.00219	0.47611	0.03435	0.60377	0.00159	0.0688	0.00088	2.44742	0.00596	0.48335	0.02049	0.24004	0.0005	0.05377	0.23616	0.00261	0.00282	1.56853	0.0	0.00133	0.11143	2.40431	0.00501	0.0	0.06805	0.00088	0.02257	0.0536	0.0	0.04575	0.13789	0.02357	0.41942	0.0	0.00804	0.03237	0.28132	0.00409	0.0	0.03621	2.56004	0.04768	1.00599	0.15897	0.00176	0.10025	0.00212	0.00317	0.03903	0.0193	0.06999	0.03465	0.19547	0.66917	0.0	0.36527	0.0763	0.0	0.02213	3.23611	0.06688	0.01418	0.0	0.02958	0.08401	0.21942	0.0471	0.0	0.0192	0.0	0.01455	0.00179	0.00214	0.0	0.07738	0.06527	0.43883	1.16713	0.00016	0.00234	0.0	0.0	0.0	0.14749	0.2147	0.13241	0.04277	0.0	0.0	0.01071	0.0	0.01199	0.0	0.05274	0.0121	0.37426	0.00142	0.0	0.0	0.04227	0.0119	0.10504	0.0	0.0
