clade_name	NCBI_tax_id	AS43_12	AS43_18	AS43_24	AS43_3	AS43_6	AS44_0	AS44_12	AS44_18	AS44_24	AS44_3	AS44_6	AS45_0	AS45_12	AS45_24	AS45_3	AS45_6	AS50_0	AS50_12	AS50_18	AS50_24	AS50_3	AS50_6	AS51_0	AS51_12	AS51_18	AS51_24	AS51_3	AS51_6	AS53_0	AS53_12	AS53_18	AS53_24	AS53_3	AS53_6	AS56_0	AS56_12	AS56_18	AS56_24	AS56_3	AS56_6	AS58_0	AS58_12	AS58_18	AS58_24	AS58_3	AS58_6	AS60_0	AS60_12	AS60_18	AS60_24	AS60_3	AS60_6	AS61_0	AS61_12	AS61_18	AS61_24	AS61_6	AS62_0	AS62_12	AS62_18	AS62_24	AS62_3	AS62_6	AS63_0	AS63_12	AS63_18	AS63_24	AS63_3	AS63_6	AS64_0	AS64_12	AS64_18	AS64_24	AS64_3	AS64_6	AS65_0	AS65_12	AS65_18	AS65_24	AS65_3	AS65_6	AS66_0	AS66_12	AS66_18	AS66_24	AS66_3	AS66_6	AS68_0	AS68_12	AS68_24	AS68_3	AS68_6
s__Clostridium_citroniae	0	0.03486	0.0	0.0	0.0	0.03448	0.00745	0.03955	0.0	0.02454	0.02386	0.08009	0.03781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08228	0.05468	0.06946	0.02035	0.0503	0.18355	0.0	0.05792	0.0351	0.04559	0.00851	0.03743	0.03602	0.17774	0.06318	0.03275	0.02578	0.11199	0.02255	0.01855	0.02477	0.01081	0.1135	0.14022	0.04569	0.0	0.0	0.0	0.0	0.0	0.02263	0.00074	0.00102	0.0	0.00827	0.00724	0.05157	0.01502	0.0191	0.03721	0.01976	0.0	0.04945	0.0	0.00681	0.0	0.00147	0.03044	0.0	0.00501	0.0	0.0847	0.0506	0.0	0.0	0.0	0.00257	0.0	0.00882	0.07896	0.03774	0.00937	0.0	0.16323	0.04092	0.00747	0.0469	0.06797	0.0	0.01975
s__Blautia_wexlerae	0	0.03439	0.00466	0.03074	0.00132	0.04701	0.0	0.00612	0.02492	0.01629	0.11302	0.0504	0.09945	0.0	0.0	0.00981	0.02292	0.01577	0.0	0.0	0.0	0.0	0.0	0.08161	0.14607	0.05068	0.43662	0.21091	0.03453	0.0	0.00268	0.01107	0.19514	0.0	0.0	0.13014	0.17994	0.06363	0.01937	0.0	0.7858	0.03695	0.12029	0.0	0.0	1.01384	0.30897	0.36788	0.17146	0.0095	0.04122	0.01131	0.05827	0.0	0.0	0.0	0.0	0.0143	0.0	0.04522	0.0	0.03586	0.01184	0.0	0.0	0.0	0.0	0.00732	0.14326	0.0	0.01426	0.0	0.02677	0.08256	0.0	0.04541	0.02481	0.0	0.00892	0.11433	0.0	0.06882	0.0	0.02932	0.15722	0.03432	0.882	0.0	0.01274	0.00876	0.01816	0.0	0.0
s__Eubacterium_ventriosum	0	0.02712	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.01949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00912	0.0	0.0336	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01166	0.0	0.0	0.0	0.0	0.0	0.00943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02458	0.0	0.0	0.00239	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1091	0.0	0.0	0.0	0.0
s__Eggerthella_lenta	0	0.02706	0.04058	0.09135	0.00343	0.02282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00597	0.0	0.13414	0.17788	0.6113	0.05359	0.08995	0.01248	0.0	0.00036	0.21076	0.01803	0.0	0.0	0.00573	0.14375	0.03122	0.01936	0.18038	0.00257	0.0	0.0	0.0	0.0	0.00537	0.0	0.0769	0.00141	0.00742	0.0	0.72489	0.01393	0.02134	0.11095	0.14634	0.00152	0.0356	0.0	0.0	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.00081	0.48861	0.00251	0.01536	0.0	0.0	0.0	0.22232	0.02805	0.0	0.0	0.0	0.03601	0.0	0.0	0.02335	0.02796	0.0	0.0	0.14627	0.23242	0.03838	0.01011	0.00144	0.0	0.0
s__Haemophilus_parainfluenzae	0	0.02408	0.0	0.0	0.0	0.03704	0.00459	0.0	0.0	0.00222	0.01385	0.0	0.0	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02891	0.01268	0.0	0.0	0.0	0.0	0.0	0.0
s__Dorea_formicigenerans	0	0.01869	0.0	0.10645	0.05353	0.02518	0.07308	0.02759	0.02777	0.07319	0.04982	0.00408	0.19478	0.00304	0.02838	0.00665	0.02019	0.0	0.03093	0.09623	0.19973	0.12945	0.01762	0.0	0.00608	0.00389	0.0	0.00232	0.0	0.0	0.01007	0.00371	0.08825	0.0	0.02316	0.08868	0.03421	0.07205	0.02435	0.0	0.01323	0.11703	0.0	0.0	0.07054	0.08815	0.18672	0.2009	0.03118	0.02238	0.01777	0.0	0.0809	0.02171	0.0	0.0	0.0	0.0	0.04044	0.0	0.02845	0.28905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08997	0.0	0.0	0.0	0.01923	0.00349	0.0	0.0	0.05229	0.02726	0.01957	0.13017	0.0	0.09629	0.0	0.04023	0.0	0.01173	0.0	0.0	0.03202
s__Bifidobacterium_catenulatum	0	0.01829	0.07668	0.74987	0.03364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1674	0.03367	0.0	0.0	0.15085	0.12756	0.03632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	0.01797	0.0	0.00307	0.02557	0.04429	0.21787	0.01575	0.52169	0.41376	1.83999	0.10047	0.03452	0.0	0.10669	0.02958	0.0	0.0	0.0	0.03739	0.0	0.03251	0.0	0.27491	2.03477	1.98649	0.94897	0.47128	0.22348	0.47171	0.00023	0.04558	0.0379	0.6142	0.80772	1.63787	0.486	0.1898	0.29221	8.74435	0.51087	1.50106	0.1125	0.0	21.44093	2.46171	0.10826	0.00586	0.0	0.0	0.02339	0.05011	0.01503	0.0	0.0	0.01373	0.00672	0.0	0.0	0.0	0.0	0.02563	0.001	0.02923	0.0009	0.01813	0.0	0.0303	0.04133	0.01723	0.3556	0.0	0.07328	0.0	1.28541	1.20321	0.0	0.0	0.2674	1.66451	0.0	0.0	0.20408	0.01787	0.00455	0.0	0.04086	0.86942	0.0	0.19793	0.0	0.00078	0.00176
s__Eubacterium_siraeum	0	0.01414	18.23606	3.593	2.40751	9.30027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0266	0.0	0.12767	3.02752	0.0	0.0	15.65528	2.20859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09452	0.0	0.20157	0.01214	0.44336	1.42516	0.03372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22833	3.11705	1.27455	4.04404	1.8286	0.0	1.40955	0.0	0.0	0.0	1.10133	0.0	6.62868	0.36511	0.18797	0.0	0.1341	0.02706	0.0	0.00135	4.74546	0.0	0.0	0.0	0.0	0.30164	0.25956	0.0	0.0	0.12993	0.03918	2.24733	0.0	0.0	6.07444	0.18819	0.0	0.0	0.0	0.0
s__Asaccharobacter_celatus	0	0.01301	0.05103	0.1188	0.0608	0.00276	0.00814	0.01701	0.0	0.00345	0.0	0.02162	0.0	0.0	0.00407	0.0	0.0	0.0	0.0	0.00909	0.0	0.00424	0.04329	0.0144	0.022	0.05883	0.02107	0.00301	0.0	0.0	0.00522	0.0	0.01561	0.04846	0.01608	0.03503	0.01742	0.0432	0.00903	0.0	0.01263	0.0028	0.01903	0.03132	0.0206	0.0	0.0	0.06467	0.0294	0.02212	0.01119	0.0062	0.09444	0.02151	0.09656	0.15944	0.0696	0.06717	0.01004	0.06279	0.0	0.0115	0.06293	0.04029	0.00773	0.00533	0.08581	0.01511	0.02002	0.00067	0.00569	0.03587	0.10509	0.0	0.0	0.04519	0.0	0.0	0.02381	0.0	0.0	0.00359	0.05845	0.02783	0.01128	0.00577	0.0	0.0	0.05739	0.0055	0.00311	0.02301	0.00893
s__Bacteroides_plebeius	0	0.00758	0.0	0.0	0.0	0.0	39.06507	23.15695	43.11907	15.96689	12.42026	39.33223	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.00616	0.0	0.04869	0.02068	0.00483	0.00034	0.01663	0.0	0.0	0.01901	0.0	0.0	0.0	0.0	0.00869	0.0	0.01084	0.0	0.00986	0.0	0.0051	0.00211	0.03464	0.09494	0.21834	0.0532	0.06889	0.03569	0.03625	0.0036	0.02691	0.05289	0.00664	0.00328	0.03047	0.04222	0.05204	0.00809	0.02405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0176	0.00162	0.00529	0.0	0.46811	0.01499	0.00187	0.06345	0.08929	0.01833	0.01551	0.0	0.0123	0.0	0.0	0.03421	0.0	0.0	0.00347	0.13806	0.01729	0.36256	0.00543	0.00666	0.0	0.01078	0.0	0.19107	0.07338	0.0	0.0	0.0	0.00307	0.0	0.0	0.17079	0.05444	0.01626	0.0	0.14615	0.17286	0.34203	0.1004	0.06542	0.11287	0.01222
s__Haemophilus_pittmaniae	0	0.00534	0.0	0.0	0.0	0.01294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01801	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0	0.00406	0.0	0.0	0.0	0.00984	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.02432	0.0	0.05287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0005	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.00251	0.0	0.01816	0.0	0.0	0.0	0.0	0.0	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25969	0.08346	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.00332	0.0	0.0	0.00161	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06017	0.03991	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_nordii	0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01629	0.0	0.0	0.0	0.24691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_intestinalis	0	0.00111	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.00127	0.0	0.0	0.00336	0.0	0.01523	0.01003	0.0	0.00561	0.0	0.0	0.0	0.0	0.00567	0.0	0.0	0.00099	0.00422	0.00372	0.00138	0.0	0.0	0.0	0.00151	0.07054	0.0	0.0	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.00069	0.00343	0.0	0.0	0.00511	0.0	0.00105	0.0	0.0
s__Akkermansia_muciniphila	0	0.0	0.39459	0.54276	0.25329	0.21883	0.0	0.04828	0.0	0.0	0.0	0.32314	0.02109	0.09905	0.75054	0.0	0.0	0.35531	0.0	6.39011	3.87123	7.5559	0.0	0.0	0.00251	2.93382	1.32378	1.42141	0.58996	0.0	0.00089	0.0	0.0	0.0	0.77186	0.0	0.0	0.60193	17.2055	0.0	5.66656	0.31407	0.02511	1.69895	0.00302	4.43801	0.0	0.0	0.0	1.92087	8.26898	0.0	0.0	0.98638	9.92554	0.95394	4.68418	4.06437	0.43874	1.31538	0.0	0.03461	11.88071	0.07657	0.0	0.07292	2.01706	0.87218	0.0	0.0	0.0	0.86079	0.0	4.67607	0.0	0.0	0.0	6.66407	1.55139	11.1821	4.54764	0.49308	0.02614	5.21665	9.95436	0.0	0.0	0.03372	2.3372	0.68888	4.98217	4.81284	3.50526
s__Anaeromassilibacillus_sp_An250	0	0.0	0.1618	0.84147	0.00451	0.0	0.0	0.07813	0.0	0.0503	0.05255	0.04143	0.0	0.0	0.0	0.0	0.0	0.00549	0.0	0.01038	0.0	0.18155	0.03411	0.0	0.00271	0.00808	0.0	0.0468	0.0	0.0	0.0	0.02455	0.0052	0.03982	0.03621	0.0	0.07178	0.05338	0.03407	0.06091	0.00197	0.0	0.0	0.05093	0.00325	0.0326	0.0	0.42312	0.07172	0.04216	0.20261	0.0	0.00539	0.00233	0.12208	0.20785	0.14482	0.10036	0.01008	0.07653	0.0	0.0	0.05835	0.0	0.0	0.08173	0.19804	0.02347	0.03124	0.02883	0.0329	0.00896	0.01847	0.0	0.22089	0.15385	0.0	0.0	0.0	0.00224	0.0	0.0	0.48669	0.06709	0.00425	0.0	0.14294	0.30435	0.05512	0.0166	0.07259	0.00973	0.0944
s__Anaerotruncus_colihominis	0	0.0	0.05853	0.0347	0.09215	0.00079	0.0	0.0	0.0	0.0	0.03068	0.02336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.00256	0.0	0.0	0.01501	0.0	0.00379	0.0	0.0	0.01926	0.00686	0.01323	0.0561	0.07592	0.03645	0.00745	0.01863	0.0	0.00574	0.0	0.0	0.0	0.01591	0.0	0.00783	0.0	0.0	0.0	0.0804	0.06437	2.11741	0.08851	0.0812	0.05944	0.13347	0.0	0.02444	0.00555	0.07321	0.0	0.00297	0.92832	0.0	0.0	0.00989	0.0	0.0	0.02335	0.0	0.0	0.0	0.0	0.0	0.24171	0.0	0.0	0.00227	0.00441	0.00368	0.0	0.0	0.29914	0.01156	0.05862	0.0	0.18543	0.0	0.0	0.0	0.05384	0.0	0.0
s__Clostridium_lavalense	0	0.0	0.0442	0.01994	0.00577	0.019	0.0	0.0	0.0	0.0	0.00998	0.0	0.0332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00659	0.0	0.02529	0.02386	0.09929	0.06582	0.23741	0.08344	0.0	0.0	0.0	0.0	0.0	0.0	0.01197	0.02035	0.02009	0.0	0.01255	0.01094	0.00499	0.0	0.00476	0.0	0.50034	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02181	0.01142	0.0	0.0682	0.0	0.0	0.0	0.0	0.66591	0.0	0.0	0.0	0.0	0.0	0.00589	0.0	0.01752	0.0	0.00544	0.00789	0.33776	0.03918	0.0	0.0	0.01143	0.00054	0.05819	0.0	0.17136	0.00417	0.00027	0.0	0.31451	0.03584	0.0	0.0	0.05189	0.0	0.0
s__Blautia_hydrogenotrophica	0	0.0	0.02686	0.25093	0.01327	0.01942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11269	0.0	0.00225	0.0	0.72862	0.01522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04626	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_58	0	0.0	0.02638	0.55407	0.36905	0.0	0.05098	0.24209	0.13503	0.46557	0.47915	0.052	1.49558	0.04629	0.61973	0.10808	0.05768	0.08849	0.11216	0.57915	0.11481	1.35158	0.98984	0.49345	0.58938	0.50342	0.99189	1.22281	0.8091	0.04751	0.16179	0.11076	0.45727	0.59072	0.26662	0.36751	0.2364	1.18298	0.22958	0.13831	0.39666	1.32886	0.2285	0.77974	0.17969	0.75162	0.34973	0.2706	0.2248	0.52521	0.46691	1.62518	0.28596	0.25943	0.47113	0.17353	0.0	0.10317	0.49964	0.23806	0.26291	0.95441	1.93822	0.16566	0.0	0.0	0.0	0.12082	0.0	0.0	0.46933	0.36126	0.2952	0.0	0.53579	1.22597	0.0	0.0544	0.18992	0.0545	0.49826	0.05254	0.0	0.01573	0.0	0.11434	0.0	0.0	0.21424	0.52534	0.67089	0.0	0.09834
s__Desulfovibrio_fairfieldensis	0	0.0	0.0126	0.10768	0.08584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Adlercreutzia_equolifaciens	0	0.0	0.00287	0.017	0.01968	0.0	0.00255	0.00333	0.0	0.0	0.0	0.0124	0.0	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01268	0.01339	0.02193	0.04827	0.02403	0.00359	0.0	0.0	0.0	0.0	0.01304	0.00624	0.00098	0.03992	0.00789	0.05944	0.00574	0.0	0.01593	0.0	0.0	0.00614	0.0	0.0	0.0	0.05145	0.02197	0.01788	0.00453	0.0018	0.07923	0.00618	0.04734	0.09634	0.04487	0.03997	0.0	0.01551	0.0	0.00269	0.01756	0.01614	0.0	0.00535	0.06971	0.00604	0.01685	0.0	0.0	0.0	0.02734	0.0	0.0	0.01115	0.0	0.0	0.00204	0.0	0.0	0.0	0.0139	0.03931	0.01739	0.0	0.0	0.0	0.03324	0.0	0.00203	0.01588	0.0025
s__Clostridium_bolteae	0	0.0	0.00242	0.0	0.02896	0.02701	0.00066	0.0	0.0	0.00362	0.02113	0.00983	0.05491	0.0	0.0	0.0	0.0	0.09002	0.0	0.0	0.0	0.00834	0.00352	1.02327	0.29574	0.51569	1.45817	0.37672	0.56648	0.0	0.00757	0.0	0.0	0.0	0.0	0.00337	0.03887	0.00589	0.01079	1.5562	0.0994	0.0	0.14618	0.0	0.0	0.00681	0.0	0.03854	0.00257	0.0	0.0	0.04059	0.01486	0.0	0.0	0.00376	0.0	0.01327	0.0	0.0563	0.12487	0.08112	0.06347	0.03568	0.0225	0.0163	0.0	0.0056	0.00228	0.00363	0.0	0.0	0.0	0.0	0.0	0.11771	0.0	0.0	0.00976	0.0231	0.00175	0.0	0.27485	0.00628	0.01078	0.0	0.11773	0.0	0.00052	0.02457	0.0196	0.0	0.0
s__Ruminococcus_bromii	0	0.0	0.0	2.52373	0.0	0.0	3.48694	5.31037	0.43114	3.14452	0.13724	1.27182	0.0	0.0	0.01951	0.50365	0.02342	0.54677	0.41165	0.24164	0.33269	0.15068	1.91391	0.17236	0.32315	0.80267	1.90341	0.35253	0.21511	2.39904	0.0	2.36688	0.49123	0.0	0.0	0.0	2.20488	1.44748	5.23904	0.0	0.06275	0.0	0.45862	0.6553	2.67969	0.0	0.0	5.61498	3.26637	7.12885	2.4615	0.0	0.0	1.22775	0.0	1.67701	9.27805	0.0	0.0	0.0	0.26319	0.0	0.0	0.0	0.14745	0.89553	1.12979	0.69488	0.0	3.11949	0.0	0.0	1.75009	0.01693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.08964	0.0	0.0412	0.0	0.96663	0.35518	0.77847	2.49933	1.87095	0.0	4.83971
s__Firmicutes_bacterium_CAG_145	0	0.0	0.0	0.50046	0.1148	0.01675	0.0	0.01361	0.0	0.01491	0.19791	0.11051	0.44788	0.00402	0.01487	0.06461	0.00711	0.0	0.0	0.02098	0.0	0.00901	0.00816	0.0	0.00397	0.16235	0.04308	0.26916	0.05502	0.0	0.01181	0.03129	0.08823	0.0	0.02451	0.48266	0.0	0.08084	0.00798	1.25926	0.0	0.0	0.0	0.0	0.0	1.58825	0.0	0.18881	0.37243	0.65498	2.07453	14.44063	1.23131	0.21557	0.01002	0.1289	0.07678	0.75413	0.06147	0.03253	0.06234	0.1258	2.9633	0.76514	0.01155	0.09227	0.32256	0.06805	0.16376	0.0	0.0	0.0	0.00549	0.0	0.0	0.02312	0.0	0.00388	0.03102	0.02463	0.11033	0.00658	0.08216	0.26831	0.03556	0.0	0.07664	0.19186	0.0	0.0	0.0	0.0	0.0
s__Intestinimonas_butyriciproducens	0	0.0	0.0	0.28387	0.01432	0.01926	0.0	0.0	0.0	0.0	0.23382	0.0267	0.04862	0.0	0.0	0.0	0.0	0.01121	0.00306	0.06578	0.01274	0.47174	0.14803	0.0	0.0	0.0	0.0	0.09655	0.0	0.04326	0.23338	0.08305	0.04812	0.45391	0.45122	0.04735	0.50225	0.53992	0.00468	2.46059	0.08854	0.0106	0.0	0.0522	0.00176	0.4262	0.0	0.0	0.0	0.0	0.13094	0.0	0.0	0.33822	0.8918	0.49746	0.11083	0.67148	0.07199	0.0	0.0	0.0	10.98843	0.09679	0.02212	0.10135	0.86557	0.05351	0.58444	0.09656	0.02037	0.06675	0.0	0.02439	1.10691	0.0657	0.0	0.00094	0.0	0.0	0.05291	0.00503	1.51279	0.6574	0.18614	0.0	1.47635	4.00992	0.03583	0.06993	0.2182	0.60319	0.44328
s__Bifidobacterium_animalis	0	0.0	0.0	0.06862	0.0	0.0	0.0	0.03181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02132	0.0	0.0	0.0	0.0	0.13035	0.37141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03308	0.0	0.0
s__Firmicutes_bacterium_CAG_94	0	0.0	0.0	0.05031	0.0179	0.0	0.0	0.05201	0.0	0.00335	0.19054	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06198	0.08813	0.92029	0.04635	0.17065	0.13153	0.0	0.0	0.0	0.01129	0.01146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11599	0.12172	0.05678	0.0	0.09003	0.0	0.0	0.0	6.48745	0.04782	0.06701	1.18948	0.62053	0.22233	1.09602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48672	0.35818	0.19909	1.02708	0.02328	0.07237	0.0	0.14858	0.0	0.59929	1.52992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01104	0.01442	0.0	0.0	0.0	0.00953	0.0	0.0	0.00322	0.00355
