clade_name	NCBI_tax_id	SAMEA4719760	SAMEA4719761	SAMEA4719762	SAMEA4719763	SAMEA4719764	SAMEA4719765	SAMEA4719766	SAMEA4719767	SAMEA4719768	SAMEA4719769	SAMEA4719770	SAMEA4719771	SAMEA4719772	SAMEA4719773	SAMEA4719774	SAMEA4719775	SAMEA4719776	SAMEA4719777	SAMEA4719778	SAMEA4719779	SAMEA4719780	SAMEA4719781	SAMEA4719782	SAMEA4719783	SAMEA4719784	SAMEA4719785	SAMEA4719786	SAMEA4719787	SAMEA4719788	SAMEA4719789	SAMEA4719790	SAMEA4719791	SAMEA4719792	SAMEA4719793	SAMEA4719794	SAMEA4719795	SAMEA4719796	SAMEA4719797	SAMEA4719798	SAMEA4719799	SAMEA4719800	SAMEA4719801	SAMEA4719802	SAMEA4719803	SAMEA4719804	SAMEA4719805	SAMEA4719806	SAMEA4719807	SAMEA4719808	SAMEA4719809	SAMEA4719810	SAMEA4719811	SAMEA4719812	SAMEA4719813	SAMEA4719814	SAMEA4719815	SAMEA4719816
s__Lactobacillus_fermentum	0	0.0	0.0	0.0	0.04666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07417	0.0	0.23913	0.0	0.0	0.0	0.06713	0.12147	0.0	0.07126	0.0	0.66658	0.0	0.11294	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.02186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01615	0.81981
s__Desulfovibrionaceae_bacterium	0	0.0	0.0	0.0	0.02706	0.09079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03799	0.0	0.0	0.0	0.01201	0.1409	0.0316	0.00943	0.00713	0.05967	0.01792	0.0	0.0	0.0315	0.0	0.0	0.13065	0.24413	0.0	0.05358	0.01803	0.0	0.0	0.0	0.05362	0.0	0.0	0.0	0.0	0.0	0.02497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08288	0.05987	0.0	0.0
s__Porphyromonas_asaccharolytica	0	0.0	0.0	0.0	0.02589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.00731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_buccalis	0	0.0	0.0	0.0	0.02144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03153	0.00679	0.06516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_cloacae_complex	0	0.0	0.0	0.0	0.01615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00431	0.0	0.0321	1.04797	0.0	0.00263	0.00194	0.0	0.0	0.0	1.33054	0.0	0.0	0.53835	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.0	0.28801	0.0	0.04502	0.01465	0.9238	0.02564	0.02166	0.00399	0.0	0.14692	0.07182	0.0	0.01598	0.26069	0.195	0.0	0.0	0.0	0.03139
s__Eubacterium_ventriosum	0	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.05568	0.0	0.0	0.0	0.0315	0.0	0.0	0.0	0.0	0.00544	0.0	0.04728	0.01391	0.01035	0.0	0.01703	0.02608	0.0	0.01431	0.02198	0.03449	0.0	0.0	0.04636	0.0	0.0	0.0	0.00754	0.03696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_oxytoca	0	0.0	0.0	0.0	0.00502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903	0.0	0.0	0.0	0.06526	0.0	0.0	0.0	0.0	0.04035	0.0	0.0	0.0	0.08942	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71515	0.0	0.0	0.0	0.0066	0.0	0.02923	0.0	0.0	0.0603	0.34557	0.01754	0.0	0.02762	0.0	0.0
s__Butyricimonas_virosa	0	0.0	0.0	0.0	0.00461	0.04075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01546	0.0	0.0	0.01845	0.0	0.02433	0.29694	0.08322	0.05064	0.0	0.0036	0.0	0.0	0.0	0.02426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034	0.00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0	0.0	0.0	0.0	0.00399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16987	0.01081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00488	0.0	0.0	0.0	0.0	0.0	0.0	0.05107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_galacturonicus	0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0181	0.0	0.0	0.0	0.0	0.39407	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.0	0.00867	0.0	0.0	0.0	0.0	0.00313	0.0	0.30869	0.0	0.00303	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.00386	0.0
s__Ruminococcus_obeum_CAG_39	0	0.0	0.0	0.0	0.0	3.98981	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38577	0.0	7.05754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.00199	0.0	0.01966	0.0	0.00245	0.0
s__Bacteroides_dorei	0	0.0	0.0	0.0	0.0	1.62051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86401	0.0	0.0	0.0	0.0	0.0	0.0	0.95797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00601	0.0	0.00668	0.0	0.39226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.04599	0.0	0.0	0.12309	0.0	0.0	0.0	0.0	0.0
s__Blastocystis_sp_subtype_1	0	0.0	0.0	0.0	0.0	0.11299	0.0	0.0	0.0	0.0	0.00838	0.03249	0.0	0.0	0.08193	0.13093	0.00515	0.10223	0.0	0.02315	0.03356	0.22868	0.0	0.0	0.0	0.0	0.08451	0.0	0.0	0.0	0.01548	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.01616	0.01307	0.0	0.0	0.39293	0.0	0.0	0.0	0.0	0.0	0.02643	0.0	0.0
s__Prevotella_bivia	0	0.0	0.0	0.0	0.0	0.06697	0.0	0.0	0.0	0.0	0.0	0.05147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_timonensis	0	0.0	0.0	0.0	0.0	0.03549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01055	0.0	0.0	0.0	0.0	0.0	0.01791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_putredinis	0	0.0	0.0	0.0	0.0	0.01185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00865	0.0	0.01101	0.0	0.0	0.02377	7.35761	0.0	0.06405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.05268	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_579	0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.01308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15993	0.02076	0.64823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27011	0.0	0.0	0.0	0.01179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_turicensis	0	0.0	0.0	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.02861	0.0	0.55477	0.0	0.0	0.02438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptoniphilus_duerdenii	0	0.0	0.0	0.0	0.0	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcaceae_bacterium_D5	0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Haemophilus_haemolyticus	0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_europaeus	0	0.0	0.0	0.0	0.0	0.0	0.0827	0.0	0.0	0.0	0.0	0.08025	0.0	0.0	0.0	0.0	0.01024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01213	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Campylobacter_hyointestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Morganella_morganii	0	0.0	0.0	0.0	0.0	0.0	0.0	1.6062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00646
s__Lactobacillus_crispatus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.14862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1244	0.0	0.0	0.0	0.35253	0.0	8.23085	0.0	0.0	0.0	0.0	0.0	0.01201	0.09321	0.0	0.02877	0.00906	0.0	0.0	0.0	0.0	0.01135	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.12263	0.00755	0.0	0.00691	0.0	0.0	0.0	0.0	0.01269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00697	0.00717
s__Lactobacillus_johnsonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_faecalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00838	0.00171	0.0	0.03368	0.00748	0.0	0.0	0.0	0.0	0.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03144	0.0	0.0	0.00901	0.0	0.0	0.0	0.01609	0.0	0.0	0.0	0.0	0.00518	0.04142	0.0	0.0	0.0	0.0
s__Streptococcus_mitis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00827	0.0	0.0	0.0	0.00513	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.04165	0.0	0.0	0.0	0.00774	0.0	0.0	0.0	0.06048	0.0	0.0	0.0	0.0	0.06517	0.00154	0.0	0.0	0.0	0.0	0.0	0.0148	0.12113
s__Franconibacter_helveticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.00722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_sp_oral_taxon_181	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00831	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0
s__Clostridium_sp_CAG_964	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89904	0.05609	0.0	0.0	0.0	4.93484	0.0	0.52303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65378	0.0	0.0	0.0	0.0	0.0	2.50294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_mucosae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08832	0.0	0.0	0.0	0.0	0.0	0.00242	0.0	0.0	0.0	0.0	0.0	0.03726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_hirae	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3398	0.75438	0.0	0.49269	0.0	0.0	0.0	0.0	0.19368	0.0	0.0	0.03495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0	0.0	0.01146	0.0	0.0	0.0	0.0	0.08876	1.59456	0.0	0.0	0.09021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13372	0.0	0.0	0.0
s__Streptococcus_gallolyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06799	0.0	0.0	0.13025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22443	0.0	0.0	0.0
s__Candidatus_Gastranaerophilales_bacterium_HUM_9	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05754	0.0	0.16019	0.27554	0.0	0.36076	0.0	0.28795	0.0	0.0	0.0	0.0	0.12885	0.01357	0.0	0.0	0.0	0.0	1.20713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_macedonicus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05362	0.0	0.0	0.19272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3119	0.0	0.0	0.0
s__Actinomyces_sp_S6_Spd3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02388	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_cellulosilyticus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.0
s__Plesiomonas_shigelloides	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382	0.0	0.0304	1.86503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00348	0.0	0.0	0.0	0.04872	0.00055	0.03312	0.0	0.0	0.0	0.0	0.0	0.0	0.5079	0.0	0.0	0.0	3.55795	0.0	0.0	0.0	1.11473	0.0	0.0	4.65688	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.0
s__Treponema_succinifaciens	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56616	0.01072	0.0	0.0	0.108	0.0	0.37832	0.0	10.55422	0.0	9.00876	2.0107	0.0	0.0	0.36189	0.0	0.14605	0.55476	0.0	1.21295	0.0	2.21805	0.47548	1.24652	0.01407	0.09336	0.23383	0.0	0.0	0.0	0.04502	0.0	1.47069	0.0	0.00031	0.0	0.07213	0.0	0.01305	1.68885	0.0	0.0	0.0	0.0	0.01823	5.51082	1.9256	0.0	0.0
s__Eubacterium_sp_CAG_786	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08905	0.0	0.0	0.0	0.0	0.13806	0.0	0.0	0.0	0.0	0.0	0.00116	0.0677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00389	0.0	0.0	0.0	0.0
s__Lactobacillus_ruminis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87972	0.0	0.0	0.0	0.0	0.0	0.0709	0.08208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11342	0.0	0.01834	0.00042	0.0	0.0	0.06228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.0	0.0228	0.0	0.0	0.0	0.0	0.08831	0.0	0.0	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03334	0.0	0.0	0.01361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Veillonella_atypica	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37968	0.49751	0.0	0.0	0.04669	0.0	0.00273	0.0	0.0	0.0054	0.02376	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.04281	0.02607	0.0	0.01485	0.03696	0.01346	0.01306	0.00049	0.00623	0.0	0.02881	0.0	0.0	0.0	0.00651	0.01928	0.18952	0.00499	0.0	0.01894	0.0	0.0	0.0	0.69108	6.91168	0.0
s__Treponema_berlinense	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1469	0.0	0.0	0.23817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51505	0.0	0.0	0.0	0.0	0.0	0.39543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6507	0.0	0.0
s__Citrobacter_portucalensis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06538	0.04229	0.0	0.0	0.0	0.0	0.05951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12564	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	1.40267	0.0	0.0	0.0	4.16651	0.0	0.0	0.0	0.01435	0.02426	0.0	0.0	0.0	0.0	0.02154	0.0	0.0	0.0	0.0
s__Citrobacter_freundii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04542	0.0	0.0	0.0	0.0	0.0	0.02585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10914	0.0	0.0	0.85039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89773	0.0	0.0	0.0	3.52552	0.0	0.0	0.0	0.02382	0.0	0.0	0.0	0.0	0.0	0.09459	0.0	0.0	0.0	0.0
s__Streptococcus_gordonii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03285	0.02342	0.0	0.0	0.0	0.0	0.11023	0.0	0.0	0.0	0.08572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.00446	0.05824	0.0	0.0	0.00075	0.0	0.0	0.0	0.00064	0.02121	0.0	0.0	0.0	0.01185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02695	0.03453
s__Veillonella_rodentium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00632	0.0365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kluyvera_georgiana	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231	0.0	0.0	0.0	0.0	0.0	0.01215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00848	0.0	0.0	0.10757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22874	0.0	0.0	0.0	0.86705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14412	0.0	0.0	0.0	0.0
