clade_name	NCBI_tax_id	C16-20002-TZ	C16-20003-TZ	C16-20005-TZ	C16-20070-TZ	C16-20071-TZ	C16-20072-TZ	C16-20073-TZ	C16-20117-TZ	C16-20118-TZ	C16-20119-TZ	C16-20123-TZ	C16-20135-TZ	C16-20152-TZ	C16-20153-TZ	C16-20197-TZ	C16-20198-TZ	C16-20211-TZ	C16-20212-TZ	C16-20215-TZ	C16-20237-TZ	C16-20238-TZ	C16-20246-TZ	C16-20247-TZ	C16-20248-TZ	C16-20340-TZ	C16-20341-TZ	C16-20345-TZ	C16-20346-TZ	C16-20347-TZ	C16-20371-TZ	C16-20372-TZ	C16-20373-TZ	C16-20374-TZ	C16-20415-TZ	C16-20416-TZ	C16-20417-TZ	C16-20437-TZ	C16-20438-TZ	C16-20439-TZ	C16-20440-TZ	C16-20441-TZ	C16-20470-TZ	C16-20471-TZ	C16-20473-TZ	C16-20474-TZ	C16-20475-TZ	C16-20491-TZ	C16-20492-TZ	C16-20493-TZ	C16-20494-TZ	C16-20548-TZ	C16-20549-TZ	C16-20550-TZ	C16-20551-TZ	C16-20554-TZ	C16-20557-TZ	C16-20558-TZ	C16-20625-TZ	C16-20626-TZ	C16-20627-TZ	C16-20645-TZ	C16-20646-TZ	C16-20647-TZ	C16-20648-TZ	C16-20649-TZ	C16-20650-TZ	C16-20651-TZ	C16-20652-TZ
s__Bacteroides_fragilis	0	0.00276	0.05683	0.00489	0.0	0.0	0.01685	0.0	0.0	0.0	0.12049	0.14488	5.23308	0.0	0.72569	0.0	0.4369	0.25266	0.315	10.12507	0.0	0.0753	0.0	0.0	0.27328	0.0288	1.6129	0.15313	0.0	0.10692	0.0	0.02854	0.0	0.43058	0.0	0.0	0.0	0.08878	0.08646	0.0	0.52719	0.0	0.00196	0.0	0.03477	1.7604	1.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07758	6.76768	4.23015	0.0	0.0	0.0	4.48225	0.00583	0.0	0.0	0.0	0.0	0.0	0.2573	0.00146
s__Roseburia_sp_CAG_309	0	0.00234	0.0	0.00733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00347	0.06758	0.00442	0.20229	0.00417	0.04095	0.05534	0.09028	0.0	0.02838	0.0	0.0	0.0	0.0	0.02741	0.01099	0.0	0.02565	0.18427	0.0	0.0	0.0	0.03005	0.20347	0.00342	0.00868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00746	0.01288	0.00553	0.02105	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.06957	0.32296	0.04925	0.06183	0.2518	0.22479	0.0	0.0
s__Ruminococcus_callidus	0	0.00222	0.0	0.0	0.0	0.0	0.00302	0.0	0.01012	0.0	0.0	0.0	0.01013	0.0	0.0	0.01486	0.0	0.0	0.0	0.0	0.00626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01998	0.02104	0.00064	0.01256	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.00549	0.01795	0.0	0.00438	0.0	0.0	0.00574	0.00033	0.0	0.0	0.0	0.0	0.0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00645	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.02527	0.0
s__Adlercreutzia_equolifaciens	0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.07311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0	0.00112	0.30766	0.0	0.17024	0.0	0.04882	0.0	0.51248	0.0	0.93081	0.0	0.47323	0.0	0.0	0.35812	0.11454	0.37582	0.0	0.0	0.0	0.0	0.33723	0.0	0.29342	0.0	3.28025	0.0	0.0	4.20972	0.0	0.0	0.0	0.00346	0.0	0.01795	0.09767	0.86681	0.02391	0.0402	0.0	0.0	0.0105	7.19714	0.22116	0.55059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85877	1.43708	0.00904	0.0	0.00167	0.11102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_parasanguinis	0	0.00101	0.99939	0.0	0.11416	0.0	0.0	0.0	0.0	0.00123	0.00145	0.02296	0.02384	0.0	0.17743	0.0	0.0	0.00367	0.0	0.00625	0.03231	0.00933	0.00059	0.05112	0.04235	0.0	0.07295	0.17539	0.0	0.12286	0.01178	0.00408	0.0	0.0	0.00963	0.00327	0.01098	0.0	0.0	0.0	0.05669	0.112	0.02646	0.0	0.0	0.0	0.22173	0.0	0.0	0.02236	0.02968	0.0023	0.00058	0.0	0.09702	0.0	0.92753	0.0	0.04513	0.10987	0.0	0.0	0.00262	0.0	0.0	0.0	0.00609	0.0	0.02817
s__Alistipes_finegoldii	0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.17131	0.06695	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01179	0.0	0.01124	1.63812	0.0047	0.05132	0.00477	3.09945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08625	0.0	0.0	0.0	0.0	0.02452	0.0	0.0	0.0	0.0	0.0	0.0	0.00958	0.0
s__Anaerostipes_hadrus	0	0.00089	0.01999	0.0	0.0	0.83138	0.03692	0.0	0.00029	0.06823	0.0043	0.00869	0.25891	0.0	0.00161	0.0152	0.0106	0.00514	0.0	0.03684	0.03624	0.0	0.04263	0.03271	0.25637	0.10593	0.58775	0.28445	0.08959	0.21264	0.02751	0.36313	0.16018	0.03388	0.0	0.08171	0.04322	0.0	0.0	0.0	0.0183	0.0	0.0	0.10822	0.02784	0.05863	0.01919	0.03225	0.0	0.0	0.0	0.01798	0.0	0.00698	0.027	0.10637	0.0	0.0	0.0	0.0	0.01911	0.0	0.0	0.02501	0.10495	0.01145	0.03526	0.01731	0.03131
s__Cutibacterium_acnes	0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01222	0.00027	0.00858	0.00743	0.0	0.08115	0.00047	0.0	0.0	0.05592	0.0	0.01672	0.06128	0.03117	0.00382	0.0	0.0	0.01279	0.00192	0.00135	0.00527	0.0	0.00957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_xylanisolvens	0	0.00058	0.06606	0.01325	0.09145	0.0	0.0	0.0	0.0	0.00081	0.03194	2.1263	0.83301	0.06123	0.0	0.00166	0.0	0.00163	0.0	0.0	0.0	0.0	0.03656	0.02212	0.0	0.0	0.02329	0.0	0.26457	0.19978	0.0	0.0	0.0	0.08387	0.0	0.02034	0.00763	0.16285	0.0	0.00532	0.0	0.0	0.01084	0.68897	0.30047	0.01721	0.02743	0.0	0.0	0.0	0.01524	0.0	0.0	0.0	0.00608	0.75801	0.02383	0.0	0.0	0.0	0.66197	0.0	0.01988	0.0	0.0	0.0	0.0	0.3438	0.0
s__Coprococcus_eutactus	0	0.00037	1.80391	0.90644	0.0	0.0	1.14576	0.0	1.7385	0.0	0.18491	0.0	0.0	0.0	0.11592	0.0	1.06356	0.01025	0.1224	0.03682	0.04257	0.07586	0.01677	0.0	0.00066	0.0	1.59187	7.9131	3.88993	0.00025	0.00268	0.22733	5.38721	0.18166	0.0	0.21905	0.0	0.11442	0.0	0.0	0.15224	0.00079	0.00386	0.2833	0.0	0.08165	0.0	0.0	0.0	0.0	0.0	0.15736	0.04329	0.0	0.0	0.0	0.0	7.26672	3.03506	0.31581	0.0	0.02277	0.14834	1.82952	0.18127	0.0	0.5008	0.0	1.81955
s__Bacteroides_nordii	0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02245	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.00405	0.0	0.05066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_CAG_1092	0	0.0	8.09773	0.37491	0.0	0.98282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69932	3.00146	2.26447	10.15873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2244	0.0	2.4358	0.0	0.0	0.0	0.0	0.0	2.01842	0.08593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30883	0.0	0.34956	1.20953	2.53532	0.0	0.0	0.0	0.0	1.96734	0.27771	0.0	0.46622	0.0	7.67361	1.03573	2.60522	1.11337	0.0	2.33383
s__Prevotella_sp_885	0	0.0	3.57482	3.7683	0.0	2.01783	0.0	18.92767	0.0	0.0	0.0	0.0	0.0	0.03426	4.83139	1.92997	0.11978	0.0	1.93912	0.43607	5.02815	0.45368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09192	0.0	0.0	3.07569	0.0	0.0	1.50104	3.81292	7.04305	10.27062	0.0	0.0	0.21477	2.98575	0.0	0.0	0.0	6.81994	11.21338	1.69451	3.30649	1.77135	2.27683	0.0	0.0	10.97269	4.16144	2.11252	0.0	2.47029	7.14742	6.56465	9.49224	3.60114	7.58388	5.83852	0.40278
s__Holdemanella_biformis	0	0.0	1.06037	0.1077	0.04377	0.21811	0.05315	0.0	0.00598	0.0	0.0	0.0	0.0	0.34096	1.39598	0.0	0.01946	1.01818	0.08141	0.11759	1.49617	0.07303	0.46982	0.42814	0.04696	0.0	0.0	0.0	0.0	0.0	0.00191	0.02639	0.15196	0.04638	0.0	0.0	0.0	0.05343	0.22043	0.0314	0.68715	0.09489	0.04331	0.12601	0.24609	0.78495	0.0	0.0	0.0	0.02059	0.00595	0.33765	0.07517	0.12621	0.18336	0.0	0.0	0.02389	0.05363	0.01155	0.42267	0.04077	0.03926	0.2505	0.20219	0.04734	1.65902	0.0	0.0147
s__Eubacterium_sp_CAG_251	0	0.0	1.05768	0.12809	0.0	0.0	0.75624	0.0	0.12096	0.0	0.0	0.0	0.0	0.0	0.44427	0.0	0.0	0.0	0.0	0.0	0.01554	0.0	0.0	0.0	0.07682	0.0	0.65016	0.0	0.0	0.0	0.0	0.0	0.11242	0.00099	0.0	0.0	0.0	0.25004	0.0	0.0	0.0	0.0	0.0	0.0	0.09136	0.0	0.01565	0.0	0.0	0.0	0.0	0.2051	0.0	0.0	3.04546	0.0	0.0	0.0	0.32738	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.27657
s__Clostridium_sp_CAG_590	0	0.0	0.94133	0.12036	0.0	0.0	0.00743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21924	0.0	0.02583	0.158	0.51378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01435	0.35924	0.02502	0.0	1.05421	0.0	0.0	0.92147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02789	0.02679	0.0	0.0	0.0	0.0	0.0	0.13068	0.0	0.0	0.07632	0.02547	0.19212	0.0	0.01083	0.12748	0.0	0.0
s__Phascolarctobacterium_succinatutens	0	0.0	0.5087	2.98906	0.0	9.92995	0.05041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88277	0.0	5.5656	4.38562	2.4135	4.10276	0.0	0.0	0.0	0.0	0.0	0.82586	2.03729	0.0	2.84785	0.77927	8.14584	0.0	0.0	0.40194	0.59072	0.0	5.054	1.80509	0.83884	1.99383	3.83605	0.0	8.0282	0.0	0.0	0.0	0.0	4.05311	0.0	0.16032	1.86612	2.01394	2.35296	0.0	0.0	1.28954	0.32257	0.0	0.0	2.47258	0.0	4.40141	5.05609	5.59705	1.94203	0.0	0.24451
s__Candidatus_Gastranaerophilales_bacterium_HUM_9	0	0.0	0.41097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03132	0.0	0.0	0.19736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01244	0.25417	0.0	0.0	0.00183	0.75403	0.0	0.0
s__Clostridium_sp_CAG_632	0	0.0	0.3812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76147	0.0	3.90994	0.0	0.1441	0.0	0.78721	0.85182	0.16711	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.02225	0.0	0.20574	0.14051	0.0	0.28122	0.0	0.14728	2.45171	0.0	0.04739	0.38981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41745	0.0	0.27722	0.03281	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.69965	0.32418	0.0	0.8737	0.14021	0.17236	0.0	0.0	0.07282
s__Alistipes_indistinctus	0	0.0	0.31746	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.40279	0.0	0.01964	0.05431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01919	0.0	0.0099	0.18424	3.78948	0.37676	0.06108	0.0	0.0	0.0	0.0	0.0	0.00286	0.01547	0.0	0.0	0.0	0.0	0.0	0.17683	0.76464	0.5227	3.1525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17106	0.0	0.00378	0.0	0.0	2.83092	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0
s__Butyrivibrio_sp_CAG_318	0	0.0	0.26811	0.0	0.00441	0.0	0.52574	0.0	0.82766	0.0	0.0	0.0	0.0	7.3995	0.0	4.16721	1.48734	2.62443	0.0	0.01021	0.36351	0.1993	0.28521	0.0	4.71839	0.0	0.0	0.0	0.0	0.0	0.31116	0.0	0.45793	1.79085	0.0	1.22378	0.0	0.0	0.20775	0.0	1.09612	0.03289	0.11197	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.12408	0.03176	0.0	0.0	0.0	0.0	0.0	0.50973	0.0	0.0	0.0	0.0	0.0	0.0	0.11243	0.22993	0.0	0.34527
s__Lachnospira_pectinoschiza	0	0.0	0.22916	0.16394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29683	0.09951	0.18568	0.00558	0.45641	0.0	0.10947	0.0	0.00702	0.0855	0.0	0.36843	0.0	0.0	0.22406	0.40744	0.0	0.08909	0.08415	0.0	0.04742	0.0	0.0	0.0	0.78117	0.0	0.01474	0.55332	0.0	0.23558	0.0	0.0	0.0	0.0	0.0	0.0	0.20067	0.0	0.0178	0.00383	0.22911	0.0	0.0	0.0	0.05101	0.22885	0.00517	0.0	0.01072	0.0	0.50939	0.0	0.0	0.0	0.00342	0.0
s__Eubacterium_ventriosum	0	0.0	0.22167	0.0	0.12087	0.0	0.01414	0.0	0.0	0.0	0.00257	0.00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01019	0.02633	0.02143	0.0	0.03008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01084	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.00996	0.0	0.00547	0.0	0.03378	0.0	0.00122	0.0173	0.01845	0.0	0.00849
s__Butyrivibrio_crossotus	0	0.0	0.13961	0.82039	0.0	0.0	0.04627	0.0	0.0	0.0	0.0	0.0	0.04608	0.0	0.0	0.0	14.57234	0.13657	0.07138	0.06052	0.62169	2.8158	0.36854	0.28423	0.31107	0.0	0.0	0.0	22.42938	0.0	0.40546	0.0	13.97255	2.17819	0.0	0.7193	0.0	0.0	2.95658	1.01545	8.56207	1.14586	0.60556	0.0	0.0	9.70153	0.0	0.0	0.0	0.94704	2.41509	0.03334	0.0	0.82515	0.0	0.0	0.0	0.00297	9.3526	0.49767	0.66313	0.02076	0.36195	0.87777	0.0	0.0803	0.0	0.0	1.76158
s__Streptococcus_vestibularis	0	0.0	0.13888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0	0.0	0.08233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01285	0.0	0.0	0.0	0.0	0.0	0.0	0.1933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_variicola	0	0.0	0.07784	1.64824	0.11689	0.0	0.0	0.0	0.01336	0.06639	0.04164	0.15902	0.05057	0.08324	0.23702	0.0	0.0	0.0	0.20159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02311	0.05649	0.01228	0.13484	0.0153	0.1088	0.06039	0.0	9.90786	0.0	0.0	0.0	0.0	0.0	0.0	0.04274	0.0	0.12201	0.0	0.01409	0.0	0.32186	0.0	0.08046	0.0	0.01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0225	0.15164	0.03062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Klebsiella_quasipneumoniae	0	0.0	0.06666	1.53439	0.28595	0.0	0.0	0.0	0.00463	0.09367	0.03764	0.20679	0.09724	0.16322	0.08866	0.0	0.0	0.0	0.45166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06395	0.16363	0.0878	0.13528	0.03683	0.12399	0.12636	0.0	7.92941	0.0	0.0	0.0	0.0	0.0	0.00265	0.01539	0.0	0.25321	0.0	0.0	0.00532	0.35222	0.0	0.02147	0.0	0.01129	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.12551	0.02572	0.00588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_rogosae	0	0.0	0.05584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06293	0.0	0.01107	0.0	0.0	0.04029	0.0	0.42063	0.0	0.0	0.0379	0.00812	0.0	0.02635	0.00679	0.0	0.02744	0.0	0.0	0.0	0.0103	0.0	0.01275	0.03635	0.0	0.04081	0.0	0.0	0.0	0.0	0.0	0.0	0.0366	0.0	0.0054	0.0	0.00522	0.0	0.0	0.0	0.0	0.05096	0.0	0.0	0.0	0.0	0.02894	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_cloacae_complex	0	0.0	0.04967	0.0	0.0	0.0	0.0	0.0	0.0	0.00637	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08463	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.8418	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0	0.0	0.04821	0.00197	0.0	0.07316	0.0	0.0	0.0	0.0	0.02005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05777	0.07915	0.0	0.05872	0.01737	0.0	0.55756	0.0	0.00042	0.01295	0.0	0.0	0.0	0.14803	0.0	0.0	0.0	0.0	0.12053	0.0	0.0	0.01265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00836	0.00145	0.07229	0.06702	0.0	0.0	0.03704	0.0004	0.0	0.0	0.01489	0.0	0.0	0.00375	0.03836	0.0	0.0	0.00316
s__Desulfovibrio_piger	0	0.0	0.04407	0.37851	0.06808	2.1953	0.15701	0.0	0.0	0.0	0.08445	0.00279	0.0	0.0	0.0	0.0	1.30657	0.41159	0.19725	1.47103	0.32548	0.50004	0.01528	0.0	0.0	0.0	0.0	0.0	0.02816	0.0	0.16992	0.09024	0.0	0.40498	0.0	0.32408	0.0	0.1803	0.56483	0.60401	0.23746	0.22871	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.01645	0.0	0.0131	0.0	0.09306	0.28294	0.0	0.0	0.08588	0.10418	0.29285	0.0	0.03611	0.41388	0.19828	0.18272	0.90189	0.84013	0.1622	0.0
s__Rothia_mucilaginosa	0	0.0	0.03842	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.0	0.0	0.20246	0.0	0.0	0.0	0.0	0.0	0.0004	0.02462	0.02099	0.00638	0.0	0.0	0.0	0.0049	0.0	0.0	0.01389	0.02702	0.00094	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.00355	0.07859	0.00253	0.0	0.0	0.0	0.03774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00506	0.01602	0.0	0.0	0.0	0.00774	0.0	0.01797	0.00878	0.0	0.03603
s__Bacteroides_finegoldii	0	0.0	0.03551	0.0	0.08441	0.0	0.0	0.0	0.05893	0.0	0.50736	0.28212	0.66549	0.0	0.01686	0.0	0.0	0.06468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05355	0.0	0.0	0.0	0.0	0.0	0.18853	0.20903	0.00132	0.0	0.0	0.0	0.0	0.01332	0.0	0.0	0.0	0.0	0.0	0.12015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Turicibacter_sanguinis	0	0.0	0.02737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.14534	0.0	0.0	0.0	0.0	0.0	0.02131	0.0	0.0	0.0	0.0	0.0	0.0	0.06557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03412	0.0	0.0	0.00702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_virosa	0	0.0	0.02327	0.0	0.0	0.0	0.0	0.0	0.04287	0.0	0.82839	0.0	0.00808	0.53702	0.32335	0.0	0.0	0.03434	0.0	0.01027	0.0	0.0	0.11668	0.0	0.01765	0.0	0.01788	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.05529	0.0293	0.01655	0.05698	0.14692	0.02952	0.0	0.09843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04525	0.0	0.0	0.82505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobiospirillum_thomasii	0	0.0	0.01924	0.03151	0.1248	0.65518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0742	0.0	0.0	0.14064	0.10188	0.14331	0.0	0.12138	0.6008	0.05792	0.1009	0.0	0.0	0.0	0.0	0.0	0.00564	0.06791	0.0	0.55408	0.0	0.0	0.02964	0.0	0.11301	0.0	0.01401	0.04041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0142	0.03592	0.04793	0.06658	0.36917	0.0	0.0	0.0	0.02662	0.0	0.17414	0.18565	0.00973	0.06561	0.01281	0.22509	0.10349	0.0	0.05686
s__Roseburia_sp_CAG_471	0	0.0	0.01792	0.0	0.01946	0.0	0.0	0.00807	0.06367	0.02584	0.02948	0.02278	0.0	0.0	0.00097	0.00251	0.01873	0.09848	0.0	0.02254	0.03979	0.07233	0.01583	0.0	0.00762	0.0	0.0	0.04017	0.0	0.15267	0.07983	0.03991	0.04777	0.06418	0.0	0.05595	0.0	0.00947	0.0	0.01155	0.02148	0.00692	0.0	0.045	0.0	0.30139	0.0	0.0	0.0	0.03035	0.0	0.00193	0.00356	0.00713	0.0	0.0	0.0	0.0	0.0	0.0	0.00861	0.00954	0.00155	0.085	0.01387	0.175	0.01637	0.0	0.02625
s__Firmicutes_bacterium_CAG_170	0	0.0	0.01489	0.20272	0.0	0.36004	0.20241	0.02718	0.06212	0.0	0.0	0.0	0.0	0.04794	0.0	0.01643	0.28415	0.87072	0.1846	0.68395	0.1191	0.31079	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.09161	0.04831	0.60539	0.1325	0.0	0.59329	0.0	0.21579	0.29516	0.01484	0.13008	1.24525	0.01478	0.42438	0.08296	1.09831	0.0	0.0	0.0	0.00798	0.0	0.00573	0.27774	0.05162	0.0	0.03307	0.0	0.0	0.00883	0.16357	1.24419	0.12782	0.09676	0.15856	0.18063	0.97037	0.1361	0.0	0.0574
s__Bacteroides_galacturonicus	0	0.0	0.01444	0.01157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.00478	0.0	0.0	0.0	0.0	0.01468	0.0	0.0	0.02952	0.0	0.0	0.0	0.0	0.0	0.00919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_oralis	0	0.0	0.01355	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01087	0.00443	0.0	0.00984	0.16965	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
