clade_name	NCBI_tax_id	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
s__Rhodococcus_pyridinivorans	0	0.0	0.0	0.0	0.0	0.0	0.07713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_hoagii	0	0.0	0.0	0.0	0.0	0.0	0.01534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47202	0.0	0.0	0.0	0.0	0.0	0.0	0.03408	0.0	0.02119	0.0	0.02238	0.0	0.0	0.0	0.26415	0.0	0.17627	0.0	0.0	0.0354	0.04353	0.0	0.00578	0.0	0.05711	0.03118	0.0	0.0	0.0	0.0	0.0	1.70144	0.0	0.0	0.0	0.0	0.0	0.0	0.7814	0.14511	0.02338	0.0	0.0	0.00812	0.23191	0.54689	0.0	0.00752	0.80154	0.0	0.0	0.0	0.07681	0.00629	0.02269	0.0	0.0	0.0	0.50578	0.0	0.01258	0.01998	0.52703	0.01306	0.0	0.0066	0.02616	0.0	0.00385	0.0	0.0	0.0	0.01291	0.63397	0.085	0.28491	0.09137	0.00219	0.0	0.03219	0.0	0.0	0.0	0.0	0.02848	0.03093	0.0	0.01175	0.0	0.1473	0.0	0.01265	0.28316	0.06075	0.0915	0.0	0.27861	0.0064	0.0	0.0	0.08126	0.02182	0.0	0.39841
s__Firmicutes_bacterium_CAG_110	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86394	0.40331	0.0	0.01413	0.0	0.01491	0.0	0.0	0.0	0.0	0.22811	0.02395	0.0	0.0	0.0	0.0	0.01108	0.00254	0.0	0.0	0.04263	0.09643	0.0	0.17676	0.0	0.22269	0.0	0.64586	0.0	0.0	0.64591	0.0	0.07327	0.0	0.06047	0.00756	0.13081	0.01574	0.03256	1.06737	0.0	0.00672	0.0	0.06869	0.0	0.71048	0.0	0.0	0.0	0.11311	0.0	0.0	0.0	0.00114	0.0	0.0	0.02437	0.0	0.0	0.0	0.00298	0.07254	0.04934	0.0	1.47949	0.0	0.09906	0.04188	0.04517	0.25285	0.04033	0.05821	0.0	0.03729	0.23046	1.38265	0.0	0.19942	0.40496	0.0	0.0176	0.0	0.01457	1.32103	0.37013	0.04323	0.0	0.0	0.43098	0.268	0.15103	0.01454	0.0	0.09255	0.00178	0.0	0.0	0.12215	0.0	0.0	0.0	0.0	0.05389	0.0	0.0
s__Firmicutes_bacterium_CAG_534	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11329	0.0	0.0	0.0	0.0	0.0	1.30342	0.10122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31951	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_964	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04529	0.0	0.0	0.0	0.0	0.14389	0.0	0.0	0.0	0.0	0.10269	0.0	0.12425	0.0	0.0	0.0	0.0	0.0	0.02249	0.0	0.0	0.02554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04097	0.0	0.04289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01922	0.0	0.0
s__Clostridium_sp_CAG_632	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0213	0.0	0.05532	0.0	0.26192	0.0	5.35416	0.0	0.2838	0.0	0.87796	0.0	0.0	0.00883	0.0	0.0	0.02972	0.0	0.09304	0.0	0.0	0.0	1.68611	0.0	0.00424	1.45833	0.0	0.15775	0.66944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01365	0.0	0.0	0.39192	0.0	0.0	0.0	0.0	0.0	0.20862	0.13434	6.499	0.00587	0.0	0.6036	0.0	0.79995	0.0	0.02461	0.0	0.0	0.0	3.26131	0.0	0.33814	0.04198	0.0	0.0	0.0759	0.0	0.96596	0.20173	0.23773	0.04198	0.0	19.20097	0.50174	0.14124	0.40447	0.0	0.0	0.0	0.0	0.0	0.71877	0.26594	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_413	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05594	1.82732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10712	0.0	0.0	0.0	0.0	0.28246	0.0	3.04365	0.0	0.0	0.0	0.24503	0.0	0.08945	0.03369	0.0	0.00978	0.0	0.0	0.0	0.0	0.0	0.0	0.01645	0.0	0.0	0.0	0.0	0.00373	0.02862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06834	0.0	0.13098	2.22376	0.46479	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	7.06854	0.0	0.19576	0.0	0.18436	0.0	0.0	0.0	9.97379	0.0	0.55066	0.20282	0.0	0.0	0.0	0.0	0.0	0.24658	0.01127	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomyces_graevenitzii	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03498	0.0	0.0	0.0	0.0	0.0	0.03046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05746	0.01156	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01143	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_stercoris	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.01015	0.0	0.0	0.00205	0.0	0.00535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28202	0.0	0.14524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.0	0.0	0.0	0.01119	0.17175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.18377
s__Roseburia_sp_CAG_309	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.0	0.0	0.01296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03871	0.0	0.00971	0.0	0.0	0.01389	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_CAG_253	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10398	0.0417	0.0	0.0	0.0	0.0	0.0	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56296	0.03707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.02339	0.0	0.03124	0.05252	0.00269	0.00678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269	0.00548	0.02558	0.0	0.00051	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.00063	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.12464	0.0	0.01042	0.0	0.49024	0.06103	0.0	0.0	0.0	0.00985	0.00165	0.0
s__Ruminococcus_sp_CAG_488	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02042	2.30715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.17558	0.0	0.0	0.65853	0.0	0.00212	0.0	0.0	0.0	0.0	0.01166	0.0	0.0	0.0	0.21099	0.15775	0.0	0.0	0.0	0.00798	0.0	0.0	0.26933	0.0	0.0	0.00051	0.01195	0.0	0.0	1.90639	0.0	0.00255	0.0	0.00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03569	0.0	0.0	1.81487	0.00092	0.0	0.00704	0.03992	0.36501	0.0	0.00234	0.0	0.00088	0.00193	0.00328	0.0	0.01013	3.33951	0.0	0.0	0.0	0.0568	0.0	0.00779	0.0	0.0	11.36772	0.0	6.74649	0.00722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23194	0.0	0.0
s__Ruminococcus_sp_CAG_579	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00901	0.09007	0.0	0.0	0.0	0.0	0.0	0.0	0.0364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70995	0.0	0.30431	0.01643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28628	0.0	0.55714	0.0	0.0	0.0	0.20494	0.0	0.0	0.0	0.03652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_sp_CAG_182	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01563	0.0	0.0	0.00162	0.10937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00566	0.63148	4.7806	0.03308	0.0	0.03344	0.0	0.05316	0.0	0.0	0.0	0.56928	0.0	0.0	0.0	5.54426	0.72562	0.02023	6.49521	0.0	0.0	0.02791	0.0	0.0	0.09764	6.85503	0.0	0.04422	0.45784	0.0	0.19924	0.2814	0.06972	0.0	0.00847	0.0	0.0	0.0	0.0	0.02083	0.0	0.06087	0.0	0.01686	0.0	0.20913	0.0	0.00903	0.02013	0.0	0.0853	0.0	0.01112	0.00637	0.0	0.12313	0.0	0.0	0.0	0.05494	0.0	3.00094	0.0	0.19415	6.3832	0.0	0.13494	0.0	0.00293	0.0	0.00237	0.0	0.0	0.71508	0.0	0.33448	0.0	0.0	0.0	0.04329	0.0	0.0	1.16163	4.66275	0.00304	0.0	0.0	1.05645	0.02467	0.0	0.0
s__Bacteroides_intestinalis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17703	0.0	0.0	0.04815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05268	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_403	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.0	0.0	0.08276	0.0	0.0	0.0	0.05009	0.0	0.0	0.0	0.0	0.00171	0.0	0.02104	0.76691	0.0	0.0	0.21564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05944	0.0	0.11856	0.0	0.0	0.0	0.0	0.12128	0.0	0.0	0.0	0.0	0.0	0.0	0.00996	0.0	0.0	0.0	0.0	0.01648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09706	0.02829	0.004	0.0	0.0	0.04361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03483	0.0	0.07817	0.0	0.0	0.09571	0.0	0.0	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05938	0.0	0.0
s__Cloacibacillus_porcorum	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00724	0.36481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_170	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.39284	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	1.83805	0.0	0.09709	0.0	0.0	0.0	0.30769	0.52408	0.0	0.0	0.0	1.21196	0.03235	0.0	0.0	0.0	0.08849	0.0	0.0	0.0	0.0	0.0	0.00842	0.0	0.0	0.0	0.01117	0.0	0.01308	0.0	0.00022	0.0	0.0	0.0	0.00227	0.0	0.0	0.01406	0.0	0.41917	0.0	0.07443	0.0	0.0039	0.20087	0.0	0.34984	0.0	0.27434	0.0	0.3106	0.26496	0.03022	0.0	0.46178	0.66039	0.0	0.74721	0.14985	0.01244	0.00528	0.17903	0.0	0.0	0.0	6.55776	1.57198	0.28143	0.07947	0.0	0.03704	0.0	0.0	0.0	0.10909	0.0	0.0	0.0	0.0	0.00741	0.0	0.0
s__Actinomyces_sp_S6_Spd3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.08679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00478	0.0	0.0	0.00313	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_CAG_563	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48496	0.0	0.00197	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12089	0.0	0.0	0.0	0.0	0.06026	0.0	0.01891	0.0	0.60931	0.0	0.05465	0.0	0.0	1.12478	0.0	0.0	0.0	0.06529	0.0	0.0	0.0	0.0	0.45096	0.0	0.01468	0.0	0.0	0.0	0.05683	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03999	0.0	0.0	0.0	0.0	0.0	0.0	0.47618	0.0	0.0	0.49039	0.0	0.0	0.21054	0.19929	0.0	0.12317	0.0	0.20268	0.0	0.0	0.02975	0.0	0.0	0.0	0.0	0.13099	0.6038	0.0	0.0	0.0	0.0	0.0	0.55388	0.00517	0.0	0.0	0.0	0.0	0.0	0.17716	0.00183	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium_CAG_238	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01261	0.0	0.06208	0.0	0.0	0.0	0.0	0.0	0.0	0.00655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09968	0.14303	0.01325	1.06532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.00615	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.0	0.16853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388	0.0	0.0
s__Barnesiella_intestinihominis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06101	0.0	0.0	0.0	0.0	0.0	0.00944	0.0	0.0	0.0	0.0	0.0	0.0	0.01134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84934	0.0	0.0	0.0254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48098	0.05348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51559	0.42533	0.0	0.0	0.0	0.01427	0.0	0.0	0.07326	0.0	0.0	0.0	0.0	0.0	0.0	0.18575	0.0	0.0071	0.22941	0.0	0.0	0.0	0.00216	0.00332	0.01934	0.0	1.4808	0.0	0.43271	0.0	0.0	0.0	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10124	0.00612	0.0
s__Enterococcus_avium	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_ruminis	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285	0.0	0.52806	0.0	0.0	0.0	0.53666	0.05431	0.00552	0.0	0.0	0.56102	0.06836	0.0	0.09317	0.04066	0.29261	0.07562	0.0	0.0	0.24713	0.0	0.01018	0.2243	0.24038	0.66722	0.23659	1.79857	2.35354	0.10154	0.10368	0.06327	0.01478	0.67673	0.04352	0.22849	0.0	0.0	4.8951	0.82657	0.01407	0.71862	0.0	0.5516	0.13437	0.19056	0.0	0.0	1.15951	0.0	0.0	0.0	0.0	0.67263	0.92956	0.0	0.23327	0.0	0.17468	1.26146	0.05865	0.0	0.0	0.0326	0.01182	0.43082	0.04156	0.0	0.0	0.0	10.54668	4.99653	3.28565	0.01226	0.00985	0.73183	0.23155	1.15265	0.0	0.0	0.10948	0.05048	0.0	0.02843	0.03037	0.0	0.36452	0.0	0.0	0.09938	0.0	0.0	0.44593	0.05114	0.0	0.0	3.61911	0.1599	2.31827	0.0	0.0	0.60796	1.84758	0.0
s__Firmicutes_bacterium_CAG_555	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06908	0.0	0.0	0.0	0.15416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16627	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
